,is_video,likes,video_duration,video_view_count,title,url,mediacount,caption,date_utc,comments
2441446369079723651,True,338,223.466,5657.0,Isa Rosberg  In Their Shoes,https://www.instagram.com/p/CHhwomPKgaD/,1,"Swedish IE University student, @_isa_rose is currently pursuing the Bachelor in Politics, Law, and Economics. Outside of classes, she enjoys analog film photography because it allows her to capture moments and ""forget about them until they are developed"". Want to find out more about her experience? Watch her video! #InTheirShoes",2020-11-13 10:28:01,7
2519871932944967259,True,1609,15.166,12042.0,,https://www.instagram.com/p/CL4YiwSqWZb/,1,Check out a visit to our #IETower through the eyes of our students. 📸:@tutydotcom #UnderConstruction 🏗,2021-03-01 15:23:10,12
2624099355544510717,False,1448,,,,https://www.instagram.com/p/CRqrHX2j-D9/,7,"We throw the cap up and say goodbye to a wonderfull years at IE. Thanks to all students for being part of this! 🎓 #Classof2021 #IEGraduation

*Everyone was tested before entering the graduation ceremony and masks were taken out only to get the phots shot.",2021-07-23 10:44:01,16
2611859593456308830,True,201,60.0,1963.0,,https://www.instagram.com/p/CQ_MHZHKNJe/,1,"Success has a different meaning for everyone. But for most people, it's about having the freedom to be your authentic self in every setting. Together, we'll push for equality until everyone is able to live their story, without having to change the plot. 

This video shares the theme of ""Success in the Face of Adversity"" with the @lgbtatwork conference, which is hosted on an annual basis by the @ieoutalliesclub . Watch it now!

#WeAreIE #diversity #equality #lgbtrights #lgbtcommunity #lgbtq🌈",2021-07-06 13:26:25,3
2618260657213006838,True,430,93.933,4632.0,IE Tower | Carlos Garriga,https://www.instagram.com/p/CRV7jISj-P2/,1,"Carlos Garriga, Chief Information Officer at IE University, tells us more about the incorporation of next-gen technology at the #IETower, which will elevate students' experience and help prepare them for new challenges in their professional lives.",2021-07-15 09:28:16,7
2429076166272801504,False,435,,,,https://www.instagram.com/p/CG1z-dHDtrg/,1,Have you ever gone rock-climbing around Segovia? What's your favourite spot? 📸: @jky.redondo,2020-10-27 08:47:45,2
2512492228531489595,False,278,,,,https://www.instagram.com/p/CLeKl6-jIs7/,2,"Dan Bloch, alumnus of our Dual Bachelor in Business Administration and International Relations shares why he decided to pursue a dual degree.",2021-02-19 11:00:35,0
2424794847747139147,True,1116,27.733,70692.0,,https://www.instagram.com/p/CGmmhEhKmZL/,1,"""SEGO BALLOONS"" is a project created as online promotional material for an upcoming balloon festival in Segovia by students from the Bachelor in Communication and Digital Media. Do you have a project you're proud of and would like to see showcased on our channels? DM us! 📸: @egor_kas001 @lauraortega.p @pedrolas99 @egozalor @felipe_ruki @cindi.esc",2020-10-21 11:01:53,1
2596542769246570297,False,2067,,,,https://www.instagram.com/p/CQIxeQ9DQc5/,1,"A new chapter in IE University’s history is about to begin, and we can sense the adventures, experiences and stories that are about to unfold. What are you looking forward to most when the new #IETower opens? Let us know below!
📸: @adlan.h",2021-06-15 10:14:00,17
2595907888372178310,False,741,,,,https://www.instagram.com/p/CQGhHiEDt2G/,1,"To celebrate #FlagDay, we want to showcase our campus' incredible diversity. Where are you from? Comment with all the flags you identify yourself with below 👇 📸: @besabijou at Global Village 2019",2021-06-14 13:12:36,27
2471199363188928148,False,576,,,,https://www.instagram.com/p/CJLdrpUDC6U/,2,"Our student Greta Ynglada talks about some of the obstacles that COVID-19 has posed her and many of our students; however, we believe in the strength of our students and we know that together we are gonna get through this. 💪Thanks to our Liquid Learning everyone is safer. #LiquidLearning",2020-12-24 11:39:02,3
2463929118292403208,False,907,,,,https://www.instagram.com/p/CIxonqHj2QI/,1,"Have you visited the latest exhibition in Retiro Park? Inside the Crystal Palace you can see ""To a crow and the hurricanes that, from unknown places, bring back the smells of humans in love” by Petrit Halilaj (@laexpodelasflores). The exhibition represents the recent history of his country, Yugoslavia, and the consequences of the political and cultural tensions its had. 📸: @paola.iph",2020-12-14 10:54:21,7
2479857996353402531,False,935,,,,https://www.instagram.com/p/CJqObV2Dnaj/,1,"The mountains is a great place where our Segovia campus students can go to relax and grab some fresh air. This is one of the perks of leaving in a town surrounded by mountains with beautiful views. 
📸: @antoinettegermainc",2021-01-05 10:22:11,6
2418902204465063077,False,509,,,,https://www.instagram.com/p/CGRqr0zjKSl/,1,"Staying safe is our top priority. If you see or hear something that makes you feel uncomfortable and at risk, please speak up. #ProtectIE 📸: @sofiakritikopoulos",2020-10-13 07:53:55,1
2578368952062015962,False,686,,,,https://www.instagram.com/p/CPINOavjXna/,4,"Our favorite Segovia animal is back! The storks' nest is back on the Santa Cruz la Real bell tower—this time, with company! Two stork chicks have been born and, while they haven't mastered temperature regulation yet, their mom is snuggled up to keep them warm. Have you spotted them yet?",2021-05-21 08:25:52,1
2537920797744918558,True,200,123.6,2803.0,IE University Health Protocols,https://www.instagram.com/p/CM4gYThqXAe/,1,"At IE University your health comes first. Thanks to our safety protocols, we were able to return to the classroom back in June 2020, and have continued to ensure maximum safety since then. 

We adapted our facilities with thermal cameras, sign posts, separation panels, mass testing and so much more!

Going to class has never been safer! 

➡️https://www.ie.edu/weareready/",2021-03-26 13:03:39,4
2517530036578839310,True,494,18.533,5117.0,,https://www.instagram.com/p/CLwEDrVqGsO/,1,Did you know you could do all these activities on our Segovia campus? Thank you to @ieustork for this fantastic summary of our campus experience. 💙 #ieuniversity #segovia #studentlife,2021-02-26 09:50:09,2
2487136523591195369,False,837,,,,https://www.instagram.com/p/CKEFX2kjZrp/,1,"The Segovia Alcazar is one of the most emblematic landmarks of the city. It’s charm impresses everyone.
📸: @mariaparejaperez",2021-01-15 11:23:19,30
2583422721607044119,False,407,,,,https://www.instagram.com/p/CPaKUcaD4wX/,1,It’s been a year now since our campus has been a 100% no-go zone for plastic bottles. Have you remembered to bring your reusable bottles?,2021-05-28 07:46:48,0
2420415631654266251,False,903,,,,https://www.instagram.com/p/CGXCzFtjiWL/,2,Wondering what a classroom with our liquid learning methodology looks like? Swipe to find out! ➡️ #WeAreIE,2020-10-15 10:00:49,0
2515525417451449772,True,1304,91.0,12167.0,The #IETower,https://www.instagram.com/p/CLo8QoSqO2s/,1,"At IE University, we're not afraid of heights. Our community aims for the top and challenges expectations. With 50,000 square meters, we're driving positive change through education, research and innovation. Take a peek at the #IETower below. @iecampuslife, @ieglobalalumni, @ssarquitectura, @sincerelydoris, @diego_alcazar, Soledad Atienza, @merligues, Maruan El Mahgiub",2021-02-23 15:27:26,24
2576945119996158837,True,405,73.466,3735.0,IE Tower | Teresa Martín-Retortillo,https://www.instagram.com/p/CPDJe7zDCN1/,1,"Discover what Teresa Martín-Retortillo, Executive President at IE University Exponential Learning, has to say about the IE Tower, which combines a contemporary teaching environment with the classrooms of tomorrow. She also discusses how the seamless, highly adaptable personality of Liquid Learning stemmed from IE University’s expertise with online teaching. Watch for more!",2021-05-19 09:31:19,3
2455193277738961698,False,837,,,,https://www.instagram.com/p/CISmUcmjssi/,1,What’s your favourite place in Segovia to watch the sunset? Ours are the hills by the Alcazar garden! ☀️,2020-12-02 09:37:48,3
2394245748933300946,False,551,,,,https://www.instagram.com/p/CE6EdLKKJLS/,1,What was the first thing you did when you set foot on campus? Tell us 👇 📸: @claudiafmsp,2020-09-09 07:25:56,1
2409664542164328685,False,688,,,,https://www.instagram.com/p/CFw2SJXjyDt/,1,"The #COVID19 pandemic poses serious risks to all the members of our community and our society at large. As a member of the IE community, and as a global citizen, you are called on to be responsible. #ProtectIE 📸: @juanicheca",2020-09-30 14:00:19,2
2539968977217384453,False,491,,,,https://www.instagram.com/p/CM_yFPTjfAF/,1,"Even amidst a pandemic, our students are able to study together and help each other out. As a result, students maintain access to an enriching educational experience in a safe environment that respects social distancing measures.",2021-03-29 08:51:58,4
2588633802895591828,True,1365,50.533,8351.0,,https://www.instagram.com/p/CPsrLqDKQmU/,1,"6.5 meters deep, and covering an area of 400m2, we’re thrilled to introduce the two heated swimming pools at the #IETower, exclusively for the IE community.",2021-06-04 12:26:59,16
2543660290584549812,False,1011,,,,https://www.instagram.com/p/CNM5Y6xjxm0/,1,"Where are you spending your Easter break? Share your country flag below ⬇️
📸: @gretaynglada",2021-04-03 11:05:57,22
2500820893996925471,False,626,,,,https://www.instagram.com/p/CK0s1ppj8If/,1,"Explore some magnificent walks through Segovia, where our students can enjoy breathtaking views of the city’s historic landmarks. 📸: @ieu.photofilm.club",2021-02-03 08:31:43,6
2402471525554369916,False,415,,,,https://www.instagram.com/p/CFXSx-nqLV8/,3,"Hay Festival Segovia is celebrating its 15th anniversary. 15 years of bringing together 145 outstanding authors from the worlds of literature, art, architecture, and ideas in 50 events scheduled throughout this weekend. #hayfestivalsegovia",2020-09-20 15:49:05,0
2465346912372208214,False,718,,,,https://www.instagram.com/p/CI2q_RwDTJW/,1,Who else is already counting the days for summer? There’s nothing better than taking a stroll through Segovia’s streets under the sun.☀️ 📸: @jessjefffs,2020-12-16 09:51:15,2
2547176004415083603,False,714,,,,https://www.instagram.com/p/CNZYxSbj1RT/,1,"Studying in Segovia is an exciting opportunity to engage with nature and the historical towns around it. In San Ildefonso, close to IE University’s Segovia campus, you can go horseback riding. Have you ever been? Tell us below!

📸: @giutheginger",2021-04-08 07:31:03,0
2613932015101710149,True,149,27.766,2656.0,,https://www.instagram.com/p/CRGjVGLKI9F/,1,"According to @andrea_caruso_dalmas , IE School of Architecture and Design Professor and co-founder of @ciszak_dalmas studio in Madrid, design helps us build and believe in one's own world. Andrea's passion for experimenting with a wide variety of materials has led him to work with some of the best and most committed international brands. ""Simplicity is complicated. Something that is simple and easy to use is definitely the most difficult thing to design.""

Take a closer look at his studio and how he works in this video!

Special thanks to @mttfrr, @sergio_martinez_delbarrio, @albertogobbinociszak, and @thehoffbrand Spain team!",2021-07-09 10:04:06,3
2403940649233192039,False,1310,,,,https://www.instagram.com/p/CFcg0iqqpRn/,1,"It is crucial that we all do our part in keeping our community safe, because we are all in this together and our actions affect others. If someone is making you feel unsafe, speak out or email your program manager. #ProtectIE",2020-09-22 16:27:58,1
2470427548950907871,False,712,,,,https://www.instagram.com/p/CJIuMRSjsvf/,1,"Our modern Madrid campus is located in the midst of Barrio de Salamanca, surrounded by all types of shops, restaurants and coffee shops where our students can enjoy life in a big city.
📸: @stefanissecrets",2020-12-23 10:05:34,3
2608873084860040732,True,470,16.633,6290.0,,https://www.instagram.com/p/CQ0lD-PKQYc/,1,"Take a sneak peek at our ""success in the face of adversity"" interviews, where incredible members of the LGBTQ+ community shared their stories on how they overcame obstacles to find success.

 Stay tuned for more! 

#lgbt #pride 

@nealmakadooj 
@justjoeyjoe",2021-07-02 10:33:18,5
2602323311808267417,False,651,,,,https://www.instagram.com/p/CQdT0OvDMSZ/,1,"We're in love with Segovia's countryside! When did you last enjoy a picnic with your friends? 
📸: @bellamassot & @naue_1",2021-06-23 09:38:54,1
2439421442296540924,False,603,,,,https://www.instagram.com/p/CHakOCNjm78/,2,"🎬 lights, camera, action! Check out @gretaynglada behind the scenes of our latest production. Would you like to participate in the next one? Leave a comment telling us your favourite aspect of #LiquidLearning 👇🏼",2020-11-10 15:21:58,11
2395792493987335622,False,770,,,,https://www.instagram.com/p/CE_kJRvqY3G/,1,"At IE University, we want to ensure that both our international community and locals are safe. 

Our commitment to employing effective health and safety measures lies in a collaborative culture. It is, therefore, essential that you follow the rules, wear a mask, and take care of yourself and of others both on and off-campus. 

We can, because #WeAreIE",2020-09-11 10:39:02,4
2507440510682587025,True,354,218.933,10908.0,Iñigo Cavestany  Your Own Path,https://www.instagram.com/p/CLMN9wGqN-R/,1,"Íñigo Cavestany Villegas @inicavest , Bachelor in Business Administration alum, is currently working at @IBM. He believes that the most powerful aspect of IE University is its “doer, maker and thinker” mindset. Íñigo is a digital advocate at IBM, and his mission is to embrace open ecosystems to improve the world as we know it.

No two days are the same for Íñigo. His biggest challenge is to manage himself and find the right balance because, in his opinion, the ultimate goal in life is to “simply to be happy.”",2021-02-12 11:44:22,27
2568279810196149293,True,890,84.466,10665.0,#IETower Architect,https://www.instagram.com/p/COkXOFKjJQt/,1,"Fernando Serrano-Suñer de Hoyos, the architect of the IE Tower, provides further insights into the design of the Tower, and the use of spaces in relation to the overall concept of the building. Which part of the new IE Tower are you looking forward to exploring? Tell us below!",2021-05-07 10:24:43,18
2535613642361011927,False,563,,,,https://www.instagram.com/p/CMwTyxoj_7X/,1,Nothing compares to a sunny day in Madrid! What is your favorite activity for when the sun is out? Tell us below ⬇️,2021-03-23 08:38:42,3
2514773148726954327,False,605,,,,https://www.instagram.com/p/CLmRNrcj4lX/,2,"Lat week, about twenty NGOs and non-profit associations operating in Segovia have joined the IE University Volunteer Fair.

We brought university students closer to the work carried out by these entities that ensure the welfare of vulnerable groups and that, on many occasions, need the help of volunteers to achieve their goals. 📸: @robertoarribas",2021-02-22 14:32:22,2
2563127255474200062,True,267,300.2,2970.0,In Their Shoes - Federica Caso,https://www.instagram.com/p/COSDqioqV3-/,1,"Meet IE University student, @federica_caso !

This Bachelor in Design student has a truly international background. Being half Venezuelan and half Italian, and born in the United States, she has a uniquely global perspective on design. Federica decided to join this program because it seemed like the best way to gain insights into the business world that wouldn't be possible at an art school. Watch the video below to learn about her experience at IE University. ⬇️",2021-04-30 07:44:41,17
2537310930674189787,False,675,,,,https://www.instagram.com/p/CM2VtkjjQXb/,1,"With sunny days signaling the start of spring, where's your favorite place to enjoy the sun in Segovia? Tell us below! ⬇️ 📸: @mercerchiomega",2021-03-25 16:50:55,3
2496535921215488477,False,2096,,,,https://www.instagram.com/p/CKlejFxDUHd/,1,"Do you miss the snow in Madrid? It was a magical, white weekend that many of our students were able to enjoy. 📸: @sunghun.jun",2021-01-28 10:38:15,13
