,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Sammy Elam (@drsswell_livwell),<Post CcdbPEfMPCY>,9401,15,[],17/04/22,"Sammy Elam (@drsswell_livwell) manages some serious bendo on Utah's Provo River. Porter (a very good boy!) manages Sammy. 

Photo: Andrew Burr / @andrew_burr",157,"[{'text': 'No way, thats Sammy! I met him on my travels, how random to see him pop up here 😃', 'length': 81}, {'text': 'Fish on!! 🙌', 'length': 11}, {'text': 'Super nice picture', 'length': 18}, {'text': 'Happy dance 🕺', 'length': 13}, {'text': '👏🔥❤️🙌😍😮', 'length': 7}, {'text': '💙💙💙', 'length': 3}, {'text': '🙌', 'length': 1}, {'text': '👏👏👏🔥🔥❤️', 'length': 7}, {'text': 'It’s good to have a quiet partner (who blends in well with the rocks😂), so you can stand out and be noticed 💪🏽👍🏽😎', 'length': 113}, {'text': 'کنترل و بهبود دردهای مزمن(کمر،زانو،شانه،کتف،گردن،مچ...)آسیبهای ورزشی، کایروپراکتیک،استئوپاتی،طب فیزیکی،کاهش\u200cو\u200cافزایش وزن،فیتنس.🌹🌹🌹', 'length': 130}, {'text': '@brandonkgrundy18', 'length': 17}, {'text': '@mike.growinggreen', 'length': 18}]"
"Part human, part",<Post CcYKwLWlhNf>,6487,30,[],15/04/22,"Part human, part machine. @alexandermegos",41,"[{'text': '#bestermann 👏', 'length': 13}, {'text': 'song at the end?', 'length': 16}, {'text': 'BUT WHICH PART?!?!??!! 🔥', 'length': 24}, {'text': 'This guy is amazing 🙏💪', 'length': 22}, {'text': 'Yikes‼️ Are you OK?', 'length': 19}, {'text': 'The best doc', 'length': 12}, {'text': 'at this time, very human 🙌', 'length': 26}, {'text': 'That’s no dawn wall 😉', 'length': 21}, {'text': 'A human without a helmet 🤷🏼', 'length': 27}, {'text': '👏🏼👏🏼👏🏼', 'length': 6}, {'text': '😮', 'length': 1}, {'text': '🔥🔥', 'length': 2}, {'text': 'I used this video in my English class. Great story, great imagery, exceptional demonstration of climax/resolution. ❤️', 'length': 117}, {'text': '🔥🔥', 'length': 2}, {'text': '😮', 'length': 1}, {'text': '👀', 'length': 1}, {'text': 'کنترل و بهبود دردهای مزمن(کمر،زانو،شانه،کتف،گردن،مچ...)آسیبهای ورزشی، کایروپراکتیک،استئوپاتی،طب فیزیکی،کاهش\u200cو\u200cافزایش وزن،فیتنس.🌹🌹🌹', 'length': 130}, {'text': 'We get it, he’s in shape', 'length': 24}, {'text': 'Mostly part machine 💪🦾🦾🦾 @alexandermegos', 'length': 40}, {'text': '@sebacseba', 'length': 10}, {'text': 'I don’t know what you’re going through but I hope my story put a smile on your face... I was devastated and frustrated when my husband left me and my two kids saying he was tired of the marriage even after several pleading .. I almost committed suicide if not for the help of my family.. until I got introduced to a very powerful trader @financial_achievement she gave me a lot of encouragement and my husband apologize to me now he’s back and loves me like never before... Today am happy all thanks to @financial_achievement', 'length': 525}, {'text': ""I don't really think that things will ever go better with us because I and my husband was having issues of money after we lost our Job, all our mind is how We can get the money to pay for our Bills and take care of our 2 kids and cat 🐈 until God made it possible for me to come across Mrs Joan here on instagram through someone testifying how he earn $51,077 from her platform. At first I was afraid she told me more about Bitcoin Investment and I find interest in it. I started with a bitcoin of $2,000 last week I have made myself $27,540 in seven days of trade @financial_achievement \n#blackouttuesday #blackout2021"", 'length': 618}, {'text': 'I’m so happy I can at least afford to pay bills and also take good care of my family, all thanks to Mrs Joan Beverly that has helped me a lot on my crypto trading account, I reinvested $1000 to my greatest surprise I got my profit on x8 roi without any additional fees I’m grateful indeed Mrs Joan investment platform accomplish my dreams without no stress and I got more then what I was supposed to have as my profit. For those of you finding it difficult in trading you can contact them I believe they will be of great help @financial_achievement \n#blackouttuesday #blackout2021', 'length': 580}, {'text': ""I have known Joan for a few months now and she is an excellent mentor, approachable, knowledgeable and most importantly honest. I love the program and the whole package it brings! The instructions are easy to understand and informative. My account is up over 14,000% and my trading has improved greatly! I am enjoying it and have a passion for it again. The global view is also amazing, really brings an extra dimension to Augusta classes, it is very educational, and again very simple to understand. It is the perfect compliment to the trader training package. Augusta and the team I am very impressed and l'm glad to be a member @financial_achievement"", 'length': 653}, {'text': 'I have been post for a while about Mrs Joan Beverly who has been trading bitcoin for individual and helping them make profit weekly so I decided to give it a try with no alternative and to my greatest surprise I also got paid after 7 days,Thanks to Mrs Joan Beverly for taking a chance on me and trading for me that there is always chance for improvement And helping me to have awareness profit making in binary /bitcoin trade. All of my success, knowledge and profits received since I started until this very day has been as a result of Mrs Joan Beverly trading for me in his platform ,all thanks to @financial_achievement \n#blackouttuesday \n#perfect', 'length': 651}]"
"""A little evening",<Post CcWKcQEsTGZ>,8625,13,[],14/04/22,"""A little evening fire off the back tire. ""

Photo: Fred Marmsater / @fmarmsaterphoto",85,"[{'text': '🔥', 'length': 1}, {'text': '😍😍😍', 'length': 3}, {'text': 'Hello. Your sustainable practices in the fashion industry are very admirable and I hope that other companies follow in the same path.', 'length': 133}, {'text': 'Awesome 👍🏻', 'length': 10}, {'text': 'Bro just started a wildfire', 'length': 27}, {'text': 'So eerie🔥', 'length': 9}, {'text': 'How? What?', 'length': 10}, {'text': '🔥🔥🔥😍😍😍', 'length': 6}, {'text': '😍', 'length': 1}, {'text': '😍', 'length': 1}, {'text': '🕶🕶', 'length': 2}, {'text': '❤️', 'length': 2}]"
Looks like @forrestshearer,<Post CcTHbLcpH_G>,111069,872,[],13/04/22,"Looks like @forrestshearer and @nick_russelll made the most of their time in Revelstoke eh?

Video: @fmarmsaterphoto",116,"[{'text': 'Yes friends! @forrestshearer @nick_russelll @fmarmsaterphoto', 'length': 60}, {'text': 'Woweeeeeeee!!!!', 'length': 15}, {'text': 'On a cloud. 💙', 'length': 13}, {'text': '💎', 'length': 1}, {'text': 'foookin shweeeeeet!', 'length': 19}, {'text': 'Magic ✨', 'length': 7}, {'text': 'Some of the best snow and terrain on the planet 😍', 'length': 49}, {'text': 'This - is - life! 🙌', 'length': 19}, {'text': 'Where is this?', 'length': 14}, {'text': 'Omg Revelstoke on the list!', 'length': 27}, {'text': '@meliis_eye how fun does this look! 😍', 'length': 37}, {'text': '@ccoorrnnn @rileyjohn.95 @perfect__balance sooooooo BC trip next szn orrrr...???!!! 😍', 'length': 85}, {'text': '@tegatroniks', 'length': 12}, {'text': '@lucaarchi @max_cornelio bruh imagine this', 'length': 42}, {'text': '@__ben.scott__ @kootzmann @_rachaelshaw this is ridiculous', 'length': 58}, {'text': '@tiglehart @mikey_veez @kdunford3 @_markness', 'length': 44}, {'text': 'Calling for next season @b.jones.56 @j_benn18 @joynesy96', 'length': 56}, {'text': '@alexfraige next heli drop?!', 'length': 28}, {'text': '@kpxfitness let’s go!', 'length': 21}, {'text': 'Made me think of you @aberrybumm', 'length': 32}, {'text': '@derouxdesign @ash_shmeow_', 'length': 26}, {'text': '@goalenia', 'length': 9}, {'text': '@4nnetheriault', 'length': 14}, {'text': '@8purnima6', 'length': 10}, {'text': '@wiffy44', 'length': 8}, {'text': '@heyjuliagirouard', 'length': 17}, {'text': '@thierry_stumplondon', 'length': 20}, {'text': '@rod11brown', 'length': 11}, {'text': '@mathieu_morissette 😍', 'length': 21}, {'text': '@douglas_currie & @iamwillgunn , amazing 🙌🏻', 'length': 43}, {'text': '@vaffagundes', 'length': 12}, {'text': '@felixstpierre_ shessh', 'length': 22}, {'text': 'Where is it?', 'length': 12}, {'text': '😍😍😍 That’s wild', 'length': 15}, {'text': '@themountainsareglowing_imustgo ummmm wut', 'length': 41}, {'text': '@danhi11 @chris92jones fancy it?', 'length': 32}, {'text': '@miremichelmichel @brentmcmusic @nateflaim', 'length': 42}, {'text': '@pierre_neg repartager de la bonne poudreuse ensemble,  et avec une vue pareille.. 🕺❤❤', 'length': 86}, {'text': '@marcpsan', 'length': 9}, {'text': '@roland.liechti 😍😍😍', 'length': 19}, {'text': '@reidsaunders is it like this ?', 'length': 31}, {'text': '@elmaddidor @josephpaul3', 'length': 24}, {'text': '@guillaumelarochelle', 'length': 20}, {'text': '@tommikmakinen 😮', 'length': 16}, {'text': '@tonyb_90', 'length': 9}, {'text': '@raphatello c’est beauuu sa :)', 'length': 30}, {'text': 'Is that background for real?', 'length': 28}, {'text': '@rick_chavira 😍😮', 'length': 16}, {'text': '@sebhamp 😍', 'length': 10}, {'text': '@allian64 🔥🙌', 'length': 12}]"
When your goal,<Post CcOOXuGuK6M>,4714,27,[],11/04/22,"When your goal is to raise children in wild places, it helps if you’re flexible. ""Soon after we decided to start a family together, everyone told me and my husband, James, that our life—or at least our way of life—was over. When we got pregnant, James became intense and serious. It was not because we were about to be parents. He stared at me with a wide-eyed look and made me promise that we wouldn’t stop traveling. I agreed. To keep exploring is what I wanted, too."" 

Read the story through the link in bio @patagoniakids. 

Photos: Somira Sao / @somirasao",561,"[{'text': 'I love being able to take our kids traveling both locally and o/s.....see the world with fresh eyes and watch them learn and grow and explore this amazing planet and beautiful people in it too!', 'length': 193}, {'text': 'Awesome story! Inspiring! Thank you!', 'length': 36}, {'text': 'This is so inspiring! 😍', 'length': 23}, {'text': 'greatest adventure ever!!', 'length': 25}, {'text': 'Love rich folks wasting their time and posting about it on social media who cares 😢', 'length': 83}, {'text': '💕', 'length': 1}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Life goals', 'length': 10}, {'text': 'This is amazing!! So inspiring 😇🥰', 'length': 33}, {'text': 'What a story!', 'length': 13}, {'text': 'I have 4 of your jackets. Why are you being so extra?', 'length': 53}, {'text': 'Mi dios!!! Felicidadessaaaas 😍🙌❤️👏', 'length': 34}, {'text': 'This is so cool. Perhaps you and your children could write a book through our free “write a book to change the world” program kicking off in 2 weeks at upschool.co/write-a-book ✌️✨ we have lots of homeschooling families registered. It’s completely free btw x', 'length': 258}, {'text': '🙌🏽❤️🙌🏽', 'length': 6}, {'text': '🙌❤️', 'length': 3}, {'text': '👏🙌😍', 'length': 3}, {'text': '💪', 'length': 1}, {'text': 'Best sailing family! ❤️ @somirasao @burwickjames', 'length': 48}, {'text': '@dan_lamanna', 'length': 12}, {'text': 'Bowdoin 99 @bowdoinsailing', 'length': 26}, {'text': '@jimmyholmolsen', 'length': 15}, {'text': '@riley.whitelum', 'length': 15}]"
Any takers? ⁠,<Post CcBwld7LmT6>,15042,74,[],06/04/22,"Any takers? ⁠
Photo: @almackinnon",33,"[{'text': 'Stunning😍', 'length': 9}, {'text': '😍😍😍', 'length': 3}, {'text': 'Care more about a trademark than anything else', 'length': 46}, {'text': 'I’ll take a hike along the ridge😂', 'length': 33}, {'text': 'Yo how do you get the Patagonia chef apron you made for chef Ben Shewry?', 'length': 72}, {'text': 'Meeee', 'length': 5}, {'text': 'Great shot', 'length': 10}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': 'Looks so awesome impressive 🌊😇', 'length': 30}, {'text': 'Yes please!', 'length': 11}, {'text': '🙋🏽', 'length': 2}, {'text': 'Rip it!', 'length': 7}, {'text': '🔰', 'length': 1}, {'text': 'All day…. 🤙', 'length': 11}, {'text': 'Whoa', 'length': 4}, {'text': 'Closing out', 'length': 11}, {'text': '✋🏽', 'length': 2}, {'text': '👏👏👏', 'length': 3}, {'text': 'Is the new climbing film featuring Jumbo releasing in the States?', 'length': 65}, {'text': 'Yup 🙌', 'length': 5}, {'text': '🔥', 'length': 1}, {'text': '😍😍', 'length': 2}, {'text': '✋🏼 ✋🏼☺️', 'length': 7}, {'text': 'Sacred secrets should remain in the dark', 'length': 40}, {'text': 'Boy, you better have a rocket booster on that board! 😮', 'length': 54}, {'text': 'Yes please 👏🙌❤️', 'length': 15}, {'text': 'Its beautiful 😍', 'length': 15}, {'text': 'Stunning @patagonia', 'length': 19}, {'text': '@felixstpierre_ go?', 'length': 19}, {'text': '@steffi_lukas', 'length': 13}, {'text': '✋', 'length': 1}, {'text': 'Independence Day ""Warturtle"" version', 'length': 36}, {'text': '🙌', 'length': 1}, {'text': 'Yes please!', 'length': 11}, {'text': '😀', 'length': 1}, {'text': 'Yes please 🙋\u200d♀️', 'length': 15}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'I’m in', 'length': 6}, {'text': 'Hold my beer! 🍺 (never surfed before)', 'length': 37}, {'text': '@maxfield_', 'length': 10}, {'text': 'Hey @patagonia why are you suing a small veteran owned business when you literally profit over slave labor from overseas employees “employees” who have no representation?', 'length': 170}, {'text': '😍', 'length': 1}, {'text': '👏👏👏', 'length': 3}, {'text': 'Yes', 'length': 3}, {'text': 'Me', 'length': 2}, {'text': 'Is it true @patagonia that you support Republican campaigns who are not environmentally friendly?', 'length': 97}, {'text': 'Go right 🙌', 'length': 10}, {'text': '😍', 'length': 1}, {'text': 'god no', 'length': 6}, {'text': 'The close out on that thing 😂 good luck', 'length': 39}]"
What was true,<Post Cb7_v6IlVfu>,4457,15,['cleanclimbing'],04/04/22,"What was true in the '72 Chouinard Equipment Catalog is true now: ""We believe the only way to ensure the climbing experience for ourselves and future generations is to preserve the vertical wilderness, and the adventure inherent in the experience."" And that the only way to guarantee this adventure is to exercise restraint and take responsibility for our impact.⁠
⁠
Click the link in bio for more. ⁠
#cleanclimbing",415,"[{'text': '👏👏👏', 'length': 3}, {'text': '🙌❤️👏👏', 'length': 5}, {'text': 'Are you saying no bolts?', 'length': 24}, {'text': '👏👏👏👏🔥❤️', 'length': 7}, {'text': '🙌🔥🙌', 'length': 3}, {'text': '🙏♥️', 'length': 3}, {'text': '👏🏼👏🏼👏🏼 amazing work', 'length': 19}, {'text': 'Klimmen in natura, favoloso ! Bravissimi !! 👏👏👏🔥🔥😍', 'length': 50}, {'text': 'Love this!!', 'length': 11}, {'text': 'TE AMO🙌😍', 'length': 8}, {'text': '🙌👏🙌', 'length': 3}, {'text': 'Company values= forced slave labor. Guess you can’t virtue signal your way out of this one Lolol 😂', 'length': 98}]"
Clean climbing is,<Post Cb0cYuYASTs>,4629,21,['cleanclimbing'],01/04/22,"Clean climbing is a philosophy; one that challenges us to ask ourselves, ""What constitutes success?""⁠
⁠
Click the link in bio for more. ⁠
#cleanclimbing",152,"[{'text': '👏', 'length': 1}, {'text': 'Evening from Strasbourg...Truth our #soul needs feeding...#climbing 👣💛🏆', 'length': 71}, {'text': 'Love this!!!!👏🏼👏🏼👏🏼😍', 'length': 20}, {'text': 'No hay límites🔥🔥', 'length': 16}, {'text': 'Amazing! ❤️', 'length': 11}, {'text': 'Feed your’ souls  n bless up🙌💪', 'length': 30}, {'text': 'Dat is klimmen !!!!!!!👏👏🙌🙌🔥🔥', 'length': 28}, {'text': '❤️👏👏👏👏👏👏', 'length': 8}, {'text': '👏👏👏👏👏😍', 'length': 6}, {'text': 'Wow 🤩 👏 unbelievable ❤️', 'length': 23}, {'text': 'L’histoire de Patagonia 😍', 'length': 25}, {'text': 'YESS😍😍😍😻🧡', 'length': 9}, {'text': 'this u? @ave.rubins', 'length': 19}, {'text': '@patagonia show some love 😎❤️', 'length': 29}]"
“The fewer gadgets,<Post CbvYXM1s_p4>,4626,23,['cleanclimbing'],30/03/22,"“The fewer gadgets between the climber and the climb, the greater is the chance to attain the desired communication with oneself—and nature.” —'72 Chouinard Equipment Catalog⁠
⁠
Yes, switching from pitons to chocks in the '70s meant protecting the rock from damage, but it had other repercussions for climbing, too: clean climbing meant we could finally climb free.⁠
⁠
Click the link in bio for more. ⁠
#cleanclimbing",417,"[{'text': '👏👏👏', 'length': 3}, {'text': '👏👏👏', 'length': 3}, {'text': '❤️', 'length': 2}, {'text': 'Hiii. I miss y’all. ❤️', 'length': 22}, {'text': 'What a neat piece of history! 👏', 'length': 31}, {'text': 'This is so cool!! And amazing 👏🏼👏🏼💛', 'length': 35}, {'text': '👏👏', 'length': 2}, {'text': '👏👏👏🍀🍀🍀', 'length': 6}, {'text': 'Didn’t know Hidetaka Suzuki was a part of that catalog', 'length': 54}, {'text': 'Impresionante 😮', 'length': 15}, {'text': '👏👏👏👏👏 fantastisch 🔥😍', 'length': 20}, {'text': 'Lol like falling off and dying that’s how close you’ll get', 'length': 58}, {'text': 'Clarice?', 'length': 8}, {'text': 'clAHMin’', 'length': 8}, {'text': '🆘🇺🇦🆘🇺🇦🆘🇺🇦🆘🇺🇦🆘🇺🇦🆘', 'length': 16}, {'text': 'I like to dress up as a doctor😳😳😳💦💦👅', 'length': 36}, {'text': 'I have naughty little fingers😘😘😘💦💦😮', 'length': 35}]"
Serving up breakfast,<Post CbtHqTWufwC>,14284,29,[],29/03/22,"Serving up breakfast bugs amidst the mist.⁠
Photo: @miahwatt",60,"[{'text': 'Great picture! 👏❤️❤️', 'length': 20}, {'text': '😍😍😍', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': '😍', 'length': 1}, {'text': 'Amazing 🙌', 'length': 9}, {'text': 'Fantastic ❤️', 'length': 12}, {'text': 'Awesome👏👏👏👏🔥', 'length': 12}, {'text': 'That’s a gorgeous shot 👏', 'length': 24}, {'text': '#savesoil', 'length': 9}, {'text': 'Beautiful shot 🤠🏕', 'length': 17}, {'text': '👣💛🏆💦', 'length': 4}, {'text': 'Insane photo ❤️', 'length': 15}, {'text': 'Beautiful!!😍😍', 'length': 13}, {'text': 'Wow 😍', 'length': 5}, {'text': '😍❤️✌️', 'length': 5}, {'text': 'I agree...this picture us stunning...good job on finding the light 🔥🔥', 'length': 69}, {'text': 'Stunning!!', 'length': 10}, {'text': '👏👏👏👏🍀🍀🍀', 'length': 7}, {'text': '😍', 'length': 1}, {'text': 'Bonita foto.👌👌', 'length': 14}, {'text': '🥰', 'length': 1}, {'text': '😍', 'length': 1}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Serene✨', 'length': 7}, {'text': '👁👁', 'length': 2}, {'text': 'Patagonia I hope you have donated plenty of warm coats,gloves,hats, undergarments , etc to the women and children refugees of Ukraine 🇺🇦.', 'length': 137}]"
"A decade ago,",<Post CbqVFCgOmFy>,8983,54,[],28/03/22,"A decade ago, sisters Sonya and Nina Montenegro (@thefarwoods) became aware of the dark side of fashion—how the majority of our clothes have come at the cost of slave labor, pollution, suffering and waste. They saw mending as one response—an act of healing, acknowledging and honoring the labor and resources that went into making the garment. In 2016, the sisters launched The Far Woods to share mending tutorials far and wide. And, in 2020, they wrote and illustrated Mending Life: A Handbook for Repairing Clothes and Hearts.⁠
⁠
Read the story through the link in bio.⁠
Photo: Corrinne Theodoru / @corrinnetheo",613,"[{'text': ""Hi Joshua, we do have summer internships for college students, and we're always looking for motivated people to join us. We’re especially interested if you share our love of the outdoors, our passion for quality, and our desire to make a difference. We encourage you to check out our Patagonia Careers page. There you'll find up-to-date listings for internships that may interest you."", 'length': 384}, {'text': 'This is awesome, thanks for the share!', 'length': 38}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'That’s fantastic, what a brilliant idea and great thing to do 👏', 'length': 63}, {'text': '❤️❤️👏👏👏', 'length': 7}, {'text': '❤️', 'length': 2}, {'text': 'Great handcrafting 👏👏👏', 'length': 22}, {'text': 'Great design on the repair.', 'length': 27}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '😍', 'length': 1}, {'text': '#savesoil', 'length': 9}, {'text': '👏👏👏', 'length': 3}, {'text': 'This is amazing!!👏🏼💛💛 thank you for sharing their brand 😇', 'length': 57}, {'text': ""It's a beautiful book and a wonderful story."", 'length': 44}, {'text': '@thefarwoods 🙌❤️🙌', 'length': 17}, {'text': 'We need to add that book to our book shelf! Less fashion waste and more ethical clothing!', 'length': 89}, {'text': 'So cool, love this book!! 💕', 'length': 27}, {'text': '素敵👏👏👏', 'length': 5}, {'text': '💙', 'length': 1}, {'text': '👏🏻👏🏻👏🏻👏🏻', 'length': 8}, {'text': 'Sashiko', 'length': 7}, {'text': '❤️', 'length': 2}, {'text': 'Merciii. Grace a de telle prise de consciences on avance 🙏🙏🙏🙏', 'length': 61}, {'text': 'So encouraging and hopeful. Thanks for making a difference in our world!', 'length': 72}, {'text': 'Oooh. Added this to my wish list. Would love to learn how to mend more. Thanks for the Rec.', 'length': 91}, {'text': '🔥🔥🙌❤️❤️❤️', 'length': 9}, {'text': '❤️', 'length': 2}, {'text': '👏👏👏❤️', 'length': 5}, {'text': '👌🏼✨', 'length': 3}, {'text': '@mxkeeling look!!😍👏', 'length': 19}, {'text': 'Beautiful! ❤️', 'length': 13}, {'text': 'This used to be common practice in the old days. Keep up the good work!', 'length': 71}, {'text': '@rozandhermen', 'length': 13}, {'text': 'yes!!! love to see this feature', 'length': 31}, {'text': '@tesswaechter!', 'length': 14}, {'text': '@rosie_maw @anniescountryquiltstore', 'length': 35}, {'text': '@martinalee13!', 'length': 14}, {'text': 'According to the Ellen Mcarthur foundation, half of the clothing produced for fashion fashion are thrown out in under a year', 'length': 124}, {'text': '❤️', 'length': 2}, {'text': '85% of PCTW lands in landfills and can take up to 200 years to decompose…. leaching toxic chemicals into soil and groundwater and producing greenhouse gases. People need to stop the blind consumerism.\n🌏 🌱', 'length': 204}, {'text': '@sima_zemkova', 'length': 13}, {'text': ""Please consider moving your factories out of China \n\nNBC News\nChina is hunting down Uyghurs around the world with help from some surprising countries\nAnna Schecter\nMon, April 25, 2022, 4:32 AM\nThe Chinese government is not only mistreating Uyghurs within China's borders, it is hunting them down abroad — with help from countries like Saudi Arabia, Egypt and the United Arab Emirates — to clamp down on criticism of Beijing’s repression of Muslim minorities.\n\nThe scale of the Chinese Ministry of State Security’s efforts to harass, detain and extradite Uyghurs from around the world, and the cooperation it is getting from governments in the Middle East and North Africa, is described in unprecedented detail in a new report, “Great Wall of Steel,” by the Woodrow Wilson Center’s Kissinger Institute on China and the United States.\n\nMore than 5,500 Uyghurs outside of China have been targeted by Beijing, hit with cyberattacks and threats to family members who remain in China, and more than 1,500 Uyghurs have been detained or forced to return to China to face imprisonment and torture in police custody, according to the report."", 'length': 1131}, {'text': 'You wanna rebel? Grow your own food. Hunt and fish for your meat. Show the government they’re not needed. That’s true rebellion.', 'length': 128}]"
“We need women,<Post CbgKDfYLiBk>,4345,42,[],24/03/22,"“We need women who are the professionals, who are the experts, who are then passing on that knowledge to other women. That’s where I see this going.”—Jenna Pollard. Women make up less than five percent of US carpenters by trade. By sharing her skills with a group of women apprentices, timber framer Jenna Pollard is changing the narrative—one dovetail joint at a time.⁠
⁠
Watch “Reframed” through the link in bio.",414,"[{'text': ""Would of thought the added security gate around patagoochie corporate would of been something more creative than classic rod iron . Go back to roots Patagonia y'all just corporate now #madeinchina"", 'length': 196}, {'text': 'Amazing', 'length': 7}, {'text': 'Thanks for giving back', 'length': 22}, {'text': 'Awesome', 'length': 7}, {'text': '❤️', 'length': 2}, {'text': 'Love this!', 'length': 10}, {'text': 'Loveeee this!!!👏🏼👏🏼👏🏼💛', 'length': 22}, {'text': '🔥🙌', 'length': 2}, {'text': '❤️', 'length': 2}, {'text': '🔥🔥', 'length': 2}, {'text': '❤️', 'length': 2}, {'text': '❤️', 'length': 2}, {'text': 'Infinite game… love you guys', 'length': 28}, {'text': 'super', 'length': 5}, {'text': '❤️', 'length': 2}, {'text': '❤️Women Are so powerful 💥', 'length': 25}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Lia Thomas is the most powerful women ever!!!!🙌', 'length': 47}, {'text': ""I don't know where to find the bio?"", 'length': 35}, {'text': '👏👏👏', 'length': 3}, {'text': ""How i connect with these women? I'm also a carpenter."", 'length': 53}, {'text': 'Looks super interesting 👏beautifully shot 🔥', 'length': 43}, {'text': '🪚🪵👩\u200d🔧', 'length': 5}, {'text': 'According to the Ellen Mcarthur foundation, half of the clothing produced for fashion fashion are thrown out in under a year', 'length': 124}, {'text': 'Something about this legendary man ❤️👅👅', 'length': 39}, {'text': 'Wheres the link?', 'length': 16}, {'text': 'Does this include trans women or are you gate keeping for cis women', 'length': 67}, {'text': '@dibellagerman', 'length': 14}, {'text': '@amberjohnstonegygi', 'length': 19}, {'text': '@patagonia welcome back to SLC lol. I remember when your group threatened the state by leaving, saying it would cripple our economy 😂😂😂😂 how did that work out for ya?', 'length': 166}, {'text': 'pants', 'length': 5}, {'text': 'One of the decisions I have made this year as a satisfied client is by joining @btcbrianna__elite and her team in learning how to earn from my comfort zone. She is definitely an eye opener and I am grateful for your service @btcbrianna__elite', 'length': 242}]"
Like an oil,<Post CbdeANquupA>,17858,58,[],23/03/22,"Like an oil painting, but real.⁠
📸: @almackinnon",48,"[{'text': 'So glad summer is almost here ☀️', 'length': 32}, {'text': 'Wow! Amazing! 😮👏', 'length': 16}, {'text': 'Mesmerising 💚\U0001faac', 'length': 14}, {'text': '😍Gorgeous!..btw oil paintings are real, just sayin’ c;', 'length': 54}, {'text': 'Wow, amazing color', 'length': 18}, {'text': '👏👏👏👏', 'length': 4}, {'text': '😍😍 beautiful', 'length': 12}, {'text': 'Amazing!🔥🔥🔥', 'length': 11}, {'text': '😍', 'length': 1}, {'text': 'Big', 'length': 3}, {'text': 'Gorgeous', 'length': 8}, {'text': 'Beautiful 🌊🌊🌊', 'length': 13}, {'text': 'Amazing photo, amazing company 👏', 'length': 32}, {'text': '💥🔥🤘 🕊', 'length': 5}, {'text': '🔥😍', 'length': 2}, {'text': 'Groovin’ in the green room.', 'length': 27}, {'text': '💣💣💣', 'length': 3}, {'text': '😮', 'length': 1}, {'text': '😍😍😍', 'length': 3}, {'text': '😍😳😱✌️', 'length': 5}, {'text': 'Dang!', 'length': 5}, {'text': 'Beautiful', 'length': 9}, {'text': 'ate there many oil paintings of surfers? 😉', 'length': 42}, {'text': 'Wow 🙌', 'length': 5}, {'text': '😮 Amazing', 'length': 9}, {'text': 'Wow that’s amazing wow', 'length': 22}, {'text': '@stefano.bigio a sgarganauz!!! Ci vedrei bene tu e il boss sulla tavola😂😎', 'length': 73}, {'text': '@riverlake_ocean_productions_  check check this guy out!', 'length': 56}, {'text': '@elijah_dj @elliottdwyer @____lwafey 😍😍😍', 'length': 40}, {'text': '👏👏👏 yeah, like that... @trevor_humphres 👌', 'length': 41}, {'text': 'Beautiful!!😍😍', 'length': 13}, {'text': '😍😍', 'length': 2}, {'text': '🙌', 'length': 1}, {'text': 'Wow🙌', 'length': 4}, {'text': 'Woww', 'length': 4}, {'text': 'Incredible', 'length': 10}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': '😍', 'length': 1}, {'text': '👏👏👏', 'length': 3}, {'text': 'Butter  for~~~~', 'length': 15}, {'text': 'Send it! 🙌', 'length': 10}, {'text': '🏄', 'length': 1}, {'text': 'Bonita fotografía.', 'length': 18}, {'text': '@jonnycakes7 🤙🏽', 'length': 15}, {'text': 'Oil painting s aren’t environmentally friendly', 'length': 46}, {'text': 'Hii', 'length': 3}, {'text': '🙌', 'length': 1}, {'text': 'Bam.', 'length': 4}, {'text': '@vincent_van_dross', 'length': 18}]"
