,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Introducing our Maple,<Post CcZ2XNHjc3z>,658,3,"['evian', 'evianwater', 'maplestory', 'evianxmaplestory', 'giveaway']",16/04/22,"Introducing our Maple Story friends @pink_pinkbean, Yeti and Slime all accompanied with evian to have a pure, hydrating fun time! Watch this space for a special surprise happening tomorrow on this account!⁣
⁣
#evian #evianwater #maplestory #evianxmaplestory #giveaway⁣",268,"[{'text': 'Thank you for providing great water! 🙌', 'length': 38}, {'text': 'How much', 'length': 8}, {'text': 'Surtout merci beaucoup à @lifeatdanone', 'length': 38}]"
Time to get,<Post CcXN_hDDY6_>,255,5,"['evian', 'maplestory', 'evianxmaplestory']",15/04/22,"Time to get excited gamers! We are partnering with MapleStory and @pink_pinkbean for a special collaboration in South Korea to keep you hydrated whenever you are playing MapleStory. ⁣
⁣
And we’ve cooked you a little surprise… stay tuned! ⁣
⁣
#evian #maplestory #evianxmaplestory⁣",279,"[{'text': 'Totally Awesome❤️🔥❤️🔥❤️🔥', 'length': 24}, {'text': '❤️❤️🔥', 'length': 5}, {'text': 'so cute👏👏👏👏👏', 'length': 12}, {'text': 'making all the right moves for the future', 'length': 41}, {'text': 'H2O is the aim and hydration is the game! Remember to drink some water.', 'length': 71}]"
We were so,<Post CcVPlsmqJ8W>,245,2,"['fsf', 'evian', 'evian', 'fashionscholarshipfund', 'virgilabloh', 'evianxvirgilabloh']",14/04/22,"We were so humbled to be a part of the @fashionscholarshipfund 85th Annual Gala held in New York this week. 

An evening of creativity and community, to celebrate the 2022 class #FSF scholars and the incredible legacy and impact of @virgilabloh, close collaborator of our #evian family. 

We can’t wait to continue our relationship with Virgil’s scholars, keeping his legacy alive.

#evian #fashionscholarshipfund #virgilabloh #evianxvirgilabloh",445,"[{'text': '❤️❤️❤️❤️❤️', 'length': 10}, {'text': '🕯🤍', 'length': 2}]"
Home sweet home,<Post CcNH8XyqwRm>,543,8,"['eviancrates', 'eviancrates', 'evian', 'evianwater', 'homedecor', 'eviancrates']",11/04/22,"Home sweet home by @carolineszpira ❤️
We love to see our #eviancrates as a home decor icon, don’t forget to add #eviancrates when sharing yours!

#evian #evianwater #homedecor #eviancrates",188,"[{'text': '😍😍😍', 'length': 3}, {'text': 'Whhhh❤️❤️', 'length': 9}, {'text': 'i collect vinyl. i need some of these crates bad!', 'length': 49}, {'text': 'So cool 🙌', 'length': 9}, {'text': 'So cool 🙌', 'length': 9}, {'text': 'Nice 🙌🙌👏', 'length': 8}, {'text': 'WHERE DO I GET THESE CRATES? 😍', 'length': 30}, {'text': 'How do I get one?', 'length': 17}]"
And that’s a,<Post Cb9gUSRqyoE>,407,11,"['evianxsarashakeel', 'eviannft', 'nft', 'evianwater', 'tezos', 'nft']",05/04/22,"And that’s a wrap 👏 our #evianxsarashakeel NFT are sold out. 

Continuing on from our sparkling pop-up ✨ we were thrilled to work with @SaraShakeel to create our NFT 💧🌄 with 100% of proceeds to be donated to the Somerset House, helping to provide aspiring artists with workspaces in London. 
 
”It is such a joy to bring the spirit of evian’s alpine heritage into this digital universe whilst also supporting the creativity and innovation of aspiring digital artists”. - @SaraShakeel

#evianNFT #NFT #evianwater @tezos.info #tezos #nft @renaissancenft",551,"[{'text': 'Dm on🔥 👉🏻 @NFTBOOSTS', 'length': 20}, {'text': 'promote it on @NFT_GETAWAY', 'length': 26}, {'text': 'Ohmygod😮😮😮', 'length': 10}, {'text': '❤️❤️❤️it was an absolute pleasure 🙌', 'length': 35}, {'text': '#bucha 🌻 STOP BUSINESS IN RUSSIA. BLOOD BUSINESS ‼️‼️🤕☠️', 'length': 56}, {'text': 'Hi', 'length': 2}, {'text': 'How are you', 'length': 11}, {'text': 'Hello there.  I have a very important suggestion for you.  please help me.  can you help me', 'length': 91}, {'text': 'Please', 'length': 6}, {'text': 'STOP TRADING TO RUSSIA, MURDER 🇺🇦🇺🇦🇺🇦', 'length': 37}]"
Our #NFT created,<Post Cb7824PuO0o>,359,16,"['nft', 'frenchalps', 'eviannft', 'sarashakeel', 'evianxsarashakeel', 'tezos']",04/04/22,"Our #NFT created in collaboration with @SaraShakeel has just dropped 💧 ⁣
⁣
Click the link in bio now and immerse yourself in a unique art experience at the foot of our digital #frenchalps, where you can view and purchase our 20 limited edition sparkling masterpieces ✨⁣
⁣
#evianNFT #sarashakeel #evianxsarashakeel #tezos @renaissancenft",336,"[{'text': '🔥🔥', 'length': 2}, {'text': 'Fascinating💙‿️💜', 'length': 15}, {'text': 'Irvin’s is impressed with these but yet when I asked if they have coupons to help me save as I was buying cases to deliver to the homeless. No one answered me even after writing 10 times and text messaging too.  Soo sad:((( 😞', 'length': 225}, {'text': '💫✨', 'length': 2}, {'text': 'STOP TRADING TO RUSSIA, MURDER 🇺🇦🇺🇦🇺🇦', 'length': 37}, {'text': 'Promote it on @nft.foundation_', 'length': 30}, {'text': '@adhrahnuraza', 'length': 13}, {'text': 'Send pic to @the.arts.world._', 'length': 29}, {'text': 'Promote it on @nft__forever', 'length': 27}, {'text': 'Dm it on ❤\u200d🔥@_blooming_nft 5m', 'length': 29}, {'text': 'Dm it on💜@_blooming_nft 5m', 'length': 26}, {'text': 'Promote it on @nft__forever', 'length': 27}, {'text': 'Love it dm  @nft__launch', 'length': 24}, {'text': 'Dm on🔥👉🏻 @NFTBOOSTS', 'length': 19}]"
Our dazzling #NFT,<Post Cb7X56_qcJT>,288,6,"['nft', 'tezos', 'eviannft', 'sarashakeel', 'nft', 'evianxsarashakeel', 'evianwater', 'tezos', 'digitalart']",04/04/22,"Our dazzling #NFT is dropping today! 💧✨
 
Celebrating our iconic heritage from the glacial rocks in the French Alps, @Sarashakeel digital artwork will be unveiled via our immersive digital gallery experience later today. 
 
NFTs (Non-Fungible Tokens) allow art buyers to certify art as authentic ✅ Using an energy-efficient blockchain #Tezos, each of our NFTs has a smaller carbon footprint than an email. 
 
Get ready for the drop 👉 Link in bio
  
#evianNFT #sarashakeel #NFT #evianxsarashakeel #evianwater #tezos #digitalart @renaissancenft",542,"[{'text': 'Wow 😲🤩', 'length': 6}, {'text': 'So cool 🙌', 'length': 9}, {'text': '#tezos', 'length': 6}, {'text': '🙌🏾🙌🏾🙌🏾', 'length': 6}, {'text': 'Mamamia CONGRATULATIONS MY LOVE @sarashakeel 😍🙌❤️ so exciting and beautiful 🤩', 'length': 77}, {'text': '@wesleyluuu', 'length': 11}]"
The secret to,<Post Cb0hdM8lekL>,1101,19,"['aprilfoolsday', 'evianperfume', 'april1st', 'aprilfoolsday', 'evianwater', 'eaudevian']",01/04/22,"The secret to eau d’evian? It’s 100% pure evian mineral water hand bottled once a year on the first morning of April on #Aprilfoolsday 😉💧 So, if you want to experience the sensations of the French alps, try drinking it from a bottle of evian 💧

#evianperfume #april1st #Aprilfoolsday #evianwater #eaudevian",306,"[{'text': '❤️', 'length': 2}, {'text': 'Je ad❤️re', 'length': 9}, {'text': '❤️', 'length': 2}, {'text': 'When it will launch at Malaysia', 'length': 31}, {'text': '😄✨', 'length': 2}, {'text': '😲😲😲 unexpected!! 💕', 'length': 18}, {'text': 'Haha! This is good 😂 #eaudeevian', 'length': 32}, {'text': '😂😂', 'length': 2}, {'text': 'Lol. I want that perfume  bottle tho😍😍😍🥰', 'length': 40}, {'text': 'Nicely played, you guys! lol😂', 'length': 29}, {'text': 'The best water 💦 ever ❤️', 'length': 24}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'No y’all need to make the perfume', 'length': 33}, {'text': '이거 어디서 파나요', 'length': 10}, {'text': 'Stop finance the war of aggressor - stop your business in Russia!!', 'length': 66}, {'text': 'So that’s why Evian tastes so bad. Y’all put perfume in it', 'length': 58}, {'text': '😍😍😍😍😍😍 @evianwater .', 'length': 20}]"
"Pure, crisp and",<Post CbzGR9pqJbg>,1789,71,"['evianperfume', 'evianwater', 'eaudevian', 'april1st']",01/04/22,"Pure, crisp and true 🗻 Introducing eau d’evian💧 an odourless fragrance changing the world of perfume 😇

#evianperfume #evianwater #eaudevian #april1st",150,"[{'text': 'hahahaha - best fragrance ever!! Happy 1st of April to you too!!', 'length': 64}, {'text': 'I meeeaannnn…. It’s not a bad idea guys 👀🤌🏾. Let’s revisit this after today!!', 'length': 77}, {'text': 'okay but I would have bought this', 'length': 33}, {'text': 'Please make this for real', 'length': 25}, {'text': 'the new glossier you? I think so!', 'length': 33}, {'text': ""if this is an april's fool I'll be sad but not surprised 😩"", 'length': 58}, {'text': '✨🥰', 'length': 2}, {'text': '😂', 'length': 1}, {'text': 'I would have bought it!! Sucker for great marketing', 'length': 51}, {'text': 'I want it!!!!', 'length': 13}, {'text': 'An odourless fragrance… 😂', 'length': 25}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '😂😂😂', 'length': 3}, {'text': 'Poisson d’avril ❤️', 'length': 18}, {'text': ""Can't wait ... 😂😂😂"", 'length': 18}, {'text': 'Aww April fools 😘', 'length': 17}, {'text': '😂', 'length': 1}, {'text': 'Co＠o＠l👍', 'length': 7}, {'text': '😮😍', 'length': 2}, {'text': 'nice try guys 😬😂', 'length': 16}, {'text': 'I bet it makes you feel like fresh air in the French Alps!!!!', 'length': 61}, {'text': 'Super!!!💖', 'length': 9}, {'text': 'Un poisson d avril', 'length': 18}, {'text': 'Y’all playing or what??? Cause I WOULD LIKE TO SMELL LIKE EVIAN', 'length': 63}, {'text': 'I want this bottle', 'length': 18}, {'text': 'So cool!!!!', 'length': 11}, {'text': '👏👏', 'length': 2}, {'text': '@gillian_pryor is this for real??? We have to try! 😍', 'length': 52}, {'text': '@evianwater please do produce it 😂🙏🏼', 'length': 36}, {'text': '@evianwater 😍😍 I hope this not April fools 🤔🤔???', 'length': 48}, {'text': '😍😍', 'length': 2}, {'text': 'Oh my goodness when am I getting this! 🔥❤️', 'length': 42}, {'text': 'I would buy!', 'length': 12}, {'text': 'Do you have a men’s version?', 'length': 28}, {'text': 'Is this for real!! I would be first to buy it!! ❤️❤️❤️❤️❤️', 'length': 58}, {'text': '😱😍 Ohlala can’t wait!!!', 'length': 23}, {'text': '@elle2124 🐰🐰', 'length': 12}, {'text': 'We’re am bay this ? Am in london', 'length': 32}, {'text': '😂😂', 'length': 2}, {'text': 'Brilliant piece of creative thought', 'length': 35}, {'text': '🤍🤍🤍', 'length': 3}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '😂 🐟', 'length': 3}, {'text': 'Omg @big_balloon this is 🔥', 'length': 26}, {'text': 'A need', 'length': 6}, {'text': '🔥❤️❤️🔥', 'length': 6}, {'text': 'this is definitely april fools', 'length': 30}, {'text': '🤣🤣🤣', 'length': 3}, {'text': '🤣🤩', 'length': 2}, {'text': 'Lol already thought this.. would definitely  be a fresh scent😉🤗', 'length': 63}]"
Tip of the,<Post CbrqBI0M8Kt>,506,14,"['evian', 'evianwater', 'eviandrinktrue', 'tipoftheday', 'hydrationtip', 'selfcare']",29/03/22,"Tip of the day: in a busy week, remember to take some breaks, take a deep breath and hydrate 💧 Did you know that staying hydrated makes you feel more alert and more active? ⁣
⁣
#evian #evianwater #eviandrinktrue #tipoftheday #hydrationtip #selfcare",248,"[{'text': 'I have better one', 'length': 17}, {'text': 'Check my story', 'length': 14}, {'text': 'COO━━━━━━━━L:)', 'length': 14}, {'text': 'Omg i love you Evian water', 'length': 26}, {'text': 'Great tip, Co-sign! 🙌☑️', 'length': 23}, {'text': '💦💦💦❤️', 'length': 5}, {'text': 'Stop ✋ supporting russian war 🩸🩸🩸🩸🩸🩸☠️☠️☠️☠️ STOP PAYING TAXES IN russia☠️☠️☠️☠️\nSTOP SUPPORTING GENOCIDE OF UKRAINIAN POPULATION 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 #prayforukraine #nowarinukraine #stopbusinessinrussia #stopputin #stoprussianaggression', 'length': 232}, {'text': 'Nigga fuck your brand your momma and gas prices 😂🤣🤙🏽🇨🇳', 'length': 54}, {'text': '@lreserve_peru', 'length': 14}, {'text': 'Love it 💌 DM @thewomenstrong__', 'length': 30}, {'text': 'Love it 💌 DM @thewomenstrong__', 'length': 30}]"
Swipe to switch,<Post Cbk-JeMLVD_>,544,8,"['earthhour', 'evian', 'evianwater', 'eviandrinktrue']",26/03/22,"Swipe to switch off tonight at 8.30PM to support the health of our planet. Are you in? 🌎 ​

#earthhour #evian #evianwater #eviandrinktrue",137,"[{'text': 'now i want a lamppppp like that', 'length': 31}, {'text': 'Yass🙌🙌🙌', 'length': 7}, {'text': 'Are you bloody business? #stopwar #boycottrussia #standwithukraine 🇺🇦🇺🇦🇺🇦', 'length': 73}, {'text': 'Stop business in russia! You support genocide of Ukrainian people!', 'length': 66}, {'text': 'Stop support war against Ukraine', 'length': 32}, {'text': ""Good afternoon, I'm from Ukraine! Russia attacked my country. As long as you continue to work with Russia, you support the killing of people and the destruction of our homes in Ukraine. Moreover, 71% of Russians support Putin and his disgusting actions! Please support Ukrainians, stop the bloody business. We just want to live🥺🇺🇦"", 'length': 330}, {'text': 'Stop Evian in my house. STOP business in Russia!!!!!', 'length': 52}, {'text': 'Stop ✋ supporting russian war 🩸🩸🩸🩸🩸🩸☠️☠️☠️☠️ STOP PAYING TAXES IN russia☠️☠️☠️☠️\nSTOP SUPPORTING GENOCIDE OF UKRAINIAN POPULATION 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 #prayforukraine #nowarinukraine #stopbusinessinrussia #stopputin #stoprussianaggression', 'length': 232}]"
"Celebrating #WorldWaterDay today,",<Post CbZ-S4WqmAx>,371,58,"['worldwaterday', 'worldwaterday', 'evianwater', 'evian', 'evianwater', 'eviandrinktrue', 'worldwaterday2022']",22/03/22,"Celebrating #WorldWaterDay today, a day created to raise awareness on how important water is 💦
For 30 years, we’ve been in partnership with the local community to continue to recognise the importance of this natural resource so water can be enjoyed not only today, #WorldWaterDay, but always.

Check the link in bio to learn more on #evianwater and our actions to protect it.
#evian #evianwater #eviandrinktrue #worldwaterday2022",429,"[{'text': 'STOP DOING BUSINESS IN RUSSIAN ANS SUPPORTING THE GENOCIDE IN UKRAINE!!! 🇺🇦🇺🇦❤️', 'length': 79}, {'text': 'Stop working in Russia !', 'length': 24}, {'text': 'Support Ukraine!!!!!🇺🇦🇺🇦🇺🇦🇺🇦', 'length': 28}, {'text': 'Stop war! ❤️🇺🇦', 'length': 14}, {'text': 'Support Ukraine!!!!🇺🇦🇺🇦🇺🇦🇺🇦', 'length': 27}, {'text': 'Stop sponsoring war in Ukraine! #banrussia', 'length': 42}, {'text': 'Co＠o＠l👍', 'length': 7}, {'text': 'More than 100 children are already die during russian invasion in my land! We all need stop it now!', 'length': 99}, {'text': 'Plus jamais d’evian pour moi 🇺🇦', 'length': 31}, {'text': 'The best Water❤️', 'length': 16}, {'text': 'Stop support russian war!! #cancellevian #stoprussianaggression', 'length': 63}, {'text': 'Don’t support the war !', 'length': 23}, {'text': 'Stop supporting russia!', 'length': 23}, {'text': '#StoprussianAggression #StopWar #stopsupportingrussia', 'length': 53}, {'text': 'Stop doing business in russia!!!😠😡', 'length': 34}, {'text': ""Stop selling in Russia! Don't support Putin's bloody regime!"", 'length': 60}, {'text': '#banrussia', 'length': 10}, {'text': 'Stop support war against Ukraine', 'length': 32}, {'text': 'BoycottRussia!', 'length': 14}, {'text': 'Evian as a brand of Danone are still present in Russia, paying taxes and this sponsoring the Russian war machine in Ukraine. This is disgrace!', 'length': 142}, {'text': 'Stop funding the war! Stop business in Russia! 🇺🇦🇺🇦🇺🇦', 'length': 53}, {'text': '#evian = #danone = #putin', 'length': 25}, {'text': 'Evian support russian aggression 🤬', 'length': 34}, {'text': 'SPONSOR OF THE WAR....EVIAN 🥺☠️😭🥺😭☠️❣️STOP SUPPORTING russia', 'length': 60}, {'text': 'Didn’t even know that day existed', 'length': 33}, {'text': 'Stop operating in Russia @evianwater', 'length': 36}, {'text': '@evianwater profits from war in Ukraine 🇺🇦', 'length': 42}, {'text': ""@evianwater money don't smell, huh?"", 'length': 35}, {'text': ""meowmeow @may4mii chèrie boire boire boire l'eau evian bien! love mumz 🌊"", 'length': 72}, {'text': '@evianwater  WAR SPONSOR', 'length': 24}, {'text': 'Stop business in Russia! Stop sponsoring the war! Support Ukraine! 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦', 'length': 77}, {'text': 'Stop selling evian water in russia!! You support war in Ukraine! Are you a killer like putin is?', 'length': 96}, {'text': '#boycottrussia', 'length': 14}, {'text': '@evianwater stop your business in russia and stop paying taxes to their dirty government!! STOP SUPPORTING WAR❗ #BoycottRussia #StandWithUkraine', 'length': 144}, {'text': 'You should raise awareness on how important human life is by stopping funding russian army!!!It You are such a disappointment @evianwater 👎🏽👎🏽👎🏽👎🏽👎🏽😡', 'length': 149}, {'text': 'STOP TRADING TO RUSSIA, MURDER 🇺🇦🇺🇦🇺🇦', 'length': 37}, {'text': 'STOP TRADING TO RUSSIA, MURDER 🇺🇦🇺🇦🇺🇦', 'length': 37}, {'text': 'Stop supporting russian terrorists and sponsor the massacre of Ukrainian children!!! #boycottrussia', 'length': 99}, {'text': 'How do u sleep at night knowing u fund the war and kill innocent people? I hope u burn in hell. Leave russia!!!', 'length': 111}]"
No matter the,<Post CbUvLJMF-u_>,469,24,"['evian', 'evianwater', 'spring', 'weekendmood']",20/03/22,"No matter the weather, we are with you through every season. Bring on spring! 🌸🌼🌤💧
 
#evian #evianwater #spring #weekendmood",124,"[{'text': 'I love this water💧', 'length': 18}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Agua 💧 💧 💧 💧 agua', 'length': 17}, {'text': '😍😍😍😍😍😍', 'length': 6}, {'text': '🙌', 'length': 1}, {'text': '🇺🇦🇺🇦🇺🇦🇺🇦', 'length': 8}, {'text': 'Stop doing business in russia!!!😠😡', 'length': 34}, {'text': 'Yass please🥰 (although  hay-fever  can stay away😅) happy Sunday!!❤️', 'length': 67}, {'text': 'Stop sponsoring the war!!! Stop business in Russia!! 🇺🇦🇺🇦🇺🇦', 'length': 59}, {'text': 'Where can I find the glass bottles of evian?', 'length': 44}, {'text': 'Stop selling evian water in russia!! You support war in Ukraine! Are you a killer like putin is?', 'length': 96}, {'text': 'Stop trading in Russia! Do the right thing. Lives > Profits #standwithukraine 🇺🇦', 'length': 80}, {'text': 'STOP TRADING TO RUSSIA, MURDER 🇺🇦🇺🇦🇺🇦', 'length': 37}, {'text': 'Evian = Danone = WAR = Fuck you Danone!', 'length': 39}, {'text': '💦💦💦💦💦💦💦', 'length': 7}, {'text': '@may4mii drinking water dear! 🌊', 'length': 31}, {'text': '@evianwater profits from war in Ukraine 🇺🇦', 'length': 42}, {'text': 'Hi @evianwater \n@raphael_tan_84 literally lives on your water no matter the weather. Please reach out to him, he’s always been a fan of the water. Thanks and big love to the team 🙏🏼', 'length': 181}, {'text': '#StandWithUkraine  #BoycottRussia STOP work with russia @evianwater ❗❗', 'length': 70}]"
Minimal and sustainable,<Post CbNoHZ8qFBQ>,2558,63,"['evian', 'evianrenew', 'innovation', 'sustainability']",17/03/22,"Minimal and sustainable daily hydration made possible by (re)new 💦 

👉head to the link in bio for @milkdecoration_magazine article 

📷@karel_balas 

#evian #evianrenew #innovation #sustainability",195,"[{'text': 'J’adore !', 'length': 9}, {'text': 'I think that we have inventé les robinets.', 'length': 42}, {'text': 'I have one of these and it drips so much that I have to remove the bubble when I’m not using it 😞', 'length': 97}, {'text': 'How can I purchase in the US?', 'length': 29}, {'text': 'Please bring to the US 🥺🥺🥺🥺', 'length': 27}, {'text': 'Top', 'length': 3}, {'text': 'Je décommande à tous, gros problème d’écoulement après la mise en place d’une deuxième bulles, la bouteille se vide car il a une fuite goute à goute du bec verseur.\nBeaucoup de personnes rencontre le même problème faite une recherche sur les forum, vous allez être surpris.', 'length': 273}, {'text': 'Can you purchase in uk ?', 'length': 24}, {'text': 'Need this in USA !', 'length': 18}, {'text': 'Stop your business in Russia. Your money is killing 🇺🇦 children 👎👎👎', 'length': 67}, {'text': 'We love ours ❤️', 'length': 15}, {'text': 'When will this be available in the US? I can’t wait to be able to buy one. While you’re at it, sell an Evian aluminum refillable bottle. Just take my money! Haha', 'length': 161}, {'text': 'Is is available in Australia? 😍', 'length': 31}, {'text': 'Order of 10000 in india', 'length': 23}, {'text': 'Say what?! 😮', 'length': 12}, {'text': '😍😍😍', 'length': 3}, {'text': 'I really need one of these', 'length': 26}, {'text': 'Best tasting water on the market PERIOD!!', 'length': 41}, {'text': 'Pretty cool💙‿💙', 'length': 14}, {'text': 'Just start selling these in the US pleeeease', 'length': 44}, {'text': 'Is this ever going to come out in the US?!?!', 'length': 44}, {'text': '😍😍😍', 'length': 3}, {'text': 'Where can I buy it?', 'length': 19}, {'text': 'Stop support war in Ukraine 🇺🇦', 'length': 30}, {'text': 'When is this coming to the UK?', 'length': 30}, {'text': 'Need one', 'length': 8}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': 'Can I purchase this in Australia? I keep buying Evian bottles. This would be such a fantastic alternative', 'length': 105}, {'text': 'Greenwashing made possible by @evianwater 😎', 'length': 43}, {'text': 'Hey @lifeatdanone\nAll companies over the world stop working with russia and belarusia. Don’t support international terror countries, be the next one who leaves their market. \n#StandWithUkraine️ #StopBelarusianAggression #StopRussianAggression', 'length': 242}, {'text': '“Minimal and sustainable” is drinking out of a tap, filtered if necessary.', 'length': 74}, {'text': 'Çok pratik bir kullanım. Tebrikler', 'length': 34}, {'text': 'How can I purchase this in North America?', 'length': 41}, {'text': 'Okay🔥 not her being innovative', 'length': 30}, {'text': 'My bottle of Evian water has a 2 year use by date! How can it be safe to drink 2 year old water? I wouldn’t even drink a glass of water that was 2 days old!?', 'length': 157}, {'text': 'I have one of this and it leaks ALL the time, bad design and even worst post sale customer  service 😡', 'length': 101}, {'text': 'Every ruble paid in taxes to russia turns into death and tears of Ukrainian children! Stop sponsoring the war!', 'length': 110}, {'text': 'i want😍 how can i purchase?', 'length': 27}, {'text': 'I need one🙌', 'length': 11}, {'text': '❤️', 'length': 2}, {'text': '😍', 'length': 1}, {'text': 'Need this', 'length': 9}, {'text': 'Hi @evianwater where is this available in the UK to purchase? Thank you big love to the team 🙏🏼', 'length': 95}, {'text': 'Bonjour, sommes sur le Luxembourg, serait-il possible de commander ce produit svp? un grand merci d‘avance', 'length': 106}, {'text': 'Will this be available in U.S.?', 'length': 31}, {'text': '@evianwater war sponsor', 'length': 23}, {'text': 'Wtf?? YES MORE PLASTIC PLEASE', 'length': 29}, {'text': 'I need this', 'length': 11}, {'text': 'STOP TRADING TO RUSSIA, MURDER 🇺🇦🇺🇦🇺🇦', 'length': 37}, {'text': 'Danone waters! Stop trading in Russia. You are directly funding Putin’s war through your taxes. So the right thing! #standwithukraine', 'length': 133}]"
Ski season is,<Post CbLDvy4KUk2>,706,19,"['evian', 'evianwater', 'skiseason', 'frenchalps', 'ski']",16/03/22,"Ski season is not over yet! ❄️💦

#evian #evianwater #skiseason #frenchalps #ski",79,"[{'text': 'can i have everything evian?', 'length': 28}, {'text': 'I love is water 😍', 'length': 17}, {'text': '❤️', 'length': 2}, {'text': 'Cool💙‿💙', 'length': 7}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'How you only getting 300 likes and not answering my dms?', 'length': 56}, {'text': '💖', 'length': 1}, {'text': 'So sweet!! Everybody, please enjoy the nice weather!!🍃🍂🍁⚘🌷🌸🌼💕💐🤗', 'length': 63}, {'text': '@duysakar hier moeten we heen', 'length': 29}, {'text': ""Getting out of Russian market is not over yet.. it hasn't even started @evianwater !!!!! #stopbusinessinrussia"", 'length': 110}, {'text': 'Dm it on @Europe__ig', 'length': 20}]"
Love to see,<Post Ca9k8YjrCYo>,370,16,"['evian', 'evianwater', 'evianspotted']",11/03/22,"Love to see your creativity 📸@cote_a_cote_toyama 

#evian #evianwater #evianspotted",83,"[{'text': 'I couldn’t have done it without your expert services. I am very appreciative of your effort, and i look forward to continuing to work together @earnwithmelanie_', 'length': 160}, {'text': 'I following in you all your social', 'length': 34}, {'text': ':3', 'length': 2}, {'text': 'Nice water <3', 'length': 13}, {'text': 'Co＠o＠l👍', 'length': 7}, {'text': '#standwithukraine 🇺🇦', 'length': 20}, {'text': 'Hi @evianwater I just wanted to thank you for being @raphael_tan_84 s favourite water brand. He wouldn’t be the same without you. Big love to the team', 'length': 150}, {'text': 'STOPRUSSIA 🤚 🇺🇦', 'length': 15}]"
We are honoured,<Post Ca4NslKLq3E>,554,7,"['pfw', 'msharddrive', 'evianwater', 'parisfashionweek']",09/03/22,"We are honoured to have kept the team hydrated backstage for the @marineserre_official show and Hard Drive exhibition during #pfw 💦❤️✨
 
#MSHardDrive #evianwater #parisfashionweek",179,"[{'text': 'My No.1 in the glass.🏔', 'length': 22}, {'text': 'Dear @evianwater  Can you please read my DM 💙💙💙', 'length': 47}, {'text': '👏', 'length': 1}, {'text': 'STOPRUSSIA 🤚 🇺🇦', 'length': 15}, {'text': 'Stop war!!! Stop Russia!!!!🇺🇦🇺🇦🇺🇦🇺🇦', 'length': 35}, {'text': ""You've honoured to be treated just like Russia"", 'length': 46}, {'text': '#stopbusinessinrussia', 'length': 21}]"
Quench your thirst,<Post CareXU8rBJC>,1281,26,"['evian', 'evianwater', 'eviansparkling', 'weveaddedsparkles']",04/03/22,"Quench your thirst with evian Sparkling ✨💦 

Have you tried it already? Available at Tesco in the UK 🇬🇧 

#evian #evianwater #eviansparkling #weveaddedsparkles",159,"[{'text': '💙', 'length': 1}, {'text': '💦🤤🙌', 'length': 3}, {'text': '👏👏👏 ❤️❤️❤️❤️', 'length': 12}, {'text': 'Love it', 'length': 7}, {'text': 'Wevian', 'length': 6}, {'text': 'Incroyable', 'length': 10}, {'text': 'Definitely❤it', 'length': 13}, {'text': 'Quench my thirst water queen🥵🥵', 'length': 30}, {'text': 'Stop working in Russia! You support war #StopPutin', 'length': 50}, {'text': 'Putin`s army is killing civilians and children! Stop working in Russia! #StopPutin 🇺🇦🇺🇦🇺🇦', 'length': 89}, {'text': 'What about homeland ?', 'length': 21}, {'text': 'Et la mère patrie ?', 'length': 19}, {'text': 'Lancement prévu en France … ?', 'length': 29}, {'text': ""J'ai pas ça à la source 😂"", 'length': 25}, {'text': 'Loveeeee', 'length': 8}, {'text': '😍Love', 'length': 5}, {'text': 'Are they gonna be coming to France too?', 'length': 39}, {'text': 'Hello I’m urgently trying to buy the new style Evian water bottles (330ml) and the new dispenser….\n\nI live in London and I’m disabled, so I need to know exactly where I can buy or order…\n\nPlease please can you help me??\n\nThank you\nChristina', 'length': 240}, {'text': 'Danone. Please stop funding Putin’s war! The taxes you pay in Russia go towards the bombs killing children. By pretending it’s business as usual you support the propaganda machine of the Russian government. Do the right thing.', 'length': 226}, {'text': 'do you have a japanese account? @evianwater', 'length': 43}, {'text': 'Thanks for saving our weekend @divyalizm @ashika_ajit', 'length': 53}, {'text': '@evianwater #stopbusinessinrussia', 'length': 33}, {'text': 'To the @evianwater marketing/social media team and who ever runs this page 👏 Bravo.', 'length': 83}]"
