,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
A lot needs,<Post CcoWZ5pP0qx>,1538,31,[],21/04/22,A lot needs to change in the coming decades — and trees are a big part of that. Find out why through the link in our bio.,121,"[{'text': '.\n.\n.\n.\n.\n.\n.\n.\n#earthday #earth #earthhour #sustainable #sustainablefashion #climatechange #climate #climatecrisis #ipccreport #ipcc #earthlove #planet #planetearth #planets #protecttheplanet #sustainbility #sustainableliving #sustainablestyle #sustainablelifestyle #tree #nature #art #planttrees #plantsmakepeoplehappy #plant', 'length': 327}, {'text': '.\n.\n.\n.\n.\n.\n.\n#earthday #earthdayeveryday #sustainablefashion #climatechange #ipccreport #ipcc #treeplanting', 'length': 108}, {'text': '#savesoil#savesoilmovement #salvemoselsuelo', 'length': 43}, {'text': 'Yeah that’s called agenda 2030 🙄', 'length': 32}, {'text': 'How tf are we supposed to stop all fossil fuel emissions in less than 30 years?', 'length': 79}, {'text': 'Maybe if free energy tech and water fuel cell engines weren’t suppressed then we’d be onto something. Look up Stanley Meyer. The very things that can change the planet into a true harmonious balance would take the parasite bankers/governments/corporations out of power.', 'length': 269}, {'text': 'Got news for you ten tree, it’s not the fossil fuels. We are being lied too.', 'length': 76}, {'text': 'This sounds like the GREAT RESET 😮', 'length': 34}, {'text': 'How about the industries benefitting since the industrial revolution pay and make change?', 'length': 89}, {'text': 'Should we keep drilling  the earth to a crater world to try and make lithium ion sustainable for 7 billion people?', 'length': 114}, {'text': 'Low this initiative', 'length': 19}, {'text': 'And what’s the percentage of forest lost?', 'length': 41}, {'text': 'Nice try 10Lies. Just 9 more now.', 'length': 33}, {'text': 'Is it possible that increased temperatures could be beneficial? Increased rainfall and temperatures could lead to longer grow seasons and increased water supply. Not sure if that will happen but it would be nice if the consequences were actually beneficial.', 'length': 257}, {'text': ""The plants will just grow bigger in response. It's really not a big deal."", 'length': 73}, {'text': ""Dont buy into this BS brand. Planting trees is a very long term solution to combating the climate crisis. Planting trees won't even come close to making up for their products being made in China. Total marketing SCAM!!!!"", 'length': 220}, {'text': 'ɪ\'ᴍ 🅿️ᴀʏɪɴɢ $5,150\nᴛʜᴇ  ᴛᴏ ꜰɪʀꜱᴛ 7 ᴘᴇᴏᴘʟᴇ ᴛᴏ ʜɪᴛ ᴍᴇ ᴜᴘ ɴᴏᴡ ᴡɪᴛʜ\n""ʜᴇʟᴘ ᴏʀ ꜱᴜᴘᴘᴏʀᴛ "" ꜱᴛᴀʏ ʙʟᴇꜱꜱᴇᴅ ʏ\'ᴀʟʟ😇🕊💸💵🇨🇦🇺🇸', 'length': 109}, {'text': 'No greater joy than seeing your progress in the initial decision made , it is a big win for me all along I make over $70,000 in a week  @kimberly_entrepreneur_', 'length': 159}, {'text': 'I don’t know what you’re going through but I hope my story put a smile on your face... I was devastated and frustrated when my wife left me and my two kids saying she was tired of the marriage even after several pleading .. I almost committed suicide if not for the help of my family.. until I got introduced to a very powerful trader @kimberly_entrepreneur_ she gave me a lot of encouragement and my husband apologize to me now he’s back and loves me like never before... Today am happy all thanks to @kimberly_entrepreneur_', 'length': 525}, {'text': ',\n ᴡᴀɪᴛ, ᴡᴀɪᴛ, ᴡᴀɪᴛ Bᴇᴄᴀᴜsᴇ ᴛɪᴍᴇ ɪs ᴛɪɢʜᴛ, ʏᴏᴜ ᴍᴀʏ ᴡᴀɴᴛ ᴛᴏ ᴄᴏɴsɪᴅᴇʀ, I ɴᴇᴠᴇʀ ᴛʜɪɴᴋ I ᴡɪʟʟ ʜᴀᴠᴇ sᴜᴄʜ ᴛɪᴍᴇ ᴛᴏ ɪɴᴠᴇsᴛ ʙᴜᴛ I ᴅɪᴅ ᴛᴏᴅᴀʏ ᴡɪᴛʜ Mʀs Kimberly  ʀᴇᴍᴀɪɴ ʙʟᴇss ғʀᴏᴍ $600 ɪɴᴠᴇsᴛᴇᴅ ᴀɴᴅ I ᴇᴀʀɴ $6,000 ᴀʟʟ ɪɴ ᴀ ᴡᴇᴇᴋ @kimberly_entrepreneur_', 'length': 237}, {'text': ""I'm speechless seeing myself having my first payouts, after been scammed countless times, God bless you and your team @kimberly_entrepreneur_"", 'length': 141}, {'text': 'Life long earning is the idea that you are never finished educating yourself and growing lifelong learning can take on many forms, individuals who learn new software or skill in their jobs participate in lifelong learning @kimberly_entrepreneur_ , getting new certification or training,listening to podcasts,taking online classes, teaching new skills to someone else, and reading books are all ways to continue to educate yourself throughout your life @kimberly_entrepreneur_', 'length': 475}, {'text': 'It’s nice to know that there are still people in the world with integrity I joined @kimberly_entrepreneur_ 2 weeks ago and I have never seen an administration in any program before so dedicated to to helping their clients get up to speed they actually do what they say they will do to help you with with any problem or questions you have integrity. I cannot express how appropriate I am her it’s a pleasure to be part of her program @kimberly_entrepreneur_', 'length': 456}, {'text': 'Crypto trade has changed my life, I invested €3100 migul and in just 5 working days after trading I real @kimberly_entrepreneur_', 'length': 128}, {'text': 'I decided to share because I want other to benefit from this opportunity I strongly recommend this manager to those that look for a stable system @kimberly_entrepreneur_\n,', 'length': 171}]"
Ever wondered if,<Post Ccn0pd4piNA>,901,73,[],21/04/22,Ever wondered if tree planting is B.S.? Join us tomorrow to find out (and to do some serious good for the planet).,114,"[{'text': 'LOVEEEE THISSSSS ❤️❤️❤️', 'length': 23}, {'text': 'OH MY GOD WHATTTTTT!!!!!! 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 SERVE OF THE CENTURY', 'length': 61}, {'text': 'Can’t wait 🌳', 'length': 12}, {'text': 'Omg, so excited!! Can’t wait 🌲💚', 'length': 31}, {'text': 'STOKED FOR THIS 🙌🌲🌲🌲', 'length': 20}, {'text': ""CAN'T WAIT 🌲"", 'length': 12}, {'text': 'Can’t wait for this one!!!🔥🌴🌳', 'length': 29}, {'text': '🌳🌴🌲 so excited!', 'length': 15}, {'text': 'This is going to be good', 'length': 24}, {'text': 'WOOOOO 🌲 💚', 'length': 10}, {'text': 'SOOO EXCITEDDD!!', 'length': 16}, {'text': '❤️🌳', 'length': 3}, {'text': 'The suspense is real!', 'length': 21}, {'text': '🔥 so cooool!', 'length': 12}, {'text': '@clarecolleen @claireloewen @miiiillz21 check it out 😍🌲', 'length': 55}, {'text': '@amiehurray @mikepughike look who they partnered with 🙌', 'length': 55}, {'text': '@danigirl1919 @thegingerbreeze cool stuff is coming 🔥🌲', 'length': 54}, {'text': '@oliviapaoluzzi @petrauz stay tuned!!', 'length': 37}, {'text': '@denisearmet @tomarmet it’s almost here, don’t miss tomorrow 💚🌲', 'length': 63}, {'text': '@jmrwd 🙌🙌', 'length': 9}, {'text': 'Lmao', 'length': 4}, {'text': 'Stoked!!', 'length': 8}, {'text': 'I’ve been watching Jack Harries since 2011!! So excited for this!', 'length': 65}, {'text': '@a__goodman have you seen…? 👀🌲', 'length': 30}, {'text': '@catty_o0 it’s almost here! Check back tomorrow 💜', 'length': 49}, {'text': 'Yes, love it! 👏😍', 'length': 16}, {'text': '@tildawalder', 'length': 12}, {'text': '@shawal25', 'length': 9}, {'text': '@007joni', 'length': 8}, {'text': '@tashhofer', 'length': 10}, {'text': 'Here for it! 🌴🌳🌵🌲🪴', 'length': 18}, {'text': 'Ahh so excited!! 🌲🌲🌲', 'length': 20}, {'text': ""Oh my god haven't seen this dude since I watched his YouTube channel like 10 years ago! Good to see he's still out and about doing some good for the world!"", 'length': 155}, {'text': 'can’t wait!! 💚🌲', 'length': 15}, {'text': 'Exciteddd 👏👏👏', 'length': 13}, {'text': 'So exciting! 🌲🌳🌴', 'length': 16}, {'text': 'So excited for this! 💚', 'length': 22}, {'text': 'so stoked for this!! 🙌', 'length': 22}, {'text': 'can’t wait!! 🌴🌴', 'length': 15}, {'text': 'This is so cool can’t wait for the truth finally!!', 'length': 50}, {'text': 'SOOOO EXCITED!!!!', 'length': 17}, {'text': 'Cool !! 🌲', 'length': 9}, {'text': '🌳 💯', 'length': 3}, {'text': '🌲 ❤️', 'length': 4}, {'text': '🙌🔥', 'length': 2}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '👀👀👀', 'length': 3}, {'text': '🌲💚🌲', 'length': 3}, {'text': '🔟🌲🙌', 'length': 3}, {'text': '💚🌲', 'length': 2}]"
Spending time in,<Post CcmG86SpIPT>,13135,55,['earthstuff'],21/04/22,"Spending time in nature is time well spent. 

PC: @karanikolov #EarthStuff",74,"[{'text': 'LSD flashbacks engaged', 'length': 22}, {'text': 'Wonderful 😍😍😍', 'length': 13}, {'text': 'Loving the 🐦‘s 👁 view', 'length': 21}, {'text': 'I could watch this a million times', 'length': 34}, {'text': 'Looks like yummy broccoli', 'length': 25}, {'text': 'Looks like that good good💨💨💨💨', 'length': 29}, {'text': 'Looks a lot like what tripping on mushrooms does haha', 'length': 53}, {'text': ""I couldn't agree more"", 'length': 21}, {'text': 'But how many tabs', 'length': 17}, {'text': 'Beautiful 😍 God is the most miraculous artist of everything', 'length': 59}, {'text': 'A necessity; every day for me ✨💚 🌲', 'length': 34}, {'text': 'They dance😍', 'length': 11}, {'text': 'Amazing... This is beautiful.. the sounds and colors of nature.', 'length': 63}, {'text': 'Crown shyness is one of my fav phenomena 😍😍😍', 'length': 44}, {'text': 'Beautiful', 'length': 9}, {'text': 'İnanılmaz , çok güzel', 'length': 21}, {'text': 'True💚', 'length': 5}, {'text': '🔥🔥🔥🔥🔥لبفیطد', 'length': 11}, {'text': 'Truth!', 'length': 6}, {'text': 'Wow, that’s incredible 😍', 'length': 24}, {'text': 'True 💯🤍', 'length': 7}, {'text': 'The forest is waking up... and the Ents are going to war', 'length': 56}, {'text': 'Nah ! I need to see this with my own eyes !!!', 'length': 45}, {'text': '💚', 'length': 1}, {'text': 'So cool!', 'length': 8}, {'text': '👏👏👏🤩🤩🤩🤙🤙🤙', 'length': 9}, {'text': '@tess_the_mess93', 'length': 16}, {'text': '@louie.orr just because it made me feel peaceful 😊', 'length': 50}, {'text': '@jonnyv_jr  so trippy!!', 'length': 23}, {'text': '@jamvan387  so trippy !', 'length': 23}, {'text': 'Very cool', 'length': 9}, {'text': 'It sure is', 'length': 10}, {'text': 'Thought it was weed', 'length': 19}, {'text': 'Yes! Absolutely!', 'length': 16}, {'text': '😍😍😍😍😍😍😍', 'length': 7}, {'text': 'How beautiful', 'length': 13}, {'text': 'So very cool', 'length': 12}, {'text': 'Mesmerizing', 'length': 11}, {'text': 'Broccoli', 'length': 8}, {'text': 'Amazing.', 'length': 8}, {'text': 'brogli', 'length': 6}, {'text': '😍😍😍', 'length': 3}, {'text': '🍄', 'length': 1}, {'text': '💚💚💚💚', 'length': 4}, {'text': '🤗🤗', 'length': 2}, {'text': '😍', 'length': 1}, {'text': '😍😍😍', 'length': 3}, {'text': '😍❤️🙌', 'length': 4}, {'text': '😍', 'length': 1}, {'text': '😍❤️', 'length': 3}]"
Deforestation is hurting,<Post Cclt_JwvQuj>,1491,2,[],20/04/22,"Deforestation is hurting our planet, but with the right restoration projects, we can reverse some of that damage. Follow the link in our bio to learn more.",155,"[{'text': '👏👏👏👏👏', 'length': 5}, {'text': 'Naw, the Earth needs A Great Reset.', 'length': 35}]"
A nature appreciation,<Post CcjVt1JJ98I>,5433,24,['earthstuff'],20/04/22,"A nature appreciation post. 🌲 🌏 

PC: @daisukephotography #EarthStuff",69,"[{'text': '🌿❤️💦', 'length': 4}, {'text': '💚🌍🌱', 'length': 3}, {'text': 'Beautiful 🤩', 'length': 11}, {'text': 'Makes me day dreaming and it feels like as if I can smell the wonderful fresh and pure air there.', 'length': 97}, {'text': 'Mama nature makes it easy to appreciate her magnificence ♡', 'length': 58}, {'text': 'Oh wowww 😍😍', 'length': 11}, {'text': 'Appreciated! 😍', 'length': 14}, {'text': 'HELLO BIBBY HELLO BIBBY HELLO BIBBY HELLO BIBBY HELLO BIBBY', 'length': 59}, {'text': 'HELLO BIBBY HELLO BIBBY HELLO BIBBY HELLO BIBBY HELLO BIBBY', 'length': 59}, {'text': 'These photos are stunning! We love connecting with nature! What a beautiful planet we live on 🌏 😍', 'length': 97}, {'text': 'Yessss please 😍💚💚🍃', 'length': 18}, {'text': '🤍🤍', 'length': 2}, {'text': '💙💚', 'length': 2}, {'text': 'So Beautiful!', 'length': 13}, {'text': '💚 nature', 'length': 8}, {'text': 'tree-mendous 💚🍃', 'length': 15}, {'text': '😍', 'length': 1}, {'text': '@wixaswir', 'length': 9}, {'text': '@tentree Those are AMAZING shots! I love nature photography! 🙌😍❤️', 'length': 65}, {'text': '@raymondjrfarah ❤️', 'length': 18}, {'text': '@cynbou', 'length': 7}]"
@blakemoynes exploring nature,<Post Ccg1Y9npBwe>,1272,2,['natgeo'],19/04/22,"@blakemoynes exploring nature in the @natgeo x tentree Collection. Link in bio to plant. 

#natgeo",98,"[{'text': 'Love the new collection!', 'length': 24}]"
The Canadian government,<Post CcgfDmjvFdF>,3660,111,[],18/04/22,"The Canadian government has unveiled a $7.3 billion dollar plan to help the country meet its carbon emissions target, including significant reductions in the oil-and-gas sector.",177,"[{'text': '#unfollow', 'length': 9}, {'text': 'Unfortunately most of that will be wasted money. Could practically feed the world with that kind of $$$.', 'length': 104}, {'text': ""And How is this good news?! No infastru ture to support EV's,the cost of an EV is simply to expensive, the batteries are outrageously expensive. And as long as China,India,Africa and Russia do what they want regarding carbon emissions,it's not going to help one bit. Stop believing the the climate alarmist cult and use some common sense. Oil and gas are the life blood of most first world countries and that's not going to change any time soon. #drillbabydrill"", 'length': 461}, {'text': 'HIGHER TAXES ??? IM SURE THAT WILL SOLVE IT 🤡 🤡 🤡 🤡 🤡', 'length': 53}, {'text': ""So what about China and India? Every Canadian could walk everywhere and we could stop producing energy and it will have little to no effect overall. You want change?! Get the biggest polluters to play ball. If Canada stops producing the cleanest oil , another country will pick up the slack and do it with much less environmental restrictions . I'm all for green energy and look forward to EV's , but our aging power grid can't handle it ."", 'length': 439}, {'text': 'Goodlord, do some research Tentree.  #governmentCORRUPTION.', 'length': 59}, {'text': 'I used to like this company but i will NEVER support a company that supports taxing the middle class to death. You know YOUR PAYING CUSTOMERS. Incredibly disappointed in you as a whole.', 'length': 185}, {'text': ""That's fine and dandy but our government is also continuing to invest in fossil fuels so 👎"", 'length': 90}, {'text': 'Should read Canadian tax payers help to meet lower carbon emissions.\n\nTop 5 countries that are emitting the most emissions..\nChina, US, India, Russia and Indonesia.\n\nCanada already produces some of cleanest oil in the world. Trudeau burning everyone’s money like it’s his own.', 'length': 276}, {'text': 'We don’t produce enough electricity for everyone to drive EVs. Why aren’t people thinking this through', 'length': 102}, {'text': 'Doesn’t it suck to know that the environment has been hijacked to promote communism', 'length': 83}, {'text': ""Who's the $ going to? Is there corruption involved?"", 'length': 51}, {'text': 'To everyone arguing against this, I would suggest taking some ecology classes, even basic ones, and you’ll begin to understand why it’s important for everyone to be involved in initiatives such as this. We’re lucky because we don’t experience the impact of our pollution nearly as much as the rest of the world. Any change towards a greener future is good change and diversifying towards green energy, while reducing emissions and pollutions, and diversifying into a greener economy would be the best change possible, especially if the rest of the world can follow our example, or the example already set by Norway.', 'length': 615}, {'text': 'You are all so depressing, you do realize if one country follows, at least a few others are bound to? Yeah they’re not a lot but it’s still something compared to everything else', 'length': 177}, {'text': 'Can’t trust much of anything the Canadian government does, sadly.', 'length': 65}, {'text': 'How will this benefit First Nations ? Because so far Canada continues to violate sovereignty of Wetsuweten  and unceded  lands  from Secwepemc  all of which are in pristine conditions and care under the original peoples 🪶Canadian government trespassed into there lands and have done nothing but create destruction to pristine ecosystems 💧 🌱 🚜🚧🏗I’m calling bs 💩', 'length': 360}, {'text': 'Canada emissions aren’t the problem', 'length': 35}, {'text': 'Yea that ""plan"" and that 7.3 billion dollars is called carbon tax , the government isn\'t helping anything they say its ur fault,  yet there are are jets currently flying around that use mire fuel in a day than u will in ur life. Not', 'length': 232}, {'text': 'Lol here we go again 😂', 'length': 22}, {'text': 'Awesome! Thanks for the share. 💚', 'length': 32}, {'text': 'I just watched a news report about sustainable clothing. 👏👏', 'length': 59}, {'text': ""With zero infrastructure to handle it.... yet... but it's still a big yet. Let's see how much of this makes it to the ground level.. I bet this money will go back into the pockets of the same 4-7 family's...."", 'length': 208}, {'text': 'Peak Oil Theory.  #changemymind', 'length': 31}, {'text': ""Canada has missed every emissions reductions target it has ever set. Throwing money at a problem doesn't solve it .  2030 is a godamn joke..that's 7.5 years away! This governments dreaming"", 'length': 188}, {'text': '👏🏽👏🏽👏🏽', 'length': 6}, {'text': 'Perfect 🙌 now get ready to open up them wallets. We all know who pays for these things, and it ain’t rich folk', 'length': 110}, {'text': 'From out paltry 2% of global emissions while the big polluters are largely left alone. For reference, during the pandemic where driving was severely curtailed, our GHG emissions dropped 9% ... that\'s it. Anyone who thinks this is something to applaud needs to realize this is nothing more than a ""look at us"" amoke screen diatrscting from the real problem. That is NOT to say GHG emissions are not a problem. But our government is making average Canadian\'s lives too expensive to afford. There is a better way to address this issue, unfortunately our current government is intent on bankrupting the very Canadian\'s they purport to ""have their backs.""', 'length': 650}, {'text': 'Now now, the Canadian government has apologized for Bryan Adams on several occasions.', 'length': 85}, {'text': 'We will heat our homes in -20 winters for 6 months on fairy dust and unicorn farts.  While taxing the hell out of its citizens.  Meanwhile we ship our recycling over to 3rd world counties where 95% of it ends up burned, buried of tossed into the ocean.  But as long as canadians pay more taxes we will magically save the planet.', 'length': 328}, {'text': '@tentree never learning the lesson and reading comments 😂', 'length': 57}, {'text': 'What BS. Just a ploy to make them more money. They need to stop clear cutting and mining in provincial parks and invest more money in freshwater management', 'length': 155}, {'text': ""Hmmmm 🤔 I just hope they don't come to Mexico to avoid carbon emissions in Canada. They do a lot of fracking here and have no qualms about endangering the environment or taking indigenous people's lands"", 'length': 202}, {'text': 'This has to be the most tone deaf Instagram post. I guess @tentree is completely unaware of the unrest and unhappiness that Trudeaus budget is creating. People aren’t able to afford to live in Canada anymore.', 'length': 208}, {'text': 'Lol sure jan', 'length': 12}, {'text': 'Carbon taxes on the rise I’m sure to help facilitate this. Hoping the $ goes in to viable projects and not just in the pockets of the wealthy. Would be more hopeful if it was a worldwide project. Just saw china has highways of FIFTY LANES! What does that burp out in a day ?', 'length': 274}, {'text': 'Omg shut down oil in your own country just to have it shipped on tankers that use 2000 gallons of fuel per hour and put out 8 tons of carbon dioxide 😡', 'length': 150}, {'text': 'Lololol 😂', 'length': 9}, {'text': 'Until it’s implemented fully, it’s just words.', 'length': 46}, {'text': 'Rip canadian dollar', 'length': 19}, {'text': 'Canadian government is a Problem', 'length': 32}, {'text': 'Yeah and so we got 2 electric bikes', 'length': 35}, {'text': ""Waste of money, this is just more fuel for the carbon tax. They are desperate to tax carbon, you know the same carbon that is a building block of life. Canada doesn't care about their citizens, look at the past two years of abusing their citizens... tentree don't buy and spread their lies."", 'length': 290}, {'text': '👎🏼', 'length': 2}, {'text': 'But China who produces the most emissions does nothing.', 'length': 55}, {'text': 'LOUDNOISESSSS!!!', 'length': 16}, {'text': 'I heard tugrope was trying to pass a suv/truck tax!!', 'length': 52}, {'text': '👏👏👏👏👏', 'length': 5}, {'text': ""Won't work"", 'length': 10}, {'text': '🤣🤣🤣🤣', 'length': 4}, {'text': 'Lol turning Canada to a third world country is such a good idea', 'length': 63}]"
Restoration looks good,<Post CceVU4zpGAy>,922,6,['natgeo'],18/04/22,"Restoration looks good on you. Thanks to our latest collab with @natgeo, you can wear hand-painted illustrations of the same plants and animals you've helped protect.

PC: @sademowatt #natgeo",191,"[{'text': 'Coziest sweater 🖤', 'length': 17}, {'text': '🥰🥰🥰', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': 'Are these items gonna be US and CA only? Cause I can’t see them on your EU store…', 'length': 81}, {'text': 'This collaboration is amazing', 'length': 29}, {'text': 'Ahhhh so cute 😍😍👏🏼', 'length': 18}]"
The ultimate spot,<Post CcdkCVMJ2yG>,5606,6,['tentree'],17/04/22,"The ultimate spot to spend a Sunday. 🌴

PC: @tamarauribeph #tentree",67,"[{'text': 'Best spot 😍', 'length': 11}, {'text': 'Lovely. 🙌', 'length': 9}, {'text': 'Beautiful!', 'length': 10}, {'text': '@suunshinerise 😍😍', 'length': 17}, {'text': 'or everyday...', 'length': 14}, {'text': '🙏🏼🙏🏼🙏🏼', 'length': 6}]"
Meet the National,<Post Ccb5gAzLqMA>,1524,6,['natgeo'],17/04/22,"Meet the National Geographic x tentree Collection. Our new tees, hoodies and sweats are made to help protect the planet we call home. 

PC: @blakemoynes #natgeo",160,"[{'text': '❤️❤️', 'length': 4}, {'text': '@emilyhornby like … this man', 'length': 28}, {'text': 'LETS GOOOOOOOOOOOOOOOOOOO', 'length': 25}, {'text': 'Yessssss', 'length': 8}, {'text': '👏🌲', 'length': 2}, {'text': 'Amazing collection 👏🏼👏🏼🌳', 'length': 24}]"
This shirt not,<Post CcbLnlyP_fM>,792,3,['natgeo'],16/04/22,"This shirt not only features this bright pink wading bird — but plants important tree species that help restore it's natural habitat. Each image in this collection was sourced from the @natgeo archives and was hand-painted by our in-house designer.

PC: @calissadaly #natgeo",274,"[{'text': '❤️❤️', 'length': 4}, {'text': 'So cool !', 'length': 9}, {'text': 'GORGEOUS AND AMAZING', 'length': 20}]"
🌿 GIVEAWAY ALERT,<Post CcYpzwRPIr_>,2465,1020,[],15/04/22,"🌿 GIVEAWAY ALERT 🌿

To celebrate our second collaboration with @natgeo, we’re giving away two of these unique, hand-painted graphic styles to you and a friend. 

Follow these rules to enter the contest below:
1) Like this post ✔️
2) Tag your nature-loving friend ✔️
3) Make sure you're both following @tentree ✔️

That's it! Each comment counts as a new entry. Giveaway ends Monday April 18 at midnight. We will DM two pairs of winners from @tentree. US & Canada residents are eligible. Head to the website to view the full contest rules and conditions.",553,"[{'text': '@rachelwangler  looky', 'length': 21}, {'text': '@holly.f3 🐠', 'length': 11}, {'text': '@braden1 !!', 'length': 11}, {'text': '@saige_caldwell', 'length': 15}, {'text': '@rumia_owaisi', 'length': 13}, {'text': '@mcavery follow them rn plz', 'length': 27}, {'text': '@charlotte_gibson03', 'length': 19}, {'text': '@ktwellness1980', 'length': 15}, {'text': '@charliebrownfails', 'length': 18}, {'text': '@emilypomroy 😘💚', 'length': 15}, {'text': '@kimberleyrose1963 😘💚', 'length': 21}, {'text': '@instaswallace', 'length': 14}, {'text': '@emmanems_xo', 'length': 12}, {'text': '@sfowler0427', 'length': 12}, {'text': '@kaleniewienie', 'length': 14}, {'text': '@lillies.sunflowers.daisies', 'length': 27}, {'text': '@trjohner', 'length': 9}, {'text': '@kimmiecapp', 'length': 11}, {'text': '@rachelanncartwright', 'length': 20}, {'text': '@natalievana', 'length': 12}, {'text': '@mattbvdge', 'length': 10}, {'text': '@amyheist', 'length': 9}, {'text': '@brookiecc7', 'length': 11}, {'text': '@sarah_bray5', 'length': 12}, {'text': '@hayley_peerless', 'length': 16}, {'text': '@murre22', 'length': 8}, {'text': '@shelby.jn', 'length': 10}, {'text': '@aleenabobeena', 'length': 14}, {'text': '@claycoolpepper', 'length': 15}, {'text': '@myakabya', 'length': 9}, {'text': '@prairieloon', 'length': 12}, {'text': '@jamwin10', 'length': 9}, {'text': '@gmanrick2525', 'length': 13}, {'text': '@lifelovehusky', 'length': 14}, {'text': '@svlass', 'length': 7}, {'text': '@elizabethfevans', 'length': 16}, {'text': '@country_girl302', 'length': 16}, {'text': '@robertracz 😍😍', 'length': 14}, {'text': '@sarahpottie1', 'length': 13}, {'text': '@chrismassteve', 'length': 14}, {'text': '@breenaamarie', 'length': 13}, {'text': '@sophia_gretchen', 'length': 16}, {'text': '@danielledipardo', 'length': 16}, {'text': '@maya.oversby', 'length': 13}, {'text': '@esther_corado', 'length': 14}, {'text': '@coastdivision @tentree let’s gooo', 'length': 34}, {'text': '@annaverwey900!!', 'length': 16}, {'text': ""@fatalefarfalle new comment just in case it doesn't count :P"", 'length': 60}, {'text': '@sfigas09', 'length': 9}, {'text': '@shainanakonechny get dis', 'length': 25}]"
Our new collaboration,<Post CcWVKMIlGlS>,705,6,[],14/04/22,"Our new collaboration with National Geographic features hand-painted illustrations that shine a spotlight on the ever-important plants, animals and ecosystems that are essential for the health of our home planet.",212,"[{'text': 'I love fish 😍', 'length': 13}, {'text': '👏🏼👏🏼👏🏼 best collection', 'length': 22}, {'text': 'So nice!!', 'length': 9}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '🔥', 'length': 1}, {'text': 'Sent a dm @tentree would love to collaborate', 'length': 44}]"
The mangrove is,<Post CcTxucaP0Mf>,1329,8,['natgeo'],13/04/22,"The mangrove is a climate-protecting superstar. These salt-tolerant trees capture carbon, provide food and shelter for wildlife and prevent shoreline erosion. Each image in this collection was sourced from the @natgeo archives and was hand-painted by our in-house designer. Link in bio to plant. 🌱

PC: @sademowatt #natgeo",322,"[{'text': 'The comfiest hoodie 😍', 'length': 21}, {'text': 'Obsessed', 'length': 8}, {'text': ""@cath_brwn  OMGGGGG j'en veux un"", 'length': 32}, {'text': 'Simply amazing', 'length': 14}, {'text': 'obsessed with this', 'length': 18}, {'text': 'Coolest partnership ever', 'length': 24}]"
Every item from,<Post CcRUsftJb1k>,1091,0,['natgeo'],13/04/22,"Every item from the National Geographic x tentree Collection plants ten trees. Thanks to you, we're making the earth a greener place. Link in bio to plant.

PC: @itsjadefarhat #natgeo",183,None
Earth is our,<Post CcQl36vJNQg>,831,5,['natgeo'],12/04/22,"Earth is our home, and there's no place like it. From its immense waterways and weather systems down to its mangroves and mosquito fish — this planet provides valuable food and shelter to a countless number of species in so many unique and important ways. Head to the link in bio to explore the new @natgeo x tentree Collection celebrating our home. #natgeo",357,"[{'text': '💛💛💛', 'length': 3}, {'text': 'Congrats friends, this is such an exciting collaboration! 🙌', 'length': 59}, {'text': 'Obsessedddd!', 'length': 12}, {'text': 'Can’t wait!!!', 'length': 13}, {'text': ""Love the style and I love the message! Can't wait for these to be released!!!!"", 'length': 78}]"
We've got a,<Post CcOhkuWveSL>,1168,12,[],11/04/22,We've got a new collaboration coming tomorrow…Stay tuned.,57,"[{'text': 'Exciting!!', 'length': 10}, {'text': '😍😍😍 I can’t wait!!', 'length': 18}, {'text': 'Oooo I can’t wait to see!', 'length': 25}, {'text': '🐠🐻\u200d❄️🦩🦎', 'length': 7}, {'text': '👏🏼👏🏼👀', 'length': 5}, {'text': '👀', 'length': 1}, {'text': 'Ooooohhh 👀', 'length': 10}, {'text': 'Omgggggg', 'length': 8}, {'text': '!!!!!', 'length': 5}, {'text': 'Can we please collab on #savesoil movement? 🙏🏻💕 https://consciousplanet.org/about-us', 'length': 84}]"
Sunday self-care routine,<Post CcLwGovleGG>,1179,3,[],10/04/22,Sunday self-care routine with @gingeriley. How are you taking care of yourself today? 🤍,87,"[{'text': '😍😍😍 amazingggg love the yellow set!!💛', 'length': 37}, {'text': '😍😍', 'length': 2}, {'text': 'Gоod аftеrnоon, check Dirеct ( hidden )', 'length': 39}]"
"BRB, spending the",<Post CcJzb3YpRPB>,4757,8,['tentree'],10/04/22,"BRB, spending the weekend here. 🌱

PC: @icietnu #tentree",56,"[{'text': '💖🔥', 'length': 2}, {'text': '@ali__sun__ 😍', 'length': 13}, {'text': 'On my way', 'length': 9}, {'text': ""I didn't know a photo could look like a sneeze until now 🤧🌴"", 'length': 59}, {'text': 'So calming 🙌', 'length': 12}, {'text': 'Such a beautiful place 😍', 'length': 24}]"
We're sharing a,<Post CcI0j-_p3qn>,2023,1,[],09/04/22,"We're sharing a few easy ways to celebrate this seasonal transition sustainably in your space. Head to our blog, The Environmentor, for more ways to welcome spring into your home. 🌸",181,"[{'text': 'Also open up your window and let the spring air into your home💗🍃easy ways to welcome spring 💛', 'length': 93}]"
