,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
You never know,<Post CclLJrIu1sR>,322,5,[],20/04/22,"You never know what you'll find behind the couch! 🤪⁠
⁠
📷: @themaidscorp",71,"[{'text': 'We found a long lost tv remote... Been using an app on our phones 🙃', 'length': 67}, {'text': 'Even better: $50 in the pocket of your winter coat pocket that has been there since the previous winter.', 'length': 104}, {'text': 'My Grateful Dead t-shirt 😂', 'length': 26}, {'text': 'TRUTH😂😭', 'length': 7}]"
Oven Cleaning ✨⁠,<Post CcibJs6MjVM>,418,12,['testimonialtuesday'],19/04/22,"Oven Cleaning ✨⁠
⁠
""Left it to soak with Oxygen Boost + All-Purpose spray for an hour, then wiped it right off.""⁠
⁠
#TestimonialTuesday",135,"[{'text': 'Does it clean ovens', 'length': 19}, {'text': 'Wait. Really????', 'length': 16}, {'text': '👏🎉Yesssss!! I have had this same experience with cleaning our oven door with Branch Basics!', 'length': 91}, {'text': 'When I cleaned my oven door the other day, even my husband noticed how shiny it was 😂', 'length': 85}, {'text': 'Wow!', 'length': 4}, {'text': '🙌', 'length': 1}, {'text': 'Definitely trying this 😍', 'length': 24}, {'text': 'This is amazing!!🙌🏼😍', 'length': 20}]"
The Branch Basics,<Post Ccf5mOULJle>,294,12,[],18/04/22,"The Branch Basics Deep Cleaning Method is perfect for a new space or a yearly clean-up.⁠
⁠
You may not realize it, but the average indoor air quality in a home is more polluted than outdoor air. ⁠
⁠
This non-toxic deep cleaning method provides an immediate reduction of pollution in your home or office and can dramatically improve indoor air quality.⁠
⁠
Swipe to get started ✨⁠",378,"[{'text': 'Which Hepa vacuum would you recommend?', 'length': 38}, {'text': ""I can't find your brand in UK. So, I am not sure what other toxic brand to use over here. Can I just use water for wipping my shelf and furniture?"", 'length': 146}, {'text': 'Can I use BB to dust?', 'length': 21}, {'text': 'Boom. Done 🙌', 'length': 12}, {'text': 'What’s a good HEPA vacuum to buy ?!', 'length': 35}]"
Here’s to Spring,<Post CceHMrMAjkc>,425,2,[],18/04/22,"Here’s to Spring and new life! Happy Easter! 🌸🐣

Adorable video by @beloved.silviya",83,"[{'text': 'Aww so cute. Happy Easter!', 'length': 26}, {'text': '😍😍😍', 'length': 3}]"
8 affordable cleaning,<Post Ccbz9w1AJ3p>,5293,77,[],17/04/22,"8 affordable cleaning tools from Amazon that we tested and love! ✨⁠
⁠
p.s. the last one is our favorite 🤩⁠
⁠
1️⃣ Hiware window blind cleaner (w/microfiber sleeves)

2️⃣ Extendable microfiber duster from BOOMJOY⁠ 💥⁠
⁠
3️⃣ Baseboard⁠ buddy (w/reusable pads)⁠
⁠
4️⃣⁠ Window sill GoGreen Sprouter cleaning set ⁠
⁠
5️⃣⁠ Sellemer silicone toilet brush⁠
⁠
6️⃣⁠ Drill brush power scrubber 💪⁠
⁠
7️⃣⁠ Rubbermaid grout & tile power scrubber⁠
⁠
8️⃣ Cosywell microfiber mop slippers 🤷🏻‍♀️⁠
⁠
PLUS, you can use Branch Basics with most of these.⁠ Link in bio to view all the tools.",566,"[{'text': 'The grout and tile scrubber is a cleaning game changer 🙌', 'length': 56}, {'text': 'What type of mop is that in the last slide? We’re ditching the swiffer!', 'length': 71}, {'text': 'any tips for cleaning stainless steel? i have switched everything over to branch basics but can’t figure out how to clean without leaving streaks on my fridge/dish washer! 💗', 'length': 173}, {'text': 'You should link these in your stories and save them in the highlights!!', 'length': 71}, {'text': 'Favorite microfiber cloth???', 'length': 28}, {'text': 'I can’t find number 7. May you please help', 'length': 42}, {'text': 'Can’t find the window sill dapoppren on your site?', 'length': 50}, {'text': 'Who else thought of Monica ?😍😂 Like I would pay to see an episode seeing Ms Monana Gellar unbox her happy cleaning gadgets this day in age. #FriendsForever', 'length': 155}, {'text': 'The socks!!!!!', 'length': 14}, {'text': '😩 *opens amazon for the 10th time this morning*', 'length': 47}, {'text': 'Do you just put bb in the bona mop?', 'length': 35}, {'text': 'Love the look of the base board one 😍', 'length': 37}, {'text': 'I want the blinds cleaner', 'length': 25}, {'text': 'The moo socks got  me 😂😂😂😂', 'length': 26}, {'text': 'The window sill cleaning set is amazing', 'length': 39}, {'text': 'Literally adding to cart', 'length': 24}, {'text': 'Omg...I need these in my life!!!!! 👏', 'length': 36}, {'text': 'Omg yes thank you so much for showing adorable tools! ☺️', 'length': 56}, {'text': 'Omg the mop slippers are genius 🙌', 'length': 33}, {'text': 'THIS IS SO GOOD 👏👏👏', 'length': 19}, {'text': 'The window sill dapoppren does not appear on amazon. Can you share the product name again? @branchbasics', 'length': 104}, {'text': '@jesslynalittlebit not for nothing, but we definitely invented the last one in 3rd grade or something! #mopomatic', 'length': 113}, {'text': '@jillcomesclean  turned me onto the baseboard buddy and the toilet scrubber. Will try the blind cleaner next! When my kids were little, we taped Norwex rags to their feet and let them skate through the kitchen.', 'length': 210}, {'text': '@daisyabsnow @anorganisedsoul', 'length': 29}, {'text': '@branchbasics it’s like this reel was made for me 😂 thanks for sharing!!', 'length': 72}, {'text': '@andsothestoreybegins these are amazing non toxic products :)', 'length': 61}, {'text': '@chelles718 that last product tho 😍😂', 'length': 36}, {'text': '@cpsutton so many hacks', 'length': 23}, {'text': '😮 @walklatetom', 'length': 14}, {'text': '@ms_keegan that base board buddy 😂', 'length': 34}, {'text': 'Glad I waited to place my order. I’m going to add a few of these', 'length': 64}, {'text': 'Well thanks I’ll need all of it for spring cleaning 😍', 'length': 53}, {'text': 'Oh cool!!', 'length': 9}, {'text': 'Such great recs! Thanks y’all!', 'length': 30}, {'text': 'I want all of them 😂', 'length': 20}, {'text': 'Thank you so much for this!', 'length': 27}, {'text': 'I want them all!', 'length': 16}, {'text': 'Those slippers are genius!', 'length': 26}, {'text': 'Wwwooowwwww❤️', 'length': 13}, {'text': '@minzimoonbae life changing', 'length': 27}, {'text': '@jewelsrn13', 'length': 11}, {'text': '@juliathemama 👏', 'length': 15}, {'text': '@jmettee44 we need some of these', 'length': 32}, {'text': 'wait y’all are so cool why are you promoting amazon', 'length': 51}, {'text': ""But why can't branch basics be on Amazon?"", 'length': 41}, {'text': 'Okay, what about for a sofa that’s L shaped, with a rug under the front feet That’s like 8 feet long and collects dust under the part that’s against the wall?', 'length': 158}, {'text': 'I do not recommend the silicone toilet brush. While it might be more hygienic than a traditional toilet bowl brush, it does not, in my experience, work nearly as well. Sadly, I bought one for each of my bathrooms based off an IG ad and they’ve been a waste of money.', 'length': 266}, {'text': 'I love supporting amazon its the best', 'length': 37}, {'text': 'Fabulous', 'length': 8}, {'text': 'I can testify the baseboard buddy is wonderful', 'length': 46}]"
Save this post,<Post Ccagq1_uHX9>,439,11,[],16/04/22,"Save this post if you're in need of dusting tools...⁠
⁠
• Microfiber cloths* ⁠
• HEPA vacuum ⁠
• Swiffer duster extender⁠
• Microfiber handheld duster⁠
• Unscented Swiffer dry sweeping pads⁠
• Window blind brush⁠⁠
⁠
* Wash microfibers with guppy bags ⁠
⁠
What's your go-to dusting tool? Let us know below!",305,"[{'text': '$3000 for the first 5 people to DM me “DEPRESSED”🥶 🦅 💰', 'length': 54}, {'text': '$3000 for the first 5 people to DM me “DEPRESSED”🥶 🦅 💰', 'length': 54}, {'text': 'Love using my HEPA vacuum + Swiffer duster! Ive found microfiber doesn’t trap as much as a Swiffer. Gotta pick my battles on reusable products 😅', 'length': 144}, {'text': 'What’s a guppy bag?', 'length': 19}, {'text': 'all thanks @dr_olubaje_healing_centre for helping me, so kind that\nhe helped me cure my chronic health\nissue with his natural herbs , which\nWestern medication can not cure. am\nso happy thanks for your good works\n#sohappy . his trusted and tested 100\nContact him on I\n@dr_olubaje_healing_centre', 'length': 293}, {'text': 'That blind brush 😳', 'length': 18}, {'text': 'Thank you for the ideas!', 'length': 24}, {'text': 'The best quality products 😍 @branchbasics', 'length': 41}]"
(GIVEAWAY CLOSED -,<Post CcX_VQGM0Xy>,3818,8415,[],15/04/22,"(GIVEAWAY CLOSED - WINNER HAS BEEN CONTACTED)

🌷🌼 SPRING CLEANING GIVEAWAY!!!🌷🌼⁠
⁠
Spring cleaning is in full swing so we’re sending one lucky winner a full Branch Basics bundle of cleaning goods!!!⁠
⁠
Giveaway ($200+ value) will include…⁠
• 1 Premium Starter Kit⁠
• A Concentrate + Oxygen Boost refill⁠
• Dryer Balls⁠
• Natural Scrub Brush⁠
• Travel Kit⁠
• BB 100% cotton hat⁠
• BB T-shirt⁠
⁠
To enter:⁠
1. Like the post! 💙⁠
2. Follow @branchbasics⁠
3. Tag a buddy 👯‍♀️(1 tag = 1 entry)⁠
⁠
No purchase is necessary to enter. Giveaway ends Tuesday 4/19/22. One winner will be randomly selected and contacted via this account. Participants must like the post, tag a friend, and follow @branchbasics to complete their entry. Every comment counts as a new entry.⁠
⁠
Must be 18+ and located within USA or Canada to win. By entering this giveaway, you acknowledge that this is not sponsored, endorsed or administer by or associated with Instagram, and you released Instagram of all responsibility.",992,"[{'text': '@lakealoo @elakenen @shaylynn.degarmo  @julielakenen @scarlet.trail @haylee_906 @kelseywah', 'length': 90}, {'text': '@melissa_ivie @kellyrbishop_ @mack__wright @czmeyer @riles1121 @erin__rollins', 'length': 77}, {'text': '@pressedjanery 😍 I’d love to start with a whole bundle like this!!', 'length': 66}, {'text': '@mrs.tonyamachado 🌱', 'length': 19}, {'text': '@vilaicv', 'length': 8}, {'text': '@xoxamee', 'length': 8}, {'text': '@drewhazeldine', 'length': 14}, {'text': '@saynotocatnip 🧼', 'length': 16}, {'text': '@d_landryville 🙌❤️', 'length': 18}, {'text': '@makesomedaytoday', 'length': 17}, {'text': '@jonana.7 This is the all purpose cleaner I was telling you about. And they’re doing a giveaway!', 'length': 96}, {'text': '@mah_1011', 'length': 9}, {'text': '@sonya.murray_breaking.strong', 'length': 29}, {'text': '@lishdayao I’ve been wanting to try their clean products!! They are based out of Texas!!', 'length': 88}, {'text': '@bicycle_built_for_4', 'length': 20}, {'text': '@un.brielievable', 'length': 16}, {'text': '@alibaba_1987', 'length': 13}, {'text': '@julia.mariee_07', 'length': 16}, {'text': '@maliyah_02', 'length': 11}, {'text': '@taitumray', 'length': 10}, {'text': '@suehillier', 'length': 11}, {'text': '@sarah79grace', 'length': 13}, {'text': '@carliedarlenechristsensen', 'length': 26}, {'text': '@al.mane5', 'length': 9}, {'text': '@cshwyo', 'length': 7}, {'text': '@mariselas7', 'length': 11}, {'text': '@chell_be_espi', 'length': 14}, {'text': '@thats_bitchin11', 'length': 16}, {'text': '@isabelaabdelnur', 'length': 16}, {'text': '@tiffany._.twisssted', 'length': 20}, {'text': '@j.g_o', 'length': 6}, {'text': '@felizabethz3', 'length': 13}, {'text': '@npaffclark12', 'length': 13}, {'text': '@biancazaloumis', 'length': 15}, {'text': '@jcatney91', 'length': 10}, {'text': '@beautynaturalrecipe', 'length': 20}, {'text': '@give.live.love', 'length': 15}, {'text': '@photos_by_keren', 'length': 16}, {'text': '@jordos_world', 'length': 13}, {'text': '@allyouwant2know', 'length': 16}, {'text': '@tomlin.kristina THIS IS AMAZING!!!!!!😍😍', 'length': 40}, {'text': '@taylorsmith_7', 'length': 14}, {'text': '@alyssagrace05', 'length': 14}, {'text': '@somgirl77', 'length': 10}, {'text': '@practically.natural', 'length': 20}, {'text': '@kuszmaulk', 'length': 10}, {'text': '@samlovesyu You should try it out🙌', 'length': 34}, {'text': '@marina__espinoza', 'length': 17}, {'text': '@emilymreilly_', 'length': 14}, {'text': '@chantertilly74', 'length': 15}]"
Tips for refilling,<Post CcV-v9dpCqi>,426,21,[],14/04/22,"Tips for refilling our spray bottles! 

1. Tilt the bottle
2. Avoid a heavy stream of water 
3. Top off with water after adding Concentrate 

I use tap water for all of my BB bottles, but I do have a reverse osmosis filter at my sink. We recommend distilled water if you have water rings when cleaning upholstery or streaks when cleaning glass! It’s usually from minerals in the water so distilled should take care of that!",423,"[{'text': 'Can you top off the laundry soap as well? Step 1: Water to the line. Step 2: Soap to the line. Step 3: then water to the top? Is step 3 a thing? I have just stopped the fill process after step two!', 'length': 197}, {'text': 'Oh shoot, I didn’t know it was that amount of soap…I’ve been over pouring!', 'length': 74}, {'text': 'Question - I have the glass bottles but one of the plastic sprayer parts has been broken since I got them. Do you sell just the sprayer replacement? (Not the whole bottle)', 'length': 171}, {'text': 'Can I use your product to wash car?', 'length': 35}, {'text': 'This is great!!', 'length': 15}, {'text': 'Using filtered water did the trick for me 🔥', 'length': 43}, {'text': 'Messaged you!!!', 'length': 15}, {'text': 'Cool!!! I love BB!! Thank you for the reply!', 'length': 44}, {'text': '@__mamaofdrama__', 'length': 16}, {'text': '@iced.latte.please', 'length': 18}, {'text': '@luci_f_martin', 'length': 14}, {'text': '@ladybugcare', 'length': 12}, {'text': '@bee_boppers', 'length': 12}, {'text': '@hmg5102', 'length': 8}, {'text': '@lynita_kauffman', 'length': 16}, {'text': 'I never believed in herbal medicine untilI met a friend of mine who was also cured with herbal medicine, I decided to give it a try by contacting and ordering herbs from @Dr_rafIu_herbalhome and behold within 14 days of usage I was cured from my HSV1 AND2 thank you so much dr rafiu', 'length': 282}]"
Spring cleaning's got,<Post CcVigQJOs7o>,388,6,[],14/04/22,"Spring cleaning's got us like...⁠
⁠
Raise your hand if you relate 🖐️",68,"[{'text': '😂 @olivia_cannard me today..😂😂', 'length': 30}, {'text': 'Ive hit a wall', 'length': 14}, {'text': 'I love cleaning! Do it weekly!', 'length': 30}, {'text': 'story of my lifeee', 'length': 18}, {'text': 'Grumpy cat is all of us', 'length': 23}]"
SVOCs vs VOCs⁠,<Post CcTGVsBroVD>,150,0,[],13/04/22,"SVOCs vs VOCs⁠

Homes with poor ventilation can be vulnerable to the buildup of SVOCs and VOCs. We’re breaking down each below👇
⁠
SVOCs (semi volatile organic compounds):⁠
🔵 Odorless compounds that ride on dust and increase over time ⁠
🔵 Slowly released from materials such as insulation, furniture, certain cookware, pesticides, and many other products ⁠
🔵 Remove SVOCs by dusting + cleaning frequently or using air purifiers⁠
⁠
VOCs (volatile organic compounds):⁠
🟢 Aromatic compounds that generally reduce over time⁠
🟢 Can be released into indoor air from cleaning and personal care products, air fresheners, scented candles, new furniture, and more⁠
🟢 Choose fragrance free products or outgas strong smelling materials to reduce VOCs

Interested in learning more? Visit our link in bio 🤓",791,None
Goodbye stains 👋⁠,<Post CcQWDdptqqY>,136,9,['testimonialtuesday'],12/04/22,"Goodbye stains 👋⁠
⁠
📷 @indianorganicmama⁠
⁠
#TestimonialTuesday",63,"[{'text': 'So good on baby clothes! 😍', 'length': 26}, {'text': 'What did you used ?', 'length': 19}, {'text': 'Does branch work on pet stains on carpet?', 'length': 41}, {'text': 'Love this!!', 'length': 11}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'I love the Branch Basics for cleaning my shower, but it doesn’t seem to clean or freshen laundry. I love the initial scent. Could more of the concentrate be needed in the mixture of water?', 'length': 188}]"
