,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Spring cleaning? It's,<Post CciJV8lMiy0>,1261,21,[],19/04/22,"Spring cleaning? It's so much more than clearing out a closet. Here are five other ways we're hitting refresh this season - mind, body, and soul. ⁣
⁣
🏠 Open a Window | Nothing beats a refreshing breeze on a lazy afternoon - or a long workday, for that matter! ⁣
⁣
🌺 Plant Flowers | The only thing better than time spent outdoors? A colorful, mood-boosting pay-off. ⁣
⁣
📱 Fine-Tune Your Feed | Unfollow social media accounts that make you feel small. Seriously - who needs 'em?⁣
⁣
☀️ Head Outside | Take a nature walk. Plan a hike. Let Mother Nature be your guide - a clear head is sure to follow. ⁣
⁣
👩🏽‍💻 Log Off | Set limits on screen time. You'll be surprised at the peace that less Instagram and binge-watching can bring!",725,"[{'text': 'Yesss love all of these ideas 🙌🏼💛', 'length': 33}, {'text': 'I needed this!', 'length': 14}, {'text': ""That's my kind of spring cleaning 🌱😍"", 'length': 36}, {'text': 'Loving the self care incorporated into spring cleaning ❤️😍', 'length': 58}, {'text': 'Great stuff! ✨ 👏', 'length': 16}, {'text': 'Love this ❤️', 'length': 12}, {'text': 'Spending time outdoors!!🙌🏼❤️🐾', 'length': 29}, {'text': 'Love love love this! 👏', 'length': 22}, {'text': 'I love this! 😍', 'length': 14}, {'text': 'Love this!! 👏👏👏', 'length': 15}, {'text': 'I LOVE opening my windows but I have allergies. I had them open all day yesterday and today am suffering with a sinus headache😢. But I will open them again next weekend!😍', 'length': 170}, {'text': 'THIS 👏🏾👏🏾👏🏾', 'length': 11}, {'text': '🙌l', 'length': 2}, {'text': '😍', 'length': 1}, {'text': '❤️❤️', 'length': 4}]"
"Okay, so you're",<Post CcfrZWLONTC>,6981,69,"['grovecollaborative', 'organization', 'organizationhacks', 'cleaninghacks', 'fridgeorganization', 'fridgegoals', 'fridgecleaning', 'organizing']",18/04/22,"Okay, so you're dreaming of a fully stocked (and well-organized) fridge. It's more attainable than you think - especially with a few reusable storage essentials from Grove Co. in your corner:⁣
⁣
🧽 Spring for a fresh start. Spend an afternoon clearing out all things expired, then refresh your fridge's interior with Grove. Co Multi-Purpose Cleaner. It's made without harsh chemicals, so you can restock fruits and veggies with peace of mind.⁣
⁣
💡 Create a system. Make like professional chefs and organize groceries based on the temperature they'll need to be cooked to. Store prepared foods and leftovers that don't need to be cooked on the top shelf, then work your way down, with raw items like chicken on the bottom. 
⁣
🍶 Meal prep in style. Store dressings, jams, soups, and DIY salad mixes in Le Parfait's French-made glass jars. The durable, clear glass allows you to check on food's freshness in seconds flat. Plus, it won't stain or retain gross odors.⁣
⁣
🧆 Maximize storage space - sustainably. Not only are Grove Co.'s reusable storage and produce bags decidedly waste-free, they take up a lot less room than bulky plastic containers. And hey - the cute patterns don't hurt!⁣
⁣
Tap the link in our bio to start your fridge's makeover. In the meantime, tell us - what's one chilled essential you always have handy?⁣
⁣
Photo by @breathing.room.home 
.⁣
.⁣
.⁣
.⁣
.⁣
#GroveCollaborative #Organization #OrganizationHacks #CleaningHacks #FridgeOrganization #FridgeGoals #FridgeCleaning #Organizing",1502,"[{'text': 'Wow! Very organized. ❤️❤️', 'length': 25}, {'text': 'Omg! I never thought about putting my spinach in of the the reusable bags! 🤯', 'length': 76}, {'text': 'Where’s the option that comes with a chef?', 'length': 42}, {'text': 'Yogurt!', 'length': 7}, {'text': 'I love the bonnet on the dish. ❤️', 'length': 33}, {'text': 'This is my dream fridge!!', 'length': 25}, {'text': 'I want everything in that fridge 😊', 'length': 34}, {'text': 'Love the colors!', 'length': 16}, {'text': 'This fridge is heaven!!', 'length': 23}, {'text': 'Hi there! I would love to see y’all offer glass shampoo and conditioner dispensers with a silicone protector! All the ones I’ve purchased are junk but I know you’ll make awesome ones!', 'length': 183}, {'text': 'Can you come do this to my house next?! 😍', 'length': 41}, {'text': 'Wowzers! That’s one organized and colorful fridge! 🤩❤️🐾', 'length': 55}, {'text': 'Okay, this is my dream fridge.', 'length': 30}, {'text': 'Goals', 'length': 5}, {'text': ""I wouldn't be so unhealthy if I had a fridge like this. But instead all I ate today was Easter candy"", 'length': 100}, {'text': 'So gorgeous 😍', 'length': 13}, {'text': 'Love this 😍', 'length': 11}, {'text': 'Would love to have the jars. The best way to store.', 'length': 51}, {'text': 'Yes!!!', 'length': 6}, {'text': '❤️❤️❤️❤️❤️', 'length': 10}, {'text': 'Beautiful', 'length': 9}, {'text': 'Goals', 'length': 5}, {'text': 'This is so fabulous! ❤️❤️❤️', 'length': 27}, {'text': '❤️', 'length': 2}, {'text': 'So satisfying.', 'length': 14}, {'text': 'Ooo wow 😍', 'length': 9}, {'text': '@canzuart_1', 'length': 11}, {'text': '@florlejarza', 'length': 12}, {'text': ""Those bags at the second bottom shelf are THE BEST thing I've purchased from @grovecollaborative love all the products❤️❤️❤️"", 'length': 124}, {'text': 'Babe @boblenciaga_', 'length': 18}, {'text': 'Dream fridge heyyyy 😍❤️❤️❤️', 'length': 27}, {'text': 'This person does not have toddlers. That is like 1 days worth of milk around here.', 'length': 82}, {'text': 'Refrigerator goals 😍', 'length': 20}, {'text': 'New spring cleaning goal is to make my fridge look like this 😍', 'length': 62}, {'text': 'Yet the milk is pictured stored in the door😂', 'length': 44}, {'text': 'The hair bonnet. 😂', 'length': 18}, {'text': '😮😮😮', 'length': 3}, {'text': '🙌', 'length': 1}]"
How do you,<Post Ccc44qNsVzB>,785,21,"['grovecollaborative', 'grovehome', 'sustainablehome', 'ecofriendlyhome', 'sustainability', 'earthmonth2022', 'earthday', 'earthmonth', 'sustainabletips', 'zerowaste', 'ecofriendlytips', 'homehacks', 'reducereuserecycle', 'homeinspiration']",17/04/22,"How do you incorporate sustainability into your home? 

There’s no one “right” way to practice sustainability, especially when everyone is in a different stage of their sustainability journey. Everything you do counts in making the world a greener place, no matter how big or small, and we should celebrate it all! 🌎 
.
.
.
.
.
#GroveCollaborative #GroveHome #SustainableHome #EcoFriendlyHome #Sustainability #EarthMonth2022 #EarthDay #EarthMonth #SustainableTips #ZeroWaste #EcoFriendlyTips #HomeHacks #ReduceReuseRecycle #HomeInspiration",539,"[{'text': 'Small actions counts. We don’t need to be perfect just become a conscious consumer', 'length': 82}, {'text': 'Love this! 💙', 'length': 12}, {'text': 'One of my goals for this year is to start a kitchen compost bin!', 'length': 64}, {'text': 'Start with the realistic side and add the aspiration side when possible', 'length': 71}, {'text': 'It’s the small changes that make a big impact👏🏼❤️🐾', 'length': 50}, {'text': 'Bravo 👏', 'length': 7}, {'text': 'Great message!👏', 'length': 15}, {'text': 'It just takes one step in the right direction. ☀️✨', 'length': 50}, {'text': '👏👏👏👏👏', 'length': 5}, {'text': 'LED lightbulbs are terrible for the eyes. Look it up.', 'length': 53}]"
If this isn't,<Post CcaaH9oFWzF>,1370,23,"['grovecollaborative', 'springtime', 'freshair', 'windows', 'nature', 'earth']",16/04/22,"If this isn't bliss, we don't know what is. 🤷‍♀️ Who else is flinging open their windows and breathing in the fresh Spring air?⁣
⁣
Video by @pinkines.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
#GroveCollaborative #SpringTime #FreshAir #Windows #Nature #Earth",232,"[{'text': 'Love opening the windows in spring!', 'length': 35}, {'text': 'Oh I’m falling in love this summer. 🖤. This scene is so relaxing', 'length': 64}, {'text': 'Holy moly!', 'length': 10}, {'text': '😍😍', 'length': 2}, {'text': 'Wowwww', 'length': 6}, {'text': 'Beautiful 😍', 'length': 11}, {'text': 'I would love to frolic in that lawn🤩❤️🐾', 'length': 39}, {'text': 'Oh I am in love with this big little video - would like to float into that window right now. 🥰', 'length': 94}, {'text': ""Clearly you don't live in the deep south where everyone has their A/C on already."", 'length': 81}, {'text': 'Beautiful 😍', 'length': 11}, {'text': 'everyone who doesn’t have seasonal allergies', 'length': 44}, {'text': 'I wish I could but the pollen in NW Georgia is awful.', 'length': 53}, {'text': 'Tuscany', 'length': 7}, {'text': 'P.s. this is Tuscany if anyone is wondering...', 'length': 46}, {'text': '💚', 'length': 1}, {'text': 'Id love to open all the windows, but theres too much pollen in North Carolina!', 'length': 78}, {'text': '😍', 'length': 1}]"
Which scent describes,<Post CcVRXvZMoge>,742,67,"['grovecollaborative', 'grovehome', 'scentquiz', 'springtime', 'scentstory', 'springhome', 'cleaningquiz']",14/04/22,"Which scent describes you best? 🍏 🍋 🍊 💜 Drop it in the comments below! 

Plus, shop the whole Grove Co. lineup *by scent* by tapping the link in our bio.
.
.
.
.
.
.
#GroveCollaborative #GroveHome #ScentQuiz #Springtime #ScentStory #SpringHome #CleaningQuiz",257,"[{'text': 'definitely apple & pear blossom. Been original from Brazil, living in New Hampshire, I wait for the Sun  and love spending time on it....about singing...I always have a song in my head', 'length': 184}, {'text': 'I love lemon & orange. Is it possible to get replacement spray bottle tops? I love my glass bottles and would hate to toss them over the spray nozzles breaking.', 'length': 160}, {'text': 'Apparently I need to get apple and pear blossom!', 'length': 48}, {'text': '🌿 cus I end up in the kitchen at the party eating all the snacks 😂', 'length': 66}, {'text': 'Are the ingredients responsibly sourced too?', 'length': 44}, {'text': 'Apple and pear blossom! It’s also my favorite grove scent 😍', 'length': 59}, {'text': ""I feel like I'm a mix of them all...but I really want to try the apple pear...that sounds yummy"", 'length': 95}, {'text': 'I’m obsessed with the Lemon Verbana, it smells so good and clean.!!!', 'length': 68}, {'text': 'Maybe lavender.  I really don’t want scents in cleaning products, especially acidic like lemon or orange.', 'length': 105}, {'text': ""I'm a combination😊...can't resist a puppy..love sunny days outside..always end up in the kitchen..and I like to think I bring a calming presence to my inner circle!"", 'length': 164}, {'text': 'Oh boy I’m a mix of those😂 I completely switched all of cleaning products to grove. I love all of my glass refillable bottles, soap, dish soap… I could go on!! So glad it’s easily accessible at target now too!!', 'length': 210}, {'text': 'Okay, but I’m all of them 🙈😂😂', 'length': 29}, {'text': 'Apple/pear and cant wait!', 'length': 25}, {'text': 'Aaaappplllleeeee', 'length': 16}, {'text': 'I’ve never tried this product but would love to! ❤️', 'length': 51}, {'text': 'Wow Lavender and Eucalyptus is me 😅😅', 'length': 36}, {'text': '🍏 I LOOOOOOVE the apple and pear blossom smell. Description is completely accurate too 😆', 'length': 88}, {'text': 'Lavender for sure', 'length': 17}, {'text': 'Lemon & eucalyptus 👋', 'length': 20}, {'text': 'Lemon eucalyptus', 'length': 16}, {'text': 'Some days 🍏, some days 🍋.', 'length': 25}, {'text': 'Apple & Pear Blossom but my favorite is Lavender & Thyme.', 'length': 57}, {'text': 'Apple 🍎 Pear 🍐 Blossom 🌺', 'length': 24}, {'text': 'Apple and pear fa sho', 'length': 21}, {'text': 'Lemon & eucalyptus❤️❤️', 'length': 22}, {'text': 'Apple and pear blossom ❤️', 'length': 25}, {'text': 'Lavender 😍', 'length': 10}, {'text': 'Orange and rosemary', 'length': 19}, {'text': 'Lemon and eucalyptus', 'length': 20}, {'text': 'Orange and rosemary!', 'length': 20}, {'text': '💜 for me', 'length': 8}, {'text': 'Love them all', 'length': 13}, {'text': 'All of them!! 😍😍', 'length': 16}, {'text': 'Lemon & Eucalyptus', 'length': 18}, {'text': 'Lavender.', 'length': 9}, {'text': 'Love them all', 'length': 13}, {'text': '🍏&🍋 but lavender and anything eucalyptus are my fav', 'length': 51}, {'text': 'Lavendar', 'length': 8}, {'text': '🍋 and 🍊', 'length': 7}, {'text': '💜', 'length': 1}, {'text': '🍏', 'length': 1}, {'text': '🍊', 'length': 1}, {'text': '🍏🍐', 'length': 2}, {'text': '🍏', 'length': 1}, {'text': 'Lavender 😍😍😍', 'length': 12}, {'text': '💜🙂', 'length': 2}, {'text': 'So I need them all lol', 'length': 22}, {'text': '💜', 'length': 1}, {'text': '❤️', 'length': 2}, {'text': 'Cannot wait to try!', 'length': 19}]"
Spring Home Refresh,<Post CcSslu7Mzb4>,2350,2267,[],13/04/22,"Spring Home Refresh Giveaway! 🌷🎉🏡

We've teamed up with our friends @thehavenly to give one lucky winner the ultimate spring refresh prize package. Enter to win a $500 credit to Grove, plus a room makeover and $500 in credit to shop for new furniture through Havenly.

Here's how you enter to win:

❶ Like this post
❷ Follow @GroveCollaborative and @TheHavenly
❸ Tag a friend in the comments

The fine print:
Giveaway is open from 4/13 to 4/20 at 11:59 PM (PT). The total prize is valued at ~$1000 USD. The winner will be announced in the comments of this post by @GroveCollaborative on 4/21. No purchase is necessary to enter. Only one entry per person. Must be a resident of the contiguous United States to participate. This giveaway is not affiliated or endorsed by Instagram.⁣",780,"[{'text': '@lambswoolfarm', 'length': 14}, {'text': '@bivhoose', 'length': 9}, {'text': '@carly_spina', 'length': 12}, {'text': '@ila_g29', 'length': 8}, {'text': '@melissajackson07', 'length': 17}, {'text': '@colrus84 let’s try again!! Grove is our favvvv', 'length': 47}, {'text': '@kelifornia79', 'length': 13}, {'text': '@haileighelizabeth  this would be the best housewarming gift 🤗', 'length': 62}, {'text': '@hogwartsismyhome02', 'length': 19}, {'text': '@johncutrell', 'length': 12}, {'text': 'Woohoo. This is spectacular. @janetfletcher35 good luck 👍 ✨️', 'length': 60}, {'text': '@jessica584949 😍', 'length': 16}, {'text': '@enchanted_beauty_goddess', 'length': 25}, {'text': '@kace.makeup', 'length': 12}, {'text': '@karisaann1', 'length': 11}, {'text': '@yayistheway', 'length': 12}, {'text': '@veteranwife.usa', 'length': 16}, {'text': '@josefklein30 😍', 'length': 15}, {'text': '@cattransoifua 🤞🏼', 'length': 17}, {'text': '💚 🏡 @meganknighted', 'length': 18}, {'text': '@trixiedazzle', 'length': 13}, {'text': '@deeeee_xp', 'length': 10}, {'text': '@laura_rankin42 can you imagine😍😍😍', 'length': 34}, {'text': '@amber.lynn33', 'length': 13}, {'text': '@stephaniemaebond', 'length': 17}, {'text': '@caregiver4children', 'length': 19}, {'text': '@kim.m.cole', 'length': 11}, {'text': 'How lovely!! @carinecrooks', 'length': 26}, {'text': '@mzfreebz', 'length': 9}, {'text': '@megan_j17', 'length': 10}, {'text': '@reardenroark', 'length': 13}, {'text': '@boricua.morena67', 'length': 17}, {'text': '@becky_sander', 'length': 13}, {'text': '@theresalinnartz', 'length': 16}, {'text': '@bamc73', 'length': 7}, {'text': '@ehm_a_leeeeee', 'length': 14}, {'text': '@iowagirl52403', 'length': 14}, {'text': '@m___christ @stef_withanf_ @pchristalmighty', 'length': 43}, {'text': '@joselasses', 'length': 11}, {'text': '@andreahartmanballet', 'length': 20}, {'text': '@muhlierose', 'length': 11}, {'text': '@sadddiebaby', 'length': 12}, {'text': '@jjsbev', 'length': 7}, {'text': '@morgster94 😍', 'length': 13}, {'text': '@littlemisskatielady', 'length': 20}, {'text': '@marina.dbvy 😍', 'length': 14}, {'text': '@timwilliams1010', 'length': 16}, {'text': '@megan_quintero4', 'length': 16}, {'text': '@sustainable.ishh', 'length': 17}, {'text': '@kloezpb ❤️', 'length': 11}]"
🌎 Happy Earth,<Post CcQA6ChMTRi>,619,19,"['grovecollaborative', 'grovehome', 'springtime', 'springhome', 'inspiringinteriors', 'sustainability', 'sustainablehome', 'ecofriendlyhome', 'naturalhome', 'sustainablekitchen', 'kitchendecor', 'sinkside', 'earthmonth', 'beyondplastic']",12/04/22,"🌎 Happy Earth Month, Grove community! One of the many ways we’re celebrating? Adding a new, carefree scent to our super-sustainable Grove Co. homecare lineup. 
🍏 Meet Apple & Pear Blossom! With crisp notes of apple and budding fruit trees, Apple & Pear Blossom is the perfect way to bring sunny weather inside. 
🍐 Best of all, Grove Co. cleaning refills are packaged up in plastic-free aluminum and glass, which means *no* plastic waste. It’s just one more step toward becoming 100% plastic-free by 2025. 
📦 Get our newest scent delivered right to your door (with carbon-neutral shipping, naturally).

Tap the link in our bio to shop.
.
.
.
.
.
.
#GroveCollaborative #GroveHome #Springtime #SpringHome #InspiringInteriors #Sustainability #SustainableHome #EcoFriendlyHome #NaturalHome #SustainableKitchen #KitchenDecor #Sinkside #EarthMonth #BeyondPlastic",855,"[{'text': 'This smells soooo good. 🔥❤️', 'length': 27}, {'text': 'Apple + Pear sounds divine ❤️', 'length': 29}, {'text': 'This is my favorite scent, It’s amazing!!!', 'length': 42}, {'text': 'Love the green 💚💚💚 happy earth month! 🌎🥰', 'length': 40}, {'text': 'Loving your products! 🙌 How long is the multi purpose cleaner good for once mixed with water?', 'length': 93}, {'text': 'Adding that now on my cart 🛒', 'length': 28}, {'text': 'Ooooh this must smell amazing! 😍', 'length': 32}, {'text': 'Okay this scent sounds incredible!! Just sent you all a DM xx', 'length': 61}, {'text': 'Love this❤️', 'length': 11}, {'text': 'I looove the green!!😍💚', 'length': 22}, {'text': '@tmclaughlin4 I think we need to try', 'length': 36}]"
"This Earth Month,",<Post CcNjASJuR7_>,395,9,"['grovecollaborative', 'bamboo', 'grovehome', 'sustainability', 'beyondplastic', 'sustainablehome', 'ecofriendlyhome', 'healthyhabits', 'sustainableswaps']",11/04/22,"This Earth Month, there are so many reasons (and ways) to go tree-free. From toilet paper to wipes, bamboo is a great addition to your home and an even better alternative for traditional household paper. 

Ready to roll in the right direction? 🧻

Tap the link in our bio to shop Grove Co. Tree-Free Paper.
.
.
.
.
.
#GroveCollaborative #Bamboo #GroveHome #Sustainability #BeyondPlastic #SustainableHome #EcoFriendlyHome #HealthyHabits #SustainableSwaps",452,"[{'text': 'Howl cool is that?!🤩❤️🐾', 'length': 23}, {'text': 'This is amazing!', 'length': 16}, {'text': 'I joined the Grove family a year ago and now buy my toilet paper exclusively from you.  My daughter introduced me to Grove and I absolutely love your products.  I buy towels, trash bags, soaps, cleaning products and so much more from you.  My daughter is an environmental scientist and is currently pursuing her masters degree in environmental policy.  She thinks highly of your company and your dedication to environmentally friendly products.  Thank you for supporting our environment and trying to reduce pollution.', 'length': 518}, {'text': 'Love this!', 'length': 10}, {'text': 'I love the Bamboo, the TP is soft and absorbent, doesn’t shred and since I have really delicate lady bits and a serious problem with yeast infections this is a HUGE plus for me. ❤️', 'length': 180}]"
Our texts have,<Post CcK-Lj6OwCs>,1184,26,"['grovecollaborative', 'emojis', 'sustainability', 'plasticfree', 'ecofriendly']",10/04/22,"Our texts have never looked better, TBH.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
#GroveCollaborative #Emojis #Sustainability #PlasticFree #EcoFriendly",126,"[{'text': 'Please put the dishwasher tabs in the tin on the Grove site! I just ordered 3 tins from Target.com, but as a Grove VIP I would appreciate ordering direct!', 'length': 154}, {'text': '😂😂', 'length': 2}, {'text': '😂😂', 'length': 2}, {'text': 'Wait there are new emojis 🐰', 'length': 27}, {'text': 'Love 👏 🧂', 'length': 8}, {'text': '??? Where are these emojis? I’m missing something', 'length': 49}, {'text': '😂👏', 'length': 2}, {'text': 'Yessssss', 'length': 8}, {'text': '\U0001fad9\U0001fad9\U0001fad9\U0001fad9omggg i love it', 'length': 19}, {'text': '\U0001fad9💚\U0001fad9💚\U0001fad9💚', 'length': 6}, {'text': '\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9this is so awesome!! 👏👏👏', 'length': 35}, {'text': '🙌🏼🙌🏼', 'length': 4}, {'text': '❤️', 'length': 2}, {'text': 'LOVE GLASS JARS', 'length': 15}, {'text': 'Yay!!!!👏🔥👏🔥', 'length': 11}, {'text': 'Obsessed!', 'length': 9}, {'text': '\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9', 'length': 5}, {'text': '\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9', 'length': 7}, {'text': '\U0001fad9', 'length': 1}, {'text': '\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9\U0001fad9', 'length': 9}, {'text': '\U0001fad9', 'length': 1}]"
What are all,<Post CcIYUA7FVWP>,1195,27,"['worldpetday', 'giveaway', 'goodfur', 'goodfurpups', 'goodfurtheplanet', 'petproducts', 'sustainablepets', 'dogshampoo', 'ecofriendlypets']",09/04/22,"What are all the reasons we love @goodfurpet? Let us count the ways:⁣
⁣
🐾 NO parabens, sulfates (SLS), triclosan, synthetic dyes, or formaldehyde⁣
🐾 Free from single-use plastics and made with durable, reusable pumps, and infinity-recyclable aluminum bottles⁣
🐾 Always made with 100% natural fragrance⁣
⁣
Treat your furry family members with better pet grooming products for #WorldPetDay and every day. Link in bio to shop! 🐶⁣
⁣
Photo by @msvaniarios.⁣
.⁣
.⁣
.⁣
.⁣
.⁣
#Giveaway #GoodFur #GoodFurPups #GoodFurThePlanet #PetProducts #SustainablePets #DogShampoo #EcoFriendlyPets",576,"[{'text': 'That doggo looks so content', 'length': 27}, {'text': 'My pup is NOT that well behaved in the tub 😂 I’ll have to try the dog shampoo and conditioner!', 'length': 94}, {'text': 'This is so cute!', 'length': 16}, {'text': 'The best pup bath care ever!', 'length': 28}, {'text': 'love it! 😍🐶', 'length': 11}, {'text': '😮😂😂😂❤️', 'length': 6}, {'text': 'I would not wash a dog in the kitchen sink.  Sorry.  Love dogs.  But, um, no.', 'length': 77}, {'text': 'Wow....people wash dogs in the kitchen??? 🤮🤮🤮', 'length': 45}, {'text': 'So cute!!! Love this!', 'length': 21}, {'text': 'Love the reusable bottles!', 'length': 26}, {'text': 'Is it tear-free? 🤔', 'length': 18}, {'text': 'Just washing the head?', 'length': 22}, {'text': 'Cuties', 'length': 6}, {'text': '🌎🌿', 'length': 2}, {'text': '@monica3h 🤔', 'length': 11}, {'text': '@andreina_bossa', 'length': 15}, {'text': '@gerardrenovation la página donde compró los jabones', 'length': 52}]"
Grove Collaborative. 💚,<Post CcDwFTEMdfV>,18618,374,"['grovecollaborative', 'beyondplastic', 'grovehome', 'grovepartner']",07/04/22,"Grove Collaborative. 💚 Drew Barrymore. 🌸 &  YOU. ✨ We’re about to start the ultimate squeaky clean journey, together. Grove creates and curates high-performance, planet-first products - because having a clean home shouldn’t mean compromising a clean planet.

Tap the link in my bio to learn more and follow @grovecollaborative to see what we’re up to. Their cleaning concentrate bottles may be small, but this partnership is going to be huge!

#GroveCollaborative #BeyondPlastic #GroveHome #GrovePartner",503,"[{'text': '💚 Let’s do this!!!', 'length': 18}, {'text': 'Her energy is so infectious!🙌🏼❤️🐾', 'length': 33}, {'text': 'WANT THAT GREEN SWEATER ALSO', 'length': 28}, {'text': 'So I’m recycling for nothing every week…', 'length': 40}, {'text': '😍😍😍😍', 'length': 4}, {'text': '✅ WAY TO GROVE GIRL! ♻️ ❇', 'length': 25}, {'text': 'Yay!', 'length': 4}, {'text': 'I love you Drew you are so real abd not like most of Hollywood!!', 'length': 64}, {'text': '😍', 'length': 1}, {'text': 'woohoo!! We love Drew and Grove!', 'length': 32}, {'text': '👏👏👏👏👏👏👏', 'length': 7}, {'text': 'meu amor', 'length': 8}, {'text': ""She's beautiful and amazing! 😍 (i love Grove, too). ❤️"", 'length': 54}, {'text': '❤️', 'length': 2}, {'text': 'LOVE Grove.  Been a customer for years', 'length': 38}, {'text': '🙌❤️❤️❤️👏🔥', 'length': 9}, {'text': 'No entiendo lo que dices, pero te compro!!! Compro sí sí vendeme algo que me agradas, vería tu comercial nuevamente!!!😍🔥🙌', 'length': 121}, {'text': '😏😏😏', 'length': 3}, {'text': 'You are ADORABLE Drew ❤️', 'length': 24}, {'text': '❤️', 'length': 2}, {'text': 'ME TOO!!', 'length': 8}, {'text': 'Love Grove!', 'length': 11}, {'text': '💛💛💛💛❤❤❤❤', 'length': 8}, {'text': 'Yessss!!! Ah I love Drew Barrymore 💕', 'length': 36}, {'text': '🙌👏❤️I luv u', 'length': 11}, {'text': 'That’s great @drewbarrymore! Dougie & I are in!!! 👏👏👏', 'length': 53}, {'text': 'Ok Drew! Now get them to put white rose and citron back in the rotation for the cleaning concentrates! @drewbarrymore', 'length': 117}, {'text': 'Love her. Good choice @grovecollaborative', 'length': 41}, {'text': 'Such a power duo @drewbarrymore @grovecollaborative !!!', 'length': 55}, {'text': 'Always interesting @drewbarrymore', 'length': 33}, {'text': '👏👏🔥', 'length': 3}, {'text': '❤❤❤✨✨✨✨✨', 'length': 8}, {'text': '❤️❤️❤️❤️ thanks 🙏🏼 for helping our Mother Nature 🌬🌥☁️🌥🌥☁️ truly i can see what millions of people see in you. You truly are a great friend of our wonderful world 🌎 love you Drew ❤️', 'length': 180}, {'text': 'We love a sustainable kween!!!', 'length': 30}, {'text': 'I’ve been a customer for years and love how their evolving collection of products changes every month…their 100% recycled trash bags are the best (I give them to friends and family to try). Every product they have is a keeper 😍', 'length': 227}, {'text': ""Love this so so much!!!!!!!!! And who doesn't love @drewbarrymore ❤️ already!??? Day is made"", 'length': 92}, {'text': 'Already a customer. Love Grove!', 'length': 31}, {'text': '👏👏😊', 'length': 3}, {'text': '💚💚💚', 'length': 3}, {'text': 'Need to know about this green shirt💚💚💚', 'length': 38}, {'text': '👏👏👏👏👏', 'length': 5}, {'text': '👏👏👏👏', 'length': 4}, {'text': 'Yas!', 'length': 4}, {'text': 'Beautiful💛', 'length': 10}, {'text': '👏👏👏', 'length': 3}, {'text': '😍 Super, SuperDrew', 'length': 18}, {'text': 'Yay @grovecollaborative x X @drewbarrymore  is the best planet friendly combination ever!!!!! 🌎❤️', 'length': 97}, {'text': '🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥', 'length': 56}, {'text': 'Your energy is magical, everytime! 🌸💚', 'length': 37}, {'text': 'Yasssss! Grove & Drew 😍😍😍', 'length': 25}]"
