,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Not me watching,<Post CcP1xTWpBMn>,-1,14,[],12/04/22,Not me watching it for a second time. 👀 Who's your favourite?👗🐝🏑,64,"[{'text': 'Can we talk about how the actress that plays Kate has the most gorgeous skin I’ve ever seen on any human?', 'length': 105}, {'text': 'Second time? I ran out of count  favourite outfit it’s definitely the blue dress she wore at the first ball dance', 'length': 113}, {'text': 'Me gustan todoss😍😍 estoy enganchadisima', 'length': 39}, {'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #exfoliate #dailyskincare #skincaretips #meme #memesdaily #exfoliates #radiantskin #exfoliation #bridgerton #skincareobsessed #skincarejunkie #bridgertonmemes #netflix #netflixedit', 'length': 372}, {'text': 'Hello i am still waiting my order a y news from you or thé delivery compagnie since Last week', 'length': 93}, {'text': 'according to the website it sends to europe in two days, but my order was not even sent and it is already the 3rd day 👎', 'length': 119}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Kate! 😍😍', 'length': 8}, {'text': 'Miss sharma (Kate) Is my favorite!!!', 'length': 36}]"
What makes our,<Post CcPmm68uQ7->,-1,6,[],12/04/22,"What makes our rich, versatile and organic Tamanu Oil O5 so great? 💧
 
💚 Tamanu oil is great for mature skin that requires extra hydration, on scars and stretch marks, and as an after-sun oil.
 
💚 It absorbs quickly and imparts a dewy glow without feeling greasy.
 
💚 Rich and emolliating, tamanu oil can be used on eczema and sensitive, dry or chapped skin.",358,"[{'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #acne #skincareproducts #skincarejunkie #skincaretips #skincarecommunity #skincarelover #skincareobsessed #dailyskincare #skincaretips #organicskincare #cleanser #soindelapeau #routinebeaute #faceoil', 'length': 391}, {'text': 'Love your products. Is there an oil for saggy skin (jaw / neck line)?', 'length': 69}, {'text': 'Could you please add black seed oil', 'length': 35}, {'text': 'This is awesome!! Only been using it a few days and the lumpy scar on my poor nose, is already softened and smoothing out! 🥰 Plus, the pores on my nose have shrunk considerably,, I have combination skin, and it works beautifully for me!! Thank you Facetheory!!! 💜💫', 'length': 264}]"
Looking for mini,<Post CcLZdD0B7sq>,-1,12,[],10/04/22,"Looking for mini versions of some of our most loved skincare essentials? 🧴✨ 

Caitlin uses our Mini Travel Kit containing our Vitamin C Cleanser, Amil-C Whip M5 SPF, Cera-C Pore Reducing Toner T1 & Relaxing Night Cream M10. 🍊🌜
​
​Swipe for mini's 👉🥺",249,"[{'text': 'Just love Facetheory!', 'length': 21}, {'text': 'My favourite products ❤️', 'length': 24}, {'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #acne #skincareproducts #skincarejunkie #skincaretips #skincarecommunity #skincarelover #skincareobsessed #dailyskincare #skincaretips #beautywithreason\xa0#cleanser\xa0#soindelapeau\xa0 #routinebeaute #soinsnaturels', 'length': 399}, {'text': 'Are you ever going to make mini versions of other products? 🙏🏻', 'length': 62}, {'text': 'Do you only have Amil-C Whip M5spf 20 in mini size now?', 'length': 55}, {'text': 'So cute 😍', 'length': 9}, {'text': '👏👏👏', 'length': 3}]"
Looking for a,<Post CcIEkJUJLkw>,-1,13,[],09/04/22,"Looking for a zero-waste swap before Earth Day? 🌍 

Then say hello to our Claribar. 🧼✨ 
​
​Gentle on skin and low-pH, our super-soapy, mild, foaming bar leaves skin refreshed and hydrated. 

Use daily to cleanse skin with our scientifically proven ingredients and a carefully balanced formulation.🧑‍🔬 

Non-drying botanicals and micro-fine clay get to work on sebum, dirt, and bacteria for a fresh-faced feel, while natural ingredients lather to a rich foam to hydrate and protect. 🌱",483,"[{'text': 'The best thing EVER! ❤️ I use this as a shower bar as well - couldn’t be without it now. It leaves my skin feeling soft and clean 😍 Even my hubby agrees (after I discovered him using it too) - he has really sensitive skin and it doesn’t irritate him.', 'length': 250}, {'text': 'Great product. I would highly recommend 👌🏽', 'length': 42}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #acne #exfoliate #dailyskincare #facecare #skincaretips #acnefree #oilyskin #exfoliates #radiantskin #blemishes #hydratingskincare #hydrate #earthday #hydratedskin', 'length': 355}, {'text': 'Your products are amazing! Unfortunately you don’t meet the shipping times. I’ve  waiting for two products 10 days in Spain. I really love your products, are really good. But you need to improve your logistic.', 'length': 209}, {'text': 'He borrado sin querer el codigo descuento del 30% y ahora no lo recuerdo, pueden darmelo de nuevo?', 'length': 98}, {'text': 'Great stuff ❤️it', 'length': 16}, {'text': '@lucinddda  look at these products for you 💕', 'length': 44}]"
This is your,<Post CcGBSOHjSxg>,208,16,['beautywithreason'],08/04/22,"This is your daily reminder 🌞🙋‍♀️

Divine uses our Amil-C Whip M5 SPF 30 🍊✨

#beautywithreason",94,"[{'text': 'This cream is SO GOOD ❤️🙌 have used it for quite some time now.', 'length': 63}, {'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #exfoliate #dailyskincare #skincaretips #spf30 #spf #exfoliates #niacinamide #radiantskin #exfoliation #glowyskin #skincareobsessed #skincarejunkie #vitaminc', 'length': 349}, {'text': 'Define clean in skincare?', 'length': 25}, {'text': 'Bought this recently - I’m in love!! 🙌🔥😍', 'length': 40}, {'text': ""Excellent endorsement. 👏👏👏 I've been thinking of trying it. Thank you."", 'length': 70}, {'text': 'so is this meant to be used as sunscreen? or is it just a moisturizer', 'length': 69}, {'text': 'Ok so is she American or British, help me out here', 'length': 50}, {'text': '❤️', 'length': 2}, {'text': '@facetheory you didn’t miss with this one! I use it all the time 😍', 'length': 66}]"
"""I truly love",<Post CcC-WjwJu7X>,-1,12,['theaftereffect'],07/04/22,"""I truly love your products and have been telling everyone I know about them for years. Thank you so much! I used almost exclusively Facetheory products to clear my skin and deal with post-inflammatory hyperpigmentation. It took me almost a year to get to the after pictures, but I noticed improvements after 1 month, it was thanks to your products! 👏""

Lisa's #TheAfterEffect 💙 
Skin type: Combination/dry 
Targeting: Hormonal acne
Routine: C2, C4, O9, M4 & M6",461,"[{'text': 'Such a amazing results 😍', 'length': 24}, {'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #moisturiser #skin #vegansofig #naturalskincare #antiaging #healthyskin #acne #exfoliate #dailyskincare #beforeandafter #acnetreatment #acnescars #oilyskin #exfoliateyourskin #skinjourney\xa0#skincareproducts #skincarejunkie #skincaretips #skincarecommunity #skincarelover #skincareobsessed', 'length': 386}, {'text': 'My daugter in law had the same spot on her face. I believe it’s harmonal changes for her. What’s the best product you can recommend ??', 'length': 134}, {'text': 'Hola qué tal quería preguntar si la crema mousse Amil C con perfume de bergamota la vais a reponer Gracias 😢', 'length': 108}, {'text': 'Have you changed the formulation of C2 Cleanser?', 'length': 48}, {'text': ""I'm using your products since 3 days. It's  a kind of magic 😍"", 'length': 61}, {'text': 'hey can u suggest me a product for blemishes', 'length': 44}, {'text': '@laurenbeckett_ I hear this range is so good', 'length': 44}]"
Searching for a,<Post CcA2PzrpKpi>,-1,22,[],06/04/22,"Searching for a hydrating serum that combats pigmentation, pores, redness and evens out skin tone? 🔍

Check out our bestselling Porebright N10! 💧",145,"[{'text': 'Sounds absolutely amazing 🙌', 'length': 27}, {'text': 'Just received my first order and I’m impressed with the moisturiser! Simple yet effective. ❤️', 'length': 93}, {'text': 'She’s AMAZING ❤️ On my second bottle and can’t live without it!', 'length': 63}, {'text': 'This is my favourite Facetheory product. It has had such an incredible effect on my skin. Just ordered my second bottle.', 'length': 120}, {'text': ""I've just ordered my first bottle of this, looking forward to trying it!"", 'length': 72}, {'text': 'My favorite serum!! Just finished the bottle. Definitely skin improvement 😇💗🦋🧚🏻\u200d♀️', 'length': 82}, {'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #acne #exfoliate #dailyskincare #facecare #skincaretips #acnefree #oilyskin #exfoliates #radiantskin #blemishes #hydratingskincare #hydrate #niacinamide #hydratedskin', 'length': 358}, {'text': ""can I use it every morning? or it's better before bed"", 'length': 53}, {'text': 'I ❤️ it', 'length': 7}, {'text': 'is it safe to use every day for sensitive skin?', 'length': 47}, {'text': 'i thought it had 10% AA ngl😭', 'length': 28}, {'text': 'That is your only serum with no propanediol, so there is no oily feeling in this one', 'length': 84}, {'text': 'Check DM please @facetheory🥰📩', 'length': 29}]"
🤷‍♂️🧖‍♀️,<Post Cb9xxHOJgR_>,-1,7,[],05/04/22,🤷‍♂️🧖‍♀️,8,"[{'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #exfoliate #dailyskincare #skincaretips #meme #memesdaily #exfoliates #robertpattinsonedit #radiantskin #exfoliation #robertpattinson\xa0#skincareobsessed\xa0#skincarejunkie\xa0#batmanmemes\xa0#batmanedit', 'length': 384}, {'text': 'Accurate meme', 'length': 13}, {'text': '😂😂😂', 'length': 3}, {'text': ""Totally!!! The best thing ever! 👏Since I've been using Facetheory, my skin thanks me every day, I even look prettier 🔥❤️"", 'length': 120}, {'text': '👏👏👏👏', 'length': 4}, {'text': '👏🔥🤩', 'length': 3}]"
Get ready with,<Post Cb70z-Bgs8J>,321,19,['beautywithreason'],04/04/22,"Get ready with Divine🧴🌤

Divine uses our: 
Clarifying Cleanser C2 💙
Porebright Serum N10 💧
Ocuwake Eye Cream EYE1 💕
Regena-C Moisturiser M4 💜
Amil-C Whip M5 SPF 30 ☀️

#beautywithreason",185,"[{'text': 'Just ordered this cleanser and I’m hoping I’ll notice a change!!! 🤞🏻❤️🙌', 'length': 71}, {'text': 'Love love love these products 🥰❤️', 'length': 33}, {'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #acne #exfoliate #dailyskincare #facecare #skincaretips #acnefree #oilyskin #exfoliates #radiantskin #blemishes #hydratingskincare #niacinamide #hydratedskin', 'length': 349}, {'text': 'Hey, do you have european delivery?', 'length': 35}, {'text': '❤️', 'length': 2}, {'text': 'I’m not sure I’d apply the cream cleanser like that. Scooping out with a couple of fingers, dotting on your face and massage in using the pads of your fingers would be more effective and better for our palms.', 'length': 208}, {'text': 'Wait. That spf, does it turn black skin blue? Thanks!!!', 'length': 55}, {'text': 'Pintazaa😍', 'length': 9}, {'text': 'You are so beautiful @divine.dtb 😍!! Your skin looks amazing!! 🤩✨', 'length': 65}, {'text': 'Can someone respond to my dm please @facetheory', 'length': 47}]"
Colloidal-C Anti-Redness Toner,<Post Cb7GODvA7T9>,228,15,[],04/04/22,"Colloidal-C Anti-Redness Toner T3💧

Formulated specifically against redness, irritation and inflammation. 🔥",107,"[{'text': ""I've been using this for just over a week and I love it! My skin is improving and it's so soothing 🙌"", 'length': 100}, {'text': 'Just recently started using this - liking it so far!', 'length': 52}, {'text': 'Oh I so need to try this 😍', 'length': 26}, {'text': 'Just had mine delivered 🙌', 'length': 25}, {'text': 'Loving your products 💙💛❤️', 'length': 25}, {'text': '#facetheory #skincare #crueltyfree #vegan #veganskincare #skincareroutine #cleanskincare #daycream #beauty #moisturiser #cleanbeauty #skin #vegansofig #naturalskincare #antiaging #healthyskin #acne #exfoliate #dailyskincare #facecare #skincaretips #acnefree #oilyskin #exfoliates #radiantskin #blemishes #hydratingskincare #hydrate #niacinamide #hydratedskin', 'length': 358}, {'text': 'Is this new? And did you change the cap?', 'length': 40}, {'text': 'Hey what’s good for hyperpigmentation? @facetheory', 'length': 50}]"
