,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Amanda Sachs from,<Post Ca0ScZFAlHI>,64,7,[],07/03/22,Amanda Sachs from @environmental_advocates_ny is working with @nyrenews to help secure $15B for New York's climate future. Act now at the link in our bio!,154,"[{'text': 'Please breakdown the $90 billion in “savings”. Really, I’d love to hear it, especially when people literally unsafe now, today, being assaulted and murdered on a daily basis at record highs in NY. Calling BS on this. Title and organization sounds as made up as their goals/planned results. BTW, on the brink of WW3, in case you hadn’t noticed. #defundseventhgeneration', 'length': 368}, {'text': '15B would go a long way to help stop the invasion by the country we continue to buy our oil from…..priorities, reality, ever heard of them?', 'length': 139}, {'text': 'Awesome! Thank you @seventhgeneration and Amanda!!!', 'length': 51}, {'text': 'I’ll invest in police instead. 💕', 'length': 32}, {'text': 'Amanda is so passionate about this, she has to read her lines. Also, people are more concerned about safety walking the street or riding the subway. 15B would better serve the public by funding police.', 'length': 201}]"
Learn more about,<Post CaU-4PBrJ0P>,151,17,[],23/02/22,Learn more about the EPA’s Safer Choice program and our mission to build a healthier future for this generation and seven generations to come at the link in our bio.,165,"[{'text': 'Love this soap! Great for coffee/tea stains in the kitchen sink', 'length': 63}, {'text': '#defundseventhgeneration #backtheblue', 'length': 37}, {'text': ""Greenwashing 👏\nIf company didn't put profits first - it would be glass bottles with metal caps and spray heads. \nThat plastic caps and spray heads isn't recyclable."", 'length': 164}, {'text': '** spends millions on lobbying to pass new epa standards. Puts few green labels on unrecyclable products ** \nProfits$$ ⬆️📈\n\nNice 👏', 'length': 130}, {'text': 'Nope!!! Never buying from @seventhgeneration !  They stated to defund the police!! #backtheblue #bluelivesmatter 🔥🔥🔥🔥🔥🔥', 'length': 119}, {'text': 'You must be upset that your New World Leader just praised the police last night when you were calling on defunding them.  #defundseventhgeneration', 'length': 146}, {'text': 'Used to order your products by the case on Amazon. Never again. #backtheblue', 'length': 76}, {'text': 'How is this better when its plastic 🥴', 'length': 37}, {'text': 'the main problem with cleaning or skincare products is the use of palm oil.  check out palmoilalliance.eu to understand the destruction of rainforests in columbia, nigeria and indonesia.  remember we use the rainforests to breath and we all love animals too.  all these certifications are a start.  but the destruction of the sourced item Palm Oil is the main issue and this topic has been left out of the discussion even by seventh generation.  you can give all you like but if you are using this palm oil so that you can stay in business are you really part of the solution?', 'length': 576}, {'text': 'Healthy futures need police.', 'length': 28}, {'text': 'Don’t ever call the police if someone tries to break into your business. Call your therapist instead #defundseventhgeneration', 'length': 125}, {'text': ""We're on the same mission 👍🏼 Well done"", 'length': 38}]"
From Lemongrass and,<Post CZ9ina5LF07>,128,12,[],14/02/22,"From Lemongrass and Clementine Zest to Lavender Flower and Mint, we’ve got plenty of dish liquid scents for you to fall in love with this Valentine’s day. All made safer for your family with 100% essential oils. Find yours at the link in our bio. 💚",248,"[{'text': '#defundseventhgeneration #backtheblue', 'length': 37}, {'text': ""After seven years, we've decided to close the Generation Good Advocates program. 🤣🤣🤣"", 'length': 84}, {'text': 'really why?', 'length': 11}, {'text': 'And there’s the name calling. So predictable.', 'length': 45}, {'text': '🙌🙌🙌🙌', 'length': 4}, {'text': 'This looks amazing too,❤️ we will Need to try it!', 'length': 49}, {'text': 'Please make a rose scented dish soap ♥️', 'length': 39}]"
New York! Tell,<Post CZe0MKdrMoG>,112,19,[],02/02/22,New York! Tell Albany to commit $15B to secure an equitable climate future for all New Yorkers. Click the link in our bio to take action now. Not in New York? You can still help raise awareness by sharing this post with your friends.,233,"[{'text': 'Brilliant….government limits fossil fuels, hence driving up costs with no real alternative anywhere in the near future, then increase working Americans taxes to subsidize the increased cost in fossil fuel use for people that can no longer afford it. Total clown show. Meanwhile, Unilever (parent company) continues to pollute and profit. #defundseventhgeneration', 'length': 362}, {'text': 'Green energy is the future. 🌍 Thanks for advocating for this!', 'length': 61}, {'text': 'Will never bye from you again!! You want to defund the police #backtheblue #policelivesmatter', 'length': 93}, {'text': '🙌🙌 thanks for sharing this important info 🌎', 'length': 43}, {'text': 'Crime up in Burlington Vt. Are you still Defunding Police', 'length': 57}, {'text': ""You guys lie. You think we're stupid."", 'length': 37}, {'text': 'Please consider publicly advocating for nuclear energy.  Clean and safe.  Climate change policies that don’t support nuclear are scientifically misguided.', 'length': 154}, {'text': 'Hi! How can I, as an influencer, collaborate with your company? @seventhgeneration I’d love to post content on my IG', 'length': 116}, {'text': 'Thank you for partnering with NY Renews to build pressure for this! Got an ad in my stories. I\'m a member of Sunrise NYC and we\'re also pushing for it. To all the ""blue lives matter"" people, goodbye, you won\'t be missed 👋🏻', 'length': 222}, {'text': 'We love your products! It’s all we use at our cleaning business 🙌🙌🙌', 'length': 67}, {'text': 'I bet New York likes their police now that you want to defend them.', 'length': 67}]"
Our Multi-Purpose Wipes,<Post CZYc8giMXq_>,120,6,[],31/01/22,"Our Multi-Purpose Wipes are perfect for making quick work of the everyday messes we all know so well. Plus, the refreshing Garden Mint Scent is made from 100% essential oils and botanical ingredients. Click the link in our bio to purchase on Amazon now.",253,"[{'text': 'Please check your direct message 🤍', 'length': 34}, {'text': 'safer cleaning products are so important! thank you for sharing!💚', 'length': 65}, {'text': 'This company has been using single-use plastics for the past 34 years. The landfills are littered with bottles emblazoned with an Iroquois maxim. At least you appeal to a niche consumer demographic.', 'length': 198}, {'text': 'Hi- how can I get a refund. I have a very serious rash declining after using this product', 'length': 89}, {'text': 'I think using a sponge has less impact on the environment. Or you can just keep piling on waste for convenience and profit. Hypocritical. #defundseventhgeneration', 'length': 162}]"
Did you know,<Post CWojauqrq2T>,266,32,[],23/11/21,"Did you know that the U.S. and other affluent nations are most responsible for the climate crisis? Or that the most vulnerable people are the ones hit hardest? Learn more about the inequities at the heart of the climate crisis, and what you can do to help combat them at the link in our bio.",291,"[{'text': 'Landfills: Incineration: Energy : Job market increase', 'length': 53}, {'text': 'Did you know you’re so hypocritical and never using your products ever again. Used for YEARS #defundseventhgeneration  back the blue. Terrible company.', 'length': 151}, {'text': 'Fake news lol', 'length': 13}, {'text': 'Complete hypocrites. And um……China?? Seriously, they are the worlds biggest polluter and have no plans to change it/said going to keeping building coal plants, while the US has taken more steps than any other country. Nothing like a foreign company bashing the USA, and trying to ding us for past emissions. clown show liars. Good business strategy too, keep angering more than half of the US. #defundseventhgeneration #backtheblue', 'length': 431}, {'text': 'So… China and India don’t exist?  Tf?', 'length': 37}, {'text': 'Such fools.', 'length': 11}, {'text': 'Thank you for speaking up about what matters, please do more of it', 'length': 66}, {'text': 'Umm get your facts straight…what about China and India??', 'length': 56}, {'text': 'False news!!!!', 'length': 14}, {'text': ""Someone wants a high ESG score... now don't they??"", 'length': 50}, {'text': 'Folks! China is covered above under “other affluent nations”. Ok? 🤦🏽\u200d♂️', 'length': 71}, {'text': 'Folks- get your fact straight.  the US has put more greenhouse gases into the atmosphere than any other country.  Plain and simpler.  We bear a lot of responsibility for this mess.', 'length': 180}, {'text': 'Lolololololololololol', 'length': 21}, {'text': '@seventhgeneration Salve vi ho scritto in direct', 'length': 48}, {'text': 'What climate crisis?  Stop making your products then and selling them for profit', 'length': 80}, {'text': 'Thanks Unilever', 'length': 15}, {'text': 'We still remember what you said and still encourage everyone not to spend money on your products.\n🖤💙🖤 #backtheblue #defundseventhgeneration', 'length': 139}, {'text': '😂 There are much better companies that manufacture cleaner, greener products and do not promote this nonsense or defund the police. I left your butt two years ago and found a Patriot company that blows your products out of the water.', 'length': 233}, {'text': 'Defund Seventh Generation! Never in our house and we used to be faithful customers.', 'length': 83}, {'text': 'Can you even spell ""China""??? Give it a rest. This is #fakenews', 'length': 63}, {'text': 'Sell your product and shut up', 'length': 29}, {'text': 'False. the commercial fishing industry is the main culprit of  causing the climate crisis.', 'length': 90}, {'text': '😢 time for change. 🌎❤️', 'length': 22}]"
Give your newborn,<Post CY9Cy8RMgOr>,98,9,[],20/01/22,"Give your newborn a clean, fresh start with our Sensitive Protection Diapers. Our absorbent core provides the long-lasting, 12-hour protection your bundle needs, while our FreshAir™ Breathable Layer helps release humidity. The future looks good on @dlmhendrix's baby!",267,"[{'text': '#defundseventhgeneration', 'length': 24}, {'text': 'What a cutie! ❤️', 'length': 16}, {'text': 'Yet you donate to planned parenthood? Hmm 🤔 yeah. Never EVER supporting you again.', 'length': 82}, {'text': 'Getting canceled works both ways and the left started it.', 'length': 57}, {'text': 'It’s funny…..somehow, half the posts I place for this major polluter company somehow disappear. They know being dishonest about who they are and what they represent is their only chance. Clock is ticking and they are circling the drain. #defundseventhgeneration', 'length': 261}, {'text': 'DEFUND SEVENTH GENERATION!', 'length': 26}, {'text': 'I DEMAND A REFUND! MY SON HAS A RASH AFTER USING THIS PRODUCT! DM ME', 'length': 68}]"
Our fan-favorite EasyDose™,<Post CYr5FGBMVah>,139,21,[],13/01/22,"Our fan-favorite EasyDose™ Ultra Concentrated Laundry Detergent has an average rating of 4.7 stars⭐ If you haven't tried it yet, what are you waiting for? Click the link in our bio to learn more.",195,"[{'text': 'Check dm🤍✨', 'length': 10}, {'text': 'Amazing product 😍', 'length': 17}, {'text': '#defundseventhgeneration', 'length': 24}, {'text': 'This is my favourite scent but I use  the free and clear for my baby. Love this product.', 'length': 88}, {'text': ""Yes! It's my fav!"", 'length': 17}, {'text': 'Great packaging. Great design!!!!💚', 'length': 34}, {'text': ""Why can't I get a free sample to try before buying.. Money is tight."", 'length': 68}, {'text': 'Is it true that you’ve been bought out? :/', 'length': 42}, {'text': 'Love your brand', 'length': 15}, {'text': 'Defund seventh generation 👏 we👏will👏not👏forget👏', 'length': 47}, {'text': 'Defunded', 'length': 8}, {'text': 'Friendly reminder that seventh generation is anti-police. Never buying from them again. ☺️', 'length': 90}, {'text': 'When will there be a clean and clear enzyme concentrated laundry detergent or one for the babies? @seventhgeneration  I love your products but want a scented free enzyme version for my baby and I😩', 'length': 196}, {'text': 'Hey remember when you wanted to defund the police? We remember. Assclowns.', 'length': 74}]"
B Corporations set,<Post CYjuqA0MdEs>,181,11,[],10/01/22,"B Corporations set the standard for corporate responsibility and we're proud to stand up for our workers, our communities, and our environment. This year, you can make a difference with your dollar by supporting Certified B Corporations. 🌎 Do you look for the logo when shopping for products?",292,"[{'text': 'And what about the logo for those who don’t support law enforcement? I can tell you that logo…. #defundseventhgeneration', 'length': 120}, {'text': 'Oh wow I didn’t know such a certification existed. I will look for that!', 'length': 72}, {'text': 'Do you use fossil fuels for your plastics? Are you a supporter of BLM?', 'length': 70}, {'text': '🙌 always!', 'length': 9}, {'text': '🗑 🗑 🗑', 'length': 5}, {'text': ""How much did you give to BLM? Did you hear they Don't know what happened to the $60+ million dollars they raised???"", 'length': 115}, {'text': '@seventhgeneration you guys have the best products. We always get the best feedback from customers after we clean their homes with your products!', 'length': 145}]"
Our Disinfecting Cleaning,<Post CYZB-x5rMWS>,151,5,[],06/01/22,"Our Disinfecting Cleaning products use Thymol to kill 99.9% of household germs in one easy step, with no rinse required. But what is Thymol, anyway?",148,"[{'text': 'Awesome packaging💚', 'length': 18}, {'text': 'PlantFam4Ever 🌱', 'length': 15}, {'text': 'I use this because it does not set off of my air purifier dirty air sensor, but other products do....', 'length': 101}, {'text': 'See you on the clearance…..', 'length': 27}, {'text': 'Still want to defund the police?', 'length': 32}]"
"New year, new",<Post CYUXRG1M69H>,103,9,[],04/01/22,"New year, new opportunities. For us, that means deepening our commitment to protecting future generations and doing our part to build a more healthy, sustainable, and equitable world. We hope you’ll join us. Happy New Year!",223,"[{'text': 'I am infatuated with the design of these diapers. I have never seen anything like it. Amazing', 'length': 93}, {'text': 'Cute!', 'length': 5}, {'text': 'So cute. Just in time for the local baby boom. ❤️', 'length': 49}, {'text': 'Start the indoctrination as early as possible. Those diapers with sayings will look so cute in the landfill. #defundseventhgeneration #backtheblue', 'length': 146}, {'text': 'That’s interesting since y’all promote movements that are very unpeaceful to thousands of innocent people.', 'length': 106}, {'text': '#defundseventhgeneration', 'length': 24}, {'text': 'Unless this little one grows up and goes into law enforcement..then you don’t care. Protecting your profit, not future generations.', 'length': 131}, {'text': 'Yay! 😍', 'length': 6}, {'text': 'Peace in a world without police?! Yea right……', 'length': 45}]"
