,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
When life gives,<Post CcQ1nILLUxh>,787,25,[],12/04/22,"When life gives us lemons, we make everyone's favorite Raspberry Lemonade Greek Yogurt. Back by popular demand for a limited time only. 🍋",137,"[{'text': 'I just ate one of those at lunch today!! Yum!!!', 'length': 47}, {'text': 'My favorite!!! Wish it was a permanent flavor!!', 'length': 47}, {'text': 'So good!!!!', 'length': 11}, {'text': 'Yesssss! Im stocking up! 🍋', 'length': 26}, {'text': 'summertime is here', 'length': 18}, {'text': 'The best', 'length': 8}, {'text': 'YUM!! Perfect spring flavor 😍', 'length': 29}, {'text': 'YESSSSSSS', 'length': 9}, {'text': 'bless u chobani', 'length': 15}, {'text': 'Oh my gosh this sounds SO good 😍', 'length': 32}, {'text': 'Soooooo happy!!!!!!!', 'length': 20}, {'text': 'Looks delish!!', 'length': 14}, {'text': '🤤🤤🤤', 'length': 3}, {'text': ""Absolutely delicious!!! I'm so happy aldi has them"", 'length': 50}, {'text': 'I shall become a temporary hoarder 😍', 'length': 36}, {'text': 'Best flavor ever!!! Please make this a permanent flavor!', 'length': 56}, {'text': 'Lol', 'length': 3}, {'text': 'TG', 'length': 2}, {'text': 'RIP to chocolate orange', 'length': 23}, {'text': 'Please make this a permanent flavor❤️❤️❤️', 'length': 41}, {'text': 'I hate when advertising works on me haha. But I saw this ad and had to try it. Currently eating one and love it. You got me!', 'length': 124}, {'text': '@chobaniau this would be a great summer flavour', 'length': 47}]"
Found our BFFs,<Post CcNo4U5ro7P>,672,16,['nationalpetday'],11/04/22,Found our BFFs in our camera roll…#nationalpetday,49,"[{'text': 'Our favorite day! 🐶🐶', 'length': 20}, {'text': 'I need some of this right now', 'length': 29}, {'text': 'Yummm', 'length': 5}, {'text': 'ahh too cute this made my day', 'length': 29}, {'text': 'Yurrr', 'length': 5}, {'text': '🐶😻', 'length': 2}, {'text': 'The key lime one>>>>', 'length': 20}, {'text': 'Chobani flips 🤪😋', 'length': 16}, {'text': '🐾❤', 'length': 2}, {'text': 'Cool', 'length': 4}, {'text': 'What a cutie!!', 'length': 14}, {'text': '😍😍', 'length': 2}, {'text': 'I think my Walmart got rid of that one 😢', 'length': 40}, {'text': 'Look dad @steven_pryatel I’m Instagram famous! I made it! #thankful #stayblessed #chobaniyogurt', 'length': 95}]"
"Felt cute, might",<Post CcGQCUfsXTL>,484,30,[],08/04/22,"Felt cute, might delete never ✨",31,"[{'text': 'Why did you change the size of the carton recently', 'length': 50}, {'text': 'What happened to the vanilla oat milk yogurt???', 'length': 47}, {'text': 'Turks were the first to invent yogurt. Yogurt is a Turkish word anyway. Why is it sold as a Greek product?', 'length': 106}, {'text': 'The Extra Creamy is amazing! Best oat milk for a latte hands down!', 'length': 66}, {'text': 'I would love a strawberry oat milk 🥛🍓', 'length': 37}, {'text': 'Love the extra creamy for lattes', 'length': 32}, {'text': 'Extra creamy all the way!', 'length': 25}, {'text': 'The best!', 'length': 9}, {'text': 'Love these 🤗', 'length': 12}, {'text': 'Read your TikTok comments', 'length': 25}, {'text': ""I need more of the zero sugar on the mark I cannot find them anywhere it's driving me crazy ughhh"", 'length': 97}, {'text': 'i miss the chocolate sometimes 😔', 'length': 32}, {'text': 'This line up!! 👏👏', 'length': 17}, {'text': 'chobani I love u ur creamers r perfect', 'length': 38}, {'text': 'how bout a chocolate oat milk, pls💖\U0001f979', 'length': 36}, {'text': 'It’s literally full of oil. You’re drinking oils. Not oats.', 'length': 59}, {'text': 'Maybe a calcified penal gland is a blessing.', 'length': 44}, {'text': '@chobani why did you stop using organic oats?! I noticed it now says “whole grain” instead of “organic” now.', 'length': 108}, {'text': '@chobani could you please undelete the Chocolate Oat Milk Drink? 🍫 🥛 🔥 😢', 'length': 72}]"
Chobani Probiotic is,<Post CcDrPanAPIF>,456,25,[],07/04/22,"Chobani Probiotic is a refreshing burst of flavor with billions of probiotics that support your gut health. Cool, right?",120,"[{'text': '👏👏👏', 'length': 3}, {'text': 'Just tried the peach one and loved it!! Shared with my followers', 'length': 64}, {'text': 'Will this be available in store?🤔', 'length': 33}, {'text': 'Send us some yogurt y’all!!!! ❤️❤️❤️❤️❤️', 'length': 40}, {'text': 'Yes ...very good. Our #gut is our second brain...bit like your brain ..both need to booked after....', 'length': 100}, {'text': 'The coolest 😎', 'length': 13}, {'text': 'Chobani turns you into a super hero', 'length': 35}, {'text': 'Yeeees 🙌', 'length': 8}, {'text': 'Yum❤️', 'length': 5}, {'text': 'I didn’t like the taste with this flavor …. It was strange', 'length': 58}, {'text': 'Isn’t this just kombucha', 'length': 24}, {'text': 'I need to try!! 🔥🔥🔥', 'length': 19}, {'text': 'So, far not seen at our stores 😢', 'length': 32}, {'text': 'Chobani probiotics are my favorites!! I wish my local grocery stores kept them better stocked!', 'length': 94}, {'text': '😍😍', 'length': 2}, {'text': '👏👏👏', 'length': 3}, {'text': '@chobani will you ever bring back the Chocolate Oat Milk drink? That was my favorite and I’m sure I don’t only speak for myself 🔥 🍫 🥛', 'length': 133}, {'text': 'Hey @chobani  r these ok for pregnant girls..?', 'length': 46}]"
👀 👀 👀,<Post CcA_lJsrZ0f>,302,15,[],06/04/22,👀 👀 👀,5,"[{'text': 'Are we getting watermelon back this summer!?', 'length': 44}, {'text': 'cherry!!!', 'length': 9}, {'text': 'Mixed Berry is the best', 'length': 23}, {'text': 'My favorite chobani snack', 'length': 25}, {'text': 'My favorite is the Perfect Peach Cobbler Flip. Don’t EVER EVER EVER EVER EVER EVER EVER EVER EVER EVERRRRR discontinue it. EVER! Also, please make the granola mix an item that we can buy on it’s own as well.', 'length': 207}, {'text': 'wild if true', 'length': 12}, {'text': 'Coco', 'length': 4}, {'text': 'so real, chobani never lies', 'length': 27}, {'text': 'TRUE', 'length': 4}, {'text': 'Should have used The Office meme, where Pam is asked by corporate to spot the difference.', 'length': 89}, {'text': 'no lie 🍑 is the absolute best flavor !', 'length': 38}, {'text': '😮🙌', 'length': 2}]"
Do you think,<Post Cb6CYMnD-zV>,344,13,[],03/04/22,Do you think we’ll win Best New Artist?,39,"[{'text': 'you guys are KILLING it with these hilarious posts', 'length': 50}, {'text': 'Absolutely! 🙌 best new song of 2022😂', 'length': 36}, {'text': 'prob yeah', 'length': 9}, {'text': '😂', 'length': 1}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Yes because no one is better than chobani', 'length': 41}, {'text': 'I MISS THE APPLE CRISP CHOBANI FLIPS PLEASE BRING THEM BACK OR SEND ME SOME 😢', 'length': 77}, {'text': ""why not make the inside of the yogurt containers smoother so it's easier to get everything with your spoon?"", 'length': 107}, {'text': 'If you bring back more of the Mint Cookie, yes.', 'length': 47}, {'text': 'Ummm... nope, sorry. Take a bath in it??? 😆  hahahaha', 'length': 53}, {'text': 'Love this ❤️💯 I sent you a DM 🥰', 'length': 31}, {'text': 'We are here for the party @chobani', 'length': 34}]"
‼️ TODAY ONLY,<Post Cb2sZpYscCt>,1479,257,[],02/04/22,"‼️ TODAY ONLY ‼️ Like this post for a chance to win the (VERY REAL) biggest oatmilk cup ever 🥛 

How to enter:
Follow @chobani
Have a public profile
Tag 3 friends
Winners selected by 4/4
NO PURCHASE NECESSARY. Enter Sweepstakes by 4/3/22 11:59am. To enter and for Official Rules, visit the link in our bio.",306,"[{'text': 'WE NEED IT RIGHT MEOW', 'length': 21}, {'text': '😮😮😮', 'length': 3}, {'text': 'LOL WAIT REALLY', 'length': 15}, {'text': 'Oh YES', 'length': 6}, {'text': '😍', 'length': 1}, {'text': 'ahhhhhh please 😍', 'length': 16}, {'text': '🙌❤️🙌😍', 'length': 5}, {'text': '@sereinrains @pierinacaligaris_art @michewdraws Chobani would never let me down on April fools 😭💕', 'length': 97}, {'text': '@tsaglimbeni this cup wouldn’t fill the love we have for Chobani', 'length': 64}, {'text': 'Pleaseeeee 🥺🤞 @itsnewri @_jeffyoo_ @jjunn.park', 'length': 46}, {'text': '@shannnnonandres  I would really love this', 'length': 42}, {'text': '@ixcot_', 'length': 7}, {'text': '@lydiabed @shannon.eileen_ @karalynn26', 'length': 38}, {'text': '@keaganjoelle @alyssaheminger @gabby_voit', 'length': 41}, {'text': '@awesomecoolcat309 please like this post 🙏🏼', 'length': 43}, {'text': '@brianna.hassannia @_matty_joe_ @hannahhlee7 y’all know how much i love oat milk 😩', 'length': 82}, {'text': '@jackiemartucci @jordanmartucci @may_jones8 melk', 'length': 48}, {'text': '@arminehbabakhanian @nazariaida @ailinghaderi 😍😍😍😍', 'length': 50}, {'text': '@daveandhanna @barefoot_janina @not_the_exercise_guy I want this cup lol', 'length': 72}, {'text': '@londamonnee', 'length': 12}, {'text': '@courtjurzynski @emartbaybay12 @carlyflannery', 'length': 45}, {'text': '@alyssac03 @naomiii_saraiii @urgurlamanda', 'length': 41}, {'text': '@she.rise.home.collection @huh_wait_who @longbeachalumni', 'length': 56}, {'text': '@cheyannerosetaylor', 'length': 19}, {'text': '@samoffidani', 'length': 12}, {'text': '@baileysward @nicolezielinski @ak_hutton', 'length': 40}, {'text': '@janettn', 'length': 8}, {'text': '@adri_ace_riiv', 'length': 14}, {'text': 'What a big glass!!! @its_just_me_cheralyn_rose  @birdiemrcuddles  @lauralefebvre86 🥛🥛🥛', 'length': 86}, {'text': 'lol @alex.crossman', 'length': 18}, {'text': '@taty3100', 'length': 9}, {'text': 'Hahhahaha awesome', 'length': 17}, {'text': 'Would love to win!!! 😍', 'length': 22}, {'text': 'Crossing my fingers 🤞🤞🤞', 'length': 23}, {'text': 'CHOBANIIIIIIII', 'length': 14}, {'text': '🙌 🥛 😍 yes!!! FINALLY!!!', 'length': 23}, {'text': 'NEED THIS', 'length': 9}, {'text': 'I. Would. Drown very happily in that cup.', 'length': 41}, {'text': '@veryharryhill @emmahernando @platformarchives', 'length': 46}, {'text': 'Would love this!', 'length': 16}, {'text': '@wanderingfamlv @gardenialover1 @bphelps1976', 'length': 44}, {'text': '😍 @chicagobakeoff @cdk7997 @croat23', 'length': 35}, {'text': '@talialevinas the things we would do with this', 'length': 46}, {'text': 'I neeeeed this', 'length': 14}, {'text': 'i would love this 😍', 'length': 19}, {'text': 'OMG PLS ILL DRINK MY LATTES OUT OF THIS FOREVER', 'length': 47}, {'text': 'Ahh!!! @read.write.coffee @readbytiffany @pretty_little_library', 'length': 63}, {'text': 'I NEEED THIS', 'length': 12}, {'text': 'I don’t care if I win it or not but I love Chobani', 'length': 50}, {'text': 'This would be amazing for my new 96oz chobani creamy oatmilk I bought lol. So happy you guys made a bottle that big!', 'length': 116}]"
We heard you,<Post CbzuK3mD_X8>,599,33,[],01/04/22,We heard you ❤️ oatmilk. A LOT. So we made the biggest oatmilk cups ever for our biggest oatmilk fans 🥛 Coming soon to a retailer near you.,139,"[{'text': 'Omg I need 😮', 'length': 12}, {'text': '4 BIG fanz only 🥛🙅\u200d♀️‼️', 'length': 23}, {'text': 'I NEEEEED', 'length': 9}, {'text': 'the splash 😭', 'length': 12}, {'text': 'YES!!!!🙌❤️', 'length': 10}, {'text': 'Big sip!! 🥛', 'length': 11}, {'text': 'wait so i can get MORE chobani oat merch? cra.', 'length': 46}, {'text': 'How cool! 👏', 'length': 11}, {'text': 'The perfect size 😂', 'length': 18}, {'text': 'need this', 'length': 9}, {'text': 'Good one 😂', 'length': 10}, {'text': '🙌🔥👏❤️', 'length': 5}, {'text': 'The OAT is the GOAT! ❤️', 'length': 23}, {'text': '😂', 'length': 1}, {'text': 'neeeed', 'length': 6}, {'text': 'neeeed!', 'length': 7}, {'text': 'I hope it’s non dairy 🥛', 'length': 23}, {'text': 'Oat + milk from Chobani= awesomeness', 'length': 36}, {'text': 'This is AMAZING 🙌', 'length': 17}, {'text': 'I MISS THE APPLE CRISP CHOBANI FLIPS PLEASE BRING THEM BACK OR SEND ME SOME 😢', 'length': 77}, {'text': 'Yay! Chobani oat milk hat next please!', 'length': 38}, {'text': 'Deliciosa', 'length': 9}, {'text': 'Cinema 4D?', 'length': 10}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '😍😍😍😍', 'length': 4}, {'text': ""*nibbles popcorn and waits for SOMEONE to realize it's April 1st*"", 'length': 65}, {'text': '🔥🔥🔥🔥🔥', 'length': 5}, {'text': 'I want one!!! @tsaglimbeni we need matching ones', 'length': 48}, {'text': '@lextrabeautiful  better than almond milk', 'length': 41}, {'text': '@chobani i need the chocolate oat milk back 😭', 'length': 45}]"
Help us decide,<Post CbvZVjGvk_d>,1372,105,[],30/03/22,Help us decide what to sip to attract spring vibes? Comment with a 🍒  or a 🍋 .,78,"[{'text': 'Visited the Greek islands 10 years ago and I STILL dream about the amazing Greek yogurt I had there with fresh lemon juice and honey drizzled over it!😋😋😋 Chobani plain yogurt is the closest thing I’ve ever had to that.', 'length': 218}, {'text': 'Where can we get these ?', 'length': 24}, {'text': 'Your oat milk & dairy free products are my favorites please make more vegan yogurts!!!💗💗💗🥺', 'length': 90}, {'text': '😮😍 👏🏽👏🏽 looking forward to trying these! Love all of your plant based products 🙌🏽', 'length': 81}, {'text': 'Wow wow both of these look amazing 😍', 'length': 36}, {'text': 'The Cherry and pineapple are both amazing', 'length': 41}, {'text': 'Ohhhh', 'length': 5}, {'text': 'Lemon 🍋!!!!! Lemons have so many different health properties!', 'length': 61}, {'text': '🍋🍋🍋', 'length': 3}, {'text': '🍋', 'length': 1}, {'text': 'Yes this stuff is awesome! I really like the lemon and pineapple but love the 🍒. The peach one is super good too!', 'length': 113}, {'text': '😍😍😍', 'length': 3}, {'text': 'BOTH!!!!!!! ❤️😍❤️😍❤️😍🔥🔥🔥', 'length': 24}, {'text': '🍋', 'length': 1}, {'text': '🍋', 'length': 1}, {'text': 'Seriously love these! So delicious!🙌', 'length': 36}, {'text': '🍋🍋🍋🍋', 'length': 4}, {'text': 'Cherry and peach are such a toss up for best drink!', 'length': 51}, {'text': 'Lemon Ginger is my favorite 😍', 'length': 29}, {'text': 'Lemon 🍋', 'length': 7}, {'text': 'Lemon 🍋 ginger', 'length': 14}, {'text': 'Wow Chobani just keeps stepping it up 👏', 'length': 39}, {'text': '🍒', 'length': 1}, {'text': 'I would try both being those are exactly my two kind of favorite tea', 'length': 68}, {'text': '🍋', 'length': 1}, {'text': 'Lemon and yogurt are fab together 🍋', 'length': 35}, {'text': 'My mom loves the cherry 🍒 flavor but I like the lemon🍋 one!', 'length': 59}, {'text': '🍋🍋🍋🍋', 'length': 4}, {'text': 'They are perfect!!!!!! ❤️❤️❤️❤️❤️🙌🙌🙌🙌🙌 @chobani been in love with all of them for a few months 🍒🍍🍋🍑🍑🍑🍑🍑', 'length': 103}, {'text': '🍒 my favvvvvvv @chobani', 'length': 23}, {'text': '🍋 all time favorite 😍', 'length': 21}, {'text': 'Cherry', 'length': 6}, {'text': 'Look delicious!', 'length': 15}, {'text': 'Oooh yumm 🍒', 'length': 11}, {'text': 'Personally I would have to say 🍒, I’ve always had a soft spot for cherries, however 🍋 sounds good too. I think I’d have to try BOTH', 'length': 131}, {'text': '🍋', 'length': 1}, {'text': 'Lemon', 'length': 5}, {'text': '🍒🍒🍒', 'length': 3}, {'text': '🍋', 'length': 1}, {'text': '🍋', 'length': 1}, {'text': '🍒', 'length': 1}, {'text': '🍋🍋', 'length': 2}, {'text': 'Just saw these at Publix today', 'length': 30}, {'text': '🍋', 'length': 1}, {'text': 'So pretty!!! 👏', 'length': 14}, {'text': '🍒 🍒 🍒', 'length': 5}, {'text': '🍋', 'length': 1}, {'text': '🍒', 'length': 1}, {'text': '🍋, of course!', 'length': 13}, {'text': '🍒', 'length': 1}]"
Dear everyone who,<Post CbtC7eejnDE>,395,21,[],29/03/22,"Dear everyone who ever said “you can’t have your cake and eat it too” 🍰
*Not a low calorie food",95,"[{'text': '😍😍😍😍', 'length': 4}, {'text': 'Yes!!! More flavors ❤️', 'length': 22}, {'text': 'Soooo grateful to you for making this product!❤️❤️❤️', 'length': 52}, {'text': 'Yummy 😋', 'length': 7}, {'text': 'the best😍😍', 'length': 10}, {'text': 'Yummy please import to Germany ❤️', 'length': 33}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': '🙌', 'length': 1}, {'text': 'Love this yummy stuff. With our store carried more varieties of the zero sugar yoguart😋😋❤❤', 'length': 90}, {'text': 'I LOVE THIS YOGURT PLEASE SEND US SOME SAMPLES AHAHAHA ❤️', 'length': 57}, {'text': '💛💛 #berries', 'length': 11}, {'text': 'Chobani helped me lose over 20 pounds #welovechobani', 'length': 52}, {'text': 'You guys have to come out with 0% sugar yogurt snack flips', 'length': 58}, {'text': 'Literally heaven I love Chobani', 'length': 31}, {'text': 'I would love to see a zero sugar coffee creamer!', 'length': 48}, {'text': 'Hope to find this strawberry cheesecake  flavor!  Having an intolerance to lactose, this Chobani yogurt is my new favorite!!', 'length': 124}, {'text': '@chobani it’s available in the U.K ? Thank you', 'length': 46}, {'text': '@rubyhoanggg bh mới về VN nhỉ😢', 'length': 30}, {'text': '@chobani  is this available in Canada???', 'length': 40}, {'text': '@chobani can you please define the word woman?  Your customers deserve to know.', 'length': 79}]"
Swipe right on,<Post CbqN8-AvAmd>,453,16,[],28/03/22,Swipe right on oatmilk,22,"[{'text': 'Truly the best oatmilk in the game 🙌', 'length': 36}, {'text': 'Gonna try vanilla. Yumm', 'length': 23}, {'text': ""plain extra creamy is where it's at 🔥"", 'length': 37}, {'text': 'i’ve been swiping right !!!', 'length': 27}, {'text': 'This is a great product', 'length': 23}, {'text': 'Missing my boo extra creamy.', 'length': 28}, {'text': 'Extra creamy !!!', 'length': 16}, {'text': 'Yeah 🙌', 'length': 6}, {'text': 'YESSSS😍', 'length': 7}, {'text': 'your social media team 👏👏👏👏', 'length': 27}, {'text': 'dipotassium phosphate is a no no', 'length': 32}, {'text': 'I’d love this even more if you used organic oats!! 💕', 'length': 52}, {'text': 'The best 😍😍😍', 'length': 12}, {'text': '@smahavinenefesol', 'length': 17}, {'text': '@smahavinenefesol', 'length': 17}]"
Swipe to zoom,<Post Cbn9-wft987>,2606,52,[],27/03/22,Swipe to zoom in on the red carpet’s hottest accessory.,55,"[{'text': '👏👏👏👏', 'length': 4}, {'text': 'Chobani…shame on you! If you are going public you better respect your customers. I just bought 10 containers of your yogurt and each container was only half filled. You’re not going to take at advantage of your customers especially in this recession. Greed will not be tolerated. Shame because American customers trusted your company.', 'length': 334}, {'text': 'ahahahahahaha this is amazing', 'length': 29}, {'text': 'EPIC!', 'length': 5}, {'text': 'This is so great! 👏', 'length': 19}, {'text': 'This is so amazing', 'length': 18}, {'text': 'Is the bag available at stores yet😂🙌❤️', 'length': 38}, {'text': '😍❤️❤️❤️', 'length': 7}, {'text': '👏So chic👏', 'length': 9}, {'text': 'Chobani yummy', 'length': 13}, {'text': 'i’m obsessed with this commercial!!', 'length': 35}, {'text': '👏👏👏👏', 'length': 4}, {'text': 'Is this for real?', 'length': 17}, {'text': '✌️👍', 'length': 3}, {'text': 'This is SO good 🔥', 'length': 17}, {'text': 'I need one asap', 'length': 15}, {'text': 'Omg!', 'length': 4}, {'text': 'Did you?!...😁You, folks!😄🙌', 'length': 26}, {'text': 'Love love love it😍😍', 'length': 19}, {'text': 'This is gold 😍', 'length': 14}, {'text': '❤️And the Oscar goes to…', 'length': 24}, {'text': 'Stop!! I hope this is real!!', 'length': 28}, {'text': 'I wanna be her so bad 😭', 'length': 23}, {'text': 'Omg the fact I’d rock the heck out of this bag', 'length': 46}, {'text': 'I’m dead 💀', 'length': 10}, {'text': 'Omg is this real?', 'length': 17}, {'text': 'AHAHAHAHAHA LOVE IT GIVE US FREE YOGURT CHOBANI!!!!!! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'length': 88}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'LOVE the cool purse!!', 'length': 21}, {'text': 'A true @chobani queen 😍', 'length': 23}, {'text': 'I’m deadddddd', 'length': 13}, {'text': '😍', 'length': 1}, {'text': 'girl wtf 😭', 'length': 10}, {'text': 'ICONIC', 'length': 6}, {'text': '@hamdi.ulukaya @chobani it was amazing advertisment which never forget from mind', 'length': 80}, {'text': '@xtinariggio', 'length': 12}, {'text': 'I will gladly wear this. Please send me one', 'length': 43}, {'text': 'Oh look it’s me! @fithianr @michelleshirlow', 'length': 43}, {'text': 'I am all paranoid @chobani will discontinue it since my @foodlion had it on closeout! Please tell me I am wrong bc this is THE BEST and closest thing to millk.. i miss dairy', 'length': 173}, {'text': 'such a fact.', 'length': 12}, {'text': 'Hamdi abim Allah aşkına bana dönüş yaparsanız sevinirim bekliyorum', 'length': 66}, {'text': 'Oh no, the chobani oat is expired :(', 'length': 36}, {'text': 'Who is she?', 'length': 11}, {'text': '@felix.fyi  smart', 'length': 17}]"
✨ V ✨,<Post CbiYoVluugK>,344,11,[],25/03/22,✨ V ✨ A ✨ N ✨ I ✨ L ✨ L ✨A ✨,28,"[{'text': 'I love Chobani', 'length': 14}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'My Fav!!✨🌻🤍', 'length': 11}, {'text': '😍', 'length': 1}, {'text': 'Yummy 🤤', 'length': 7}, {'text': 'My favorite', 'length': 11}, {'text': 'I love chobani🤤', 'length': 15}, {'text': 'Three ridges on the inside of the container make it challenging to get all the yogurt out.  Why not make the container smoother for ease of consumption?', 'length': 152}, {'text': 'P', 'length': 1}]"
Leave room for,<Post CbfyaiyM_WE>,974,39,[],24/03/22,"Leave room for mmmmm. Your coffee is going to love our new plant-based, vegan-friendly Chobani Coffee Creamers. Which flavor are you swirling?",142,"[{'text': 'Please fix the packaging design. The lids are a leaky runny mess!', 'length': 65}, {'text': 'Omggggg 😍😍😍', 'length': 11}, {'text': 'OH YES!!! Take all my money!! Calling around to stores now😂', 'length': 59}, {'text': 'ALLLLLLLLLL OF THEM! 😫🔥', 'length': 23}, {'text': 'Not gonna lie, I kinda hated the chocolate-hazelnut at first but after a few uses it really grew on me', 'length': 102}, {'text': 'Omgaaaahhhhh finally!', 'length': 21}, {'text': 'Can also be used in hot chocolate! (I quit smoking and also drinking coffee. They went hand in hand but i realized that coffee creamers are great in hot chocolate.)', 'length': 164}, {'text': 'They only have French vanilla and sweet cream in my stores 💔😭', 'length': 61}, {'text': 'OMGGGGG I’m about to go to target now to find these 🤎', 'length': 53}, {'text': 'can’t wait to try!!!!😫', 'length': 22}, {'text': 'Yummmmm', 'length': 7}, {'text': 'Cannot find anywhere', 'length': 20}, {'text': 'Chocolate Hazelnut and Caramel Macchiato sound soooo delicious!!!!!', 'length': 67}, {'text': 'You guys should check annainseoul out on Tiktok because she’s a gold mine of chobani content. You guys are her fav. That’s all. I’m just a fan. Bye! ☺️', 'length': 151}, {'text': '😍🤩', 'length': 2}, {'text': 'BRING BACK COOKIES AND CREAM CREAMER PLZ', 'length': 40}, {'text': 'I can never find it! Hopefully will soon!❤️', 'length': 43}, {'text': 'That caramel macchiato is truly something special 😍', 'length': 51}, {'text': 'I just tried Chobani sweet cream creamer. It was delicious. I had to drive to the States to purchase it but it was worth it. Any chance these will be sold in Canada? (BC)', 'length': 170}, {'text': 'I’m starting to love everything about y’all .. coffee yogurt creamer I’m actually saving money to instead of going to Dunkin 😂', 'length': 126}, {'text': 'Love sweet cream!!!!🙌🙌🙌🙌🙌', 'length': 25}, {'text': 'I love the Chonani creamer. It is the best and I don’t have to measure out half/half and sweetener separately. But the lid design is terrible! I literally spill, drip, or dribble every single time. So that part is frustrating because who wants to clean up a mess when they just want their morning coffee?', 'length': 304}, {'text': ""Your packaging is sexy and so are your morals. I'll take Chocolate Hazelnut for the spin of the century, please."", 'length': 112}, {'text': 'I can never find them anywhere 😢', 'length': 32}, {'text': 'Please see dms ❤️', 'length': 17}, {'text': 'The Oat Milk creamers you had were my favorite.  Sooo good and so much better than the pea protein you use in your plant based.  I can’t drink these!', 'length': 149}, {'text': 'Can we get both of these flavors in regular diary?!?! Pleasseeee', 'length': 64}, {'text': '@acadianrunner 😍', 'length': 16}, {'text': '@awesomecoolcat309 vegan friendly 😍😍', 'length': 36}, {'text': 'Another one I’ll never be able to find @boris.cvjetkovic.5', 'length': 58}, {'text': 'WTF he said he doesn’t this here!', 'length': 33}]"
Impossibly Zero Sugar*,<Post CbdKL19sWzA>,476,24,[],23/03/22,"Impossibly Zero Sugar* in impossibly delicious flavors. Which one are you trying next?
*Not a low calorie food",110,"[{'text': 'Can’t buy them in my local supermarkets sadly 😢', 'length': 47}, {'text': 'What did you use to sweeten???', 'length': 30}, {'text': '😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍', 'length': 18}, {'text': 'I love the new flavors!! (Can we get a coffee flavor and a pineapple one too?? )', 'length': 80}, {'text': 'The milk & cookies is the best!!!!', 'length': 34}, {'text': 'Milk & cookies 😍', 'length': 16}, {'text': 'Love all the flavors! Would love a birthday cake favor or a cinnamon roll flavor!!', 'length': 82}, {'text': 'I love chobani', 'length': 14}, {'text': 'Loveee these yoguarts!! Wish there were more flavor options! Soooo good', 'length': 71}, {'text': ""Ahh!! Bought the toasted coconut yesterday! Can't wait to try it 😍"", 'length': 66}, {'text': 'Love it! 😍', 'length': 10}, {'text': 'Looks yummy', 'length': 11}, {'text': 'Love your yogurt!!! Please sponsor us!!! Thanks!!!! ❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'length': 70}, {'text': '😍🔥', 'length': 2}, {'text': 'I can’t wait to see these! I love the vanilla flavor', 'length': 52}, {'text': 'Strawberry cheesecake is really bad. Taste very artificial and too sweet.', 'length': 73}, {'text': 'I want to try the zero sugar strawberry cheesecake', 'length': 50}, {'text': 'Impressive, I had the milk and cookies last night. I have all flavors, can’t wait to try them.', 'length': 94}, {'text': 'Please please check out @/annainseoul on Tiktok!!! \U0001fae0🙏🏼💕💕', 'length': 56}, {'text': '@chobani I love the toasted coconut 😍❤️', 'length': 39}, {'text': ""I can't explain how you make me feel right now the joy in me is unexplainable I have made over $35,000 for the past two weeks with the help of @get_paid_with_ellen_"", 'length': 164}]"
💧 Water makes,<Post Cba1otGvp8c>,377,5,['worldwaterday'],22/03/22,💧 Water makes us 🤲🏽 🤲🏾 🤲🏿 our 🌎 and our products possible. Swipe to learn how we are reusing our most valuable resource. #WorldWaterDay,135,"[{'text': '💙💧💙', 'length': 3}, {'text': '💜✨💜', 'length': 3}, {'text': 'Good News🙌', 'length': 10}, {'text': 'Extremely great full for water and ur products chobani love ya ❤️❤️❤️❤️❤️❤️❤️', 'length': 77}, {'text': 'I love Chobani', 'length': 14}]"
What #flavor is,<Post CbVHMlSuD0K>,256,11,['flavor'],20/03/22,What #flavor is fresh as spring to you? 🌸🍒,42,"[{'text': 'Peach', 'length': 5}, {'text': 'Orange cream! 🍊', 'length': 15}, {'text': 'lavender 💜', 'length': 10}, {'text': 'Triple cream vanilla - then you can add any kind of springtime fruit or berry to it!!', 'length': 85}, {'text': 'Orange everything!', 'length': 18}, {'text': 'Where to get your products in Canada?? 😢absolutely dying here', 'length': 61}, {'text': 'VANILLAAAAAAAAAAA ❤️❤️❤️❤️❤️❤️', 'length': 30}, {'text': '@chobani make a malted chocolate creamer to celebrate Easter robin egg candies', 'length': 78}, {'text': 'Key lime pie', 'length': 12}]"
