,is_video,likes,video_duration,video_view_count,title,url,mediacount,caption,date_utc,comments
2506095962485977225,True,731,6.0,7301.0,,https://www.instagram.com/p/CLHcQABBHCJ/,1,"It’s the final countdown! Who can’t wait to go ice skating 🖐.. while you’re waiting, check our story or link in bio to learn more about the physics of ice skating 💙",2021-02-10 15:13:58,20
2578528778045532259,True,337,29.5,3969.0,,https://www.instagram.com/p/CPIxkMShqhj/,1,"Heb je even motivatie nodig om te leren voor de eindexamens? Deze UvA-ers (en wij natuurlijk ook) wensen je heel veel succes! 🤩🍀

➡️ This post is meant to support Dutch high school students who are currently having final exams. Wish them luck in the comments! 📚",2021-05-21 13:48:27,2
2426432904651640570,False,2076,,,,https://www.instagram.com/p/CGsa975FI76/,1,🌞🔥,2020-10-23 17:16:04,18
2524965656915854934,False,1287,,,,https://www.instagram.com/p/CMKeuMah8ZW/,2,"It’s International Women’s Day 🙋‍♀️✨ In light of this important day, we want to introduce you to Heleen Kibbelaar. She’s a UvA PhD candidate in complex fluid systems (think of: toothpaste, shower gel, make-up) and studies this in the lab at Science Park. In 2017 she went to Togo (West-Africa) to develop sunscreen for people with albinism.

Heleen 💬: “People with albinism do not have natural protection against UV rays. Sunscreen is therefore a very important and live saving protective utility for them, as it has proven to reduce the risks of skin cancer considerably. Regrettably, it’s almost impossible to obtain sunscreen in Togo and therefore I found it important to do something about this. Together with a company, I developed a sunscreen which could be locally and cost effective produced. Currently more than 600 people with albinism in Togo are provided with sunscreen and their health is monitored.” ☀️

👀 Want to know more about Heleen and the work she does, visit @uva_science for an in depth interview. Also, Heleens owns a popular IG account @sciencemeetscosmetics in which she explains the science behind beauty products. If you’re in need for some beauty advice, go take a look 💄",2021-03-08 16:03:03,8
2499605407069393399,False,1961,,,,https://www.instagram.com/p/CKwYd_PBFH3/,3,"For once not a picture of our floating bridge at Roeterseiland Campus (😜) but an UvA building that is not featured often on our page: het P.C. Hoofthuis. The existence of this building is no news to our students of the Faculty of Humanities but is it to you? Comment 😱 if you never heard about the P.C.H. before and 😃 if this is no breaking news to you.

A little history class on the P.C. Hoofthuis 🏛️ The building is named after the historian, poet and play-wrighter Pieter Corneliszoon Hooft since his family house ‘In den Huypot’ was located here. Initially, the architects Aldo van Eyck and Theo Bosch worked together on the building but the design led to a break between the two. “You simply cannot hold a pencil with two people” Bosch explained ✏️. He finished the building under his own name in 1983.

📸 by @santelicesnico and @charlotte.thomas",2021-02-01 16:16:46,29
2460564672873783677,False,1288,,,,https://www.instagram.com/p/CIlroiJhGF9/,3,"Congratulations to UvA students Priscilla Maria and Marwa Ahmed on winning an ECHO Award! 🎉
Every year, the ECHO Awards are presented to outstanding students from non-western backgrounds who actively demonstrate social involvement 🎖️🥂.

Priscilla Maria: ‘I want to improve healthcare for everyone in the Netherlands, including the Dutch Caribbean islands, and make it more inclusive. Communication in healthcare is extremely important and linguistic and cultural differences have a major impact on communication.’

Marwa Ahmed: ‘In today's society, everyone is shouting that the doors are open for more diversity in business and education, but I don't think that’s enough. I want that passive approach to change to an active approach and I want organisations to make an effort to change the cultures that are now perceived as unwelcoming.’

Check out our 🔗 in bio for a complete interview with Priscilla and Marwa ✨",2020-12-09 19:29:48,6
2400202507474437755,False,1067,,,,https://www.instagram.com/p/CFPO3a3BAZ7/,2,"Remember what it was like to be a prospective international student? Trying to figure out how the application process works? 🖊 What the UvA campus looks like? 🏫 What student life in Amsterdam is like? 👩🏽‍💻
If so, we’re looking for you! Applications are open for our International Student Ambassador team! As an ambassador, you’ll help make a prospective student’s life easier by answering their questions and sharing your experiences, so that they don’t have to navigate their UvA journey alone 👍 
Interested? Check out our stories for more info and the application link! (www.uva.nl/internationalambassadors)
📸: @ilsoovandijk",2020-09-17 12:40:57,14
2590857806802791070,False,609,,,,https://www.instagram.com/p/CP0k3LGByqe/,3,"A sneak peek of the re-opening of the Allard Pierson Museum. The Allard Pierson manages and presents the heritage collections of the University of Amsterdam. You can travel through 10,000 years of cultural history in our 'From the Nile to the Amstel' exhibition. Or pay a visit at the first exhibition in the Netherlands devoted to the Art Nouveau fascination for the female figure. Students and researchers can also consult the heritage of the UvA in the Reading Hall.

Btw, there’s an nice espresso bar downstairs 😊.",2021-06-07 13:59:00,6
2490148120442697118,True,825,502.333,5267.0,🌷A Quick Tour of Amsterdam,https://www.instagram.com/p/CKOyIWtF_We/,1,"▶️Join urban geographer Willem Boterman on a quick walk through the city while he explains some historical characteristics that in his view define Amsterdam as it is today.

👉This week the UvA online Open House is all about studying in Amsterdam. Want to know more about studying at the UvA as an international student? Check openhouse.uva.nl

🗣The themes introduced in the tour are discussed more in depth in the Key Topics in Urban Studies programme, which is part of the online Winter School organised by @amsterdamsummerprograms 👏 We wish all the UvA Winter School Students a lot of fun and wisdom 🙏",2021-01-19 15:11:53,7
2431222251547542693,False,2573,,,,https://www.instagram.com/p/CG9b8GxhESl/,1,"🌱Today is the last day of the 21-day sustainability challenge by the @uvagreenoffice. Have you been taking part? We really want encourage sustainable habits, so we’ll add something to the challenge👍
 
Comment below to share your best sustainability tip and tag two friends - and you could win a sustainable UvA coffee cup! ☕️ 

CONTEST RULES: All comments posted before 9:00 EST on 2 November will take part in the random draw. The winner will be chosen at random and will be announced on Monday, 2 November. International submissions are welcome, the winner can pick up their prize at our UvA shop or receive it by post.",2020-10-30 07:51:39,108
2538735506515304001,False,1916,,,,https://www.instagram.com/p/CM7Zn4MhB5B/,2,"What we imagine the University Quarter looks like during Earth Hour versus what it looks like now ➡️ 

All over the world, people switch off their lights during Earth Hour tonight at 8:30 pm, in support of nature and our planet 🌍 Check out the link in bio for the UvA’s sustainability goals! 🌿",2021-03-27 16:01:17,1
2616744676539455496,True,339,59.8,4080.0,The Green Minute - UvA Green Office ☘️,https://www.instagram.com/p/CRQi2tRB1gI/,1,"In this episode of The Green Minute, Satyam Kathpalia (student Business Administration and manager of @uvagreenoffice) talks about the Green Office and why he thinks sustainability is important.",2021-07-13 07:13:19,5
2441588649507436507,False,749,,,,https://www.instagram.com/p/CHiQ_DNhDfb/,5,"🇺🇸 You have sent us a lot of questions on the U.S. elections. Penny Sheets, researcher at the UvA, has answered them in five short videos!📹",2020-11-13 15:07:50,46
2449574450879155429,False,832,,,,https://www.instagram.com/p/CH-ovwThkzl/,1,Have you met our international student ambassadors? 👋 They can help you with any questions about studying at the UvA and can share their experiences with you! Get to know them in today’s stories or via our link in bio! 😊,2020-11-24 15:34:11,5
2410263728538186663,False,344,,,,https://www.instagram.com/p/CFy-hdKhvOn/,1,"UPDATE #coronavirus❗: The UvA student exchange programmes↔️ for the second semester have unfortunately been cancelled. This decision was based on safety, academic added value and feasibility considerations🦠. In May of this year, we already made the decision to cancel face-to-face student exchanges in the first semester and decide on the exchange programmes for the second semester in the autumn.
🔹Students who cannot go abroad for an exchange have been contacted. We will consult with these students to consider possible alternatives. The options for these vary according to the particular student, faculty and partner university. They may include postponing the exchange; completing a minor, elective or project at the UvA; or taking online courses at a partner university🤝.
🔹The Executive Board will decide whether or not to resume student exchanges in the first semester of the 2021-2022 academic year in the spring of 2021🌸.",2020-10-01 09:50:48,2
2454453620775874904,False,811,,,,https://www.instagram.com/p/CIP-JBYBHFY/,1,"It's not strange to feel lonely sometimes these days 😌 Wish you could connect more with other students? Joining a student association is a great way to meet other students and join some fun activities! 

Iris Hoornsman, vice chairman of the Amsterdamse Kamer van Verenigingen (the umbrella organisation for Amsterdam student associations), shares why 💬:

“Although it is not possible to come together in groups at this moment, student associations are doing everything they can to stimulate connection between students. Especially now it is important to pay extra attention to each other and to keep in touch with one another. I see many great online initiatives from student associations such as painting workshops, sports lessons, debates, escape rooms and online ‘borrels’. In this manner you can be safe at home but you don't have to feel lonely. In addition, most student associations have counselors to whom students can turn to when something is going on. For example when students feel a little low or lonely. There are also activities open to non-members."" 

Interested? Check the calendar on www.lidwordeninamsterdam.nl (link in bio) 📆",2020-12-01 09:08:14,7
2418386481887793634,False,543,,,,https://www.instagram.com/p/CGP1bEuh1Hi/,1,Which type of student are you? Do you prefer browsing the library for physical books 📚 as sources or would you rather scour the internet 💻 to find online sources?,2020-10-12 14:49:16,6
2601006179094411922,False,2500,,,,https://www.instagram.com/p/CQYoVbThLqS/,1,After rain comes sunshine and after sunshine comes rain: also an Amsterdam reality.☀️🌧☀️🌈,2021-06-21 14:02:00,6
2395269733676242797,True,123,281.833,1835.0,First Week of Classes at Uni!  Student Vlogs Week 2  Anna  UvA,https://www.instagram.com/p/CE9tSHRBFdt/,1,"Hey everyone! 

My name’s Anna, I’m 23, and I’m from the US! Over the next two years I’ll be getting a master’s in forensic science. I’m super excited to be participate in this vlog series  and to share my experience with you :) Stay tuned for more videos!

We are incredibly excited to share this new series of student vlogs with you!! Four first-year students have been documenting their experiences of coming to Amsterdam and starting their studies in the fall of 2020. As this academic year looks different compared to others we thought it would be interesting to see how students are experiencing this change. 

#StudentVlog #Universitylife #UniversityofAmsterdam",2020-09-10 17:22:07,0
