,is_video,likes,video_duration,video_view_count,title,url,mediacount,caption,date_utc,comments
2335029539175319748,False,236,,,,https://www.instagram.com/p/CBnsP6OlsjE/,3,"The 1.5 meter society calls for new forms of events. At Nyenrode we have organized an Online Business Game last week and today the Meet & Greet session for a small group of future students with support from our current Full-time MSc in Management students.

Congratulations to Ole Bos! The winner of the Scholarship for Nyenrode's 1st Online Business Game. And warm welcome to future Nyenrodians!
.
.
.
.
#Nyenrode #businessschool #businessstudies #onlineevent #masterdegree #businessgame",2020-06-19 14:33:54,1
2419735236760059794,False,292,,,,https://www.instagram.com/p/CGUoGCllD-S/,1,"“Ik wil graag als arts in het ziekenhuis werken, maar ook op managementniveau meepraten over strategie, bestuur en bijvoorbeeld onderhandelingen met zorgverzekeraars.”

Student Mike Westmeijer startte in 2019 met de Fulltime Master (MSc) in Management en deelt hoe hij zijn ambitie op het gebied van geneeskunde en ondernemen kan combineren.

➡️ Lees hier het volledige artikel: Nyenrode.nl/nieuws",2020-10-14 11:29:00,1
2418306469852526487,False,248,,,,https://www.instagram.com/p/CGPjOvtlreX/,1,"""Deze scholarship betekent veel voor me. Het is voor mij heel waardevol om van Nyenrode alumni waardering te krijgen voor de uitdagingen die ik zelf heb opgezocht en overwonnen.""

Rodny Stolk, student Bachelor (BSc) in Business Administration, kreeg via Stichting Nyenrode Fonds een studiebeurs aangeboden en is het afgelopen jaar met de bachelor gestart.

➡️ Lees hier meer over zijn Nyenrode ervaringen en ambities: Nyenrode.nl/nieuws",2020-10-12 12:10:17,2
2390900052179018194,False,532,,,,https://www.instagram.com/p/CEuLu4Pl-HS/,2,"Congratulations Full-time MBA Class of 2020! 🎓🥂 Together you will go far. 🙂

#nyenrode #mba #graduation #proud #classof2020 #studyinholland #nyenrodeftmba",2020-09-04 16:38:38,3
2587769545499686614,False,133,,,,https://www.instagram.com/p/CPpmrDoFTbW/,2,"Dutch MBA students Casper Boerema and Stacey Ohello are attending the one-year Full-time MBA and share with us their experience at Nyenrode and their motivation to be part of an international program. 🙂

➡️ Read the article at Nyenrode.nl/news

#nyenrode #mba #leadership #amsterdam #studyinholland #nyenrodeftmba",2021-06-03 07:43:10,0
2629168006859363432,False,126,,,,https://www.instagram.com/p/CR8rl9PrJRo/,1,"Het is vandaag internationale vriendschapsdag.
 
Vriendschap creëert een netwerk, koestert mooie momenten en verbindt ons allen. 

Prof. Dr. Edgar Karssing, vertelde ons het volgende: “Je mag voordeel halen uit je vriendschap, je mag lol hebben in je vriendschap maar het mooiste is de vriendschap waarin je samen naar het goede streeft.”

Vier de vriendschap!

#internationalevriendschapsdag #verbinden #vriendschap",2021-07-30 10:34:34,1
2379159676254450897,False,135,,,,https://www.instagram.com/p/CEEeR7HFHTR/,1,"Bas Kodden has been appointed professor of Leadership and Management Development at Nyenrode Business University. 

Read more ➡️ nyenrode.nl/nieuws

#nyenrode #businessschool #reward4life #leadership #management #baskodden",2020-08-19 11:52:36,4
2719031047007267115,False,130,,,,https://www.instagram.com/p/CW78FTKIGkr/,2,"Jana Stofberg from South-Africa and Enrique Chevalier from Panama are attending the one-year Full-time MBA and share with us their experience at Nyenrode and their lives in Amsterdam. 🙂

➡️ Read the article at Nyenrode.nl/news

#nyenrode #mba #leadership #amsterdam #studyinholland #nyenrodeftmba #bschool",2021-12-01 10:16:21,0
2713924319450366093,False,67,,,,https://www.instagram.com/p/CWpy8ogIgCN/,5,"Yesterday we attended the MYBS fair in Ghent. Many students were here to gain insights on studying abroad. It was nice to meet you! 

#fair #mybs #mindyourownbusinessschool #ghent #belgiumfair #nyenrodebusinessuniversiteit #nyenrodebusinessuniversity #nyenrode",2021-11-24 09:10:11,1
2247931221928851050,False,161,,,,https://www.instagram.com/p/B8yQYlKlDZq/,1,"‘Er zijn veel verschillende leiderschapsstijlen en succesvolle leiders kunnen meerdere stijlen hanteren. Ik wil me zoveel mogelijk manieren eigen maken, zodat ik per situatie de beste leiderschapsstijl kan hanteren’. Olivier Valks, student BSc in Business Administration, over zijn ervaring met leiderschap binnen de studie.
Lees meer: nyenrode.nl/nieuws
.
.
.
.
#nyenrode #bachelor #businessadministration #leadership #bedrijfskunde",2020-02-20 10:25:05,0
2723557612412123326,False,51,,,,https://www.instagram.com/p/CXMBTftIri-/,1,"The making of! Tonight we’ll be hosting the Online Open Evening for the Full-time MSc in Management.

What do you think of online events?

#onlineevent #onlineopenday #onlineopenevening #ftmsc #masterinmanagement #masterinmt #openevening #amsterdamevent #nyenrode #nyenrodebusinessuniversiteit #nyenrodebusinessuniversity",2021-12-07 16:09:49,2
2268205291811591120,False,186,,,,https://www.instagram.com/p/B96SLIIF1PQ/,3,"Online Streaming Classes @ Nyenrode

First Class of Research Business Administration for FTMSc28!
Meeting the professors for the first time like this 😊
166 students are watching online which is EVERYONE👍👍👍👍👍 Our ICT staff, Program Management, and the faculties are streaming at Nyenrode to make sure your studies continue and provide you feedbacks.

Keep up the phase while staying safe!
.
.
.
#Nyenrode #students #study #businessschool #onlineeducation #FTMSc",2020-03-19 09:46:03,5
2709014905744493217,False,214,,,,https://www.instagram.com/p/CWYWrQsI4qh/,1,"Potluck lunch 🥙 during the Week of the International Student. 🙂

#nyenrode #bachelor #master #mba #studyinholland #lifeatnyenrode",2021-11-17 14:36:04,4
2349511587894048385,True,101,77.066,2818.0,➡️ Why Joana chose for the BScBA program,https://www.instagram.com/p/CCbJFdIFraB/,1,"BSc in Business Administration student Joana explains why she chose for Nyenrode’s Bachelor as an international student. 
#nyenrode #bscba",2020-07-09 14:15:47,2
2490868907457836395,False,112,,,,https://www.instagram.com/p/CKRWBL7FvVr/,1,How to choose a bachelor program? Join one of our Open Days and meet us online! Choose your experience: BSc in Accountancy or BSc in (international) Business Administration. Link in bio!,2021-01-20 14:58:54,0
2709665388456645354,False,121,,,,https://www.instagram.com/p/CWaqlB7IRLq/,1,"""Recht voor z’n raap, joviaal, lekker kritisch en een reward for life""

Vandaag lanceert het bestuur van Ondernemend Nyenrode bestaande uit Cas Buskermolen, Giuliano Martin, Ole Bos, Niels van der Vaarst, Hanna Cohen Jehoram, Jan Anne Amelink en Tom van Eekhout in samenwerking met Nyenrode Business Universiteit een inspirerende podcastreeks waarin zij succesvolle ondernemers het hemd van het lijf vragen. 

➡️ Lees het artikel: www.nyenrode.nl/nieuws/n/ondernemend-nyenrode-podcast

#podcast #succes #rewardforlife",2021-11-18 12:08:30,0
2468939729933062798,False,78,,,,https://www.instagram.com/p/CJDb5p2glKO/,1,"Was Nyenrode voor jou ook een life changing experience? Alumni Jelle van der Meer en Gayle van Beeten kijken terug op een mooie periode. Het heeft hen doen besluiten om Stichting Nyenrode Fonds op te nemen in hun testament. ‘Voor mij voelt Nyenrode als een extra familie’ aldus Gayle. Jelle voegt daaraan toe ‘Er zijn zoveel goede dingen die Nyenrode kan doen met mijn bijdrage en zo kan ik helpen een verschil te maken.’ https://bit.ly/37xwITD

#Nyenrode #businessschool #leadership #entrepreneurship #stewardship",2020-12-21 08:49:35,0
2660488024083340869,False,235,,,,https://www.instagram.com/p/CTr88MUqx5F/,1,"Vandaag opende Nijenrode haar kasteeldeuren voor de jaarlijkse Open Monumentendag. Een team van Nyenrode collega's stond klaar met historische verhalen en mooie anekdotes.*

#openmonumentendag #nyenrode #stichtevecht

*ledereen op de foto is gevaccineerd of heeft een negatief testresultaat.",2021-09-11 15:41:52,0
2690212355887327671,True,115,243.5,2863.0,,https://www.instagram.com/p/CVVjeJjB-m3/,1,"We had the pleasure of welcoming HRH Laurentien van Oranje to Nyenrode Amsterdam. The global track of MSc29 were given a lecture about being a change maker. It was a very interactive, informative and inspiring lecture, which left the students with ‘food for thought’. Watch the interview and find out which life lesson HRH Laurentien van Oranje will share with you. 

Let us know in the comments what you think of the interview!

#nyenrode #nbu #changemaker",2021-10-22 16:02:58,4
2665425068328370340,False,475,,,,https://www.instagram.com/p/CT9ffpFIkCk/,2,"Congratulations Full-time MBA class of 2021! 🎓🥂To empower and to overcome. 🙂

#nyenrode #graduation #proud #classof2021 #studyinholland #nyenrodeftmba #bschool",2021-09-18 11:10:50,7
2283539094209697200,True,126,553.066,2511.0,Sneak peek Amsterdam location,https://www.instagram.com/p/B-wwrUdFhWw/,1,Watch a short video of Nyenrode Amsterdam given by one of our program advisors.,2020-04-09 13:36:07,11
2718242075876466191,False,58,,,,https://www.instagram.com/p/CW5IsQiIx4P/,1,"Luister naar de tweede aflevering van de Ondernemend Nyenrode Podcast “Ondernemen is een stalen kin krijgen van het vallen”. Daarin vertelt Pieter Schoen, ondernemer en medeoprichter van de Nederlandse Energie Maatschappij zijn reis als ondernemer. 

➡️ Lees het artikel: www.nyenrode.nl/nieuws

Ondernemend Nyenrode Podcast, een joviale podcast waarin nieuwsgierige studenten willen leren van ondernemers en CEO’s. 

#OndernemendNyenrodePodcast #studenten #Nyenrode #rewardforlife",2021-11-30 08:08:51,0
2597911344242554862,False,317,,,,https://www.instagram.com/p/CQNoppviPfu/,1,"Aankomende zondag is het vaderdag. Daarom gingen we in gesprek met drie generaties Nyenrodianen uit één familie en ook nog in rechte lijn, een unicum voor Nyenrode. 

Lees hier het interview met Dorus, Robert en Dorus Boland. 
➡️ Nyenrode.nl/nieuws

#vaderdag #nyenrode",2021-06-17 07:33:10,0
2683425604537262503,False,234,,,,https://www.instagram.com/p/CU9cV6zoaGn/,7,"Full-time MBA alumna Marika Beindorff, awarded Valedictorian, looks back at her MBA journey and shares how Nyenrode’s core values shaped her development during the program. 🎓🙂
 
➡️ Read the full article at: Nyenrode.nl/news
 
#nyenrode #mba #graduation #classof2021 #studyinholland #nyenrodeftmba #bschool",2021-10-13 07:14:41,1
2262554402149105255,False,202,,,,https://www.instagram.com/p/B9mNT3BF_5n/,1,"“Ik heb geleerd dat leiderschap breed is en er niet maar één goede leiderschapsstijl bestaat. Je moet je als leider aanpassen aan de mensen binnen je team en zorgen dat je daar je leiderschapsstijl op aanpast. Dan komt iedereen tot zijn recht en breng je meningen bij elkaar.” Steven Sijperda, student Full-time Master (MSc) in Management, over leiderschap binnen de studie en de studentenvereniging.
.
➡️ Lees meer: Nyenrode.nl/nieuws
.
.
.
.
#nyenrode #management #leiderschap #FTMSc #master",2020-03-11 14:38:44,2
2735127340880487253,False,203,,,,https://www.instagram.com/p/CX1H9NAo-NV/,2,"At the Nyenrode Incubator in Amsterdam, alumnus Carlo van Noortwijk together with Yvar Achterberg and Kevin van Hilst run @dailyflowersnl 🙂

Amongst others they developed a durable and trendy vending machine that enables you to buy fresh, quality flowers at any time of day. 🌸

➡️ Read more: Nyenrode.nl/news

#nyenrode #alumni #entrepreneurship #technology #flowers #nyenrodeincubator #amsterdam #studyinholland",2021-12-23 15:16:48,2
2713333651162781883,False,58,,,,https://www.instagram.com/p/CWnspRyq9i7/,1,"Luister naar de eerste aflevering van de Ondernemend Nyenrode Podcast “Eerst het kunstje, dan het koekje”. Daarin vertelt Bram Bosveld, co-founder YoungCapital, zijn verhaal over hoe hij de ‘stoffige’ uitzendmarkt compleet op z’n kop zette. 

➡️ Lees het artikel: www.nyenrode.nl/nieuws

Ondernemend Nyenrode Podcast, een joviale podcast waarin nieuwsgierige studenten alles willen weten van het succes van ondernemers en CEO’s.

#OndernemendNyenrodePodcast #studenten #Nyenrode #rewardforlife",2021-11-23 13:36:41,0
2560933389382550501,False,92,,,,https://www.instagram.com/p/COKQ1lnlYPl/,1,... today we fly over Amsterdam! Are you the lucky one to spot the airplane? Post your picture of the airplane with banner #koningkeizer and win! 👑✈️ Nyenrode.nl/koningkeizer,2021-04-27 07:04:31,0
2250975216808744494,False,156,,,,https://www.instagram.com/p/B89EgiUF9Yu/,1,"“Ik koos voor vrijwilligerswerk, maar ook via een commerciële organisatie kan je heel veel betekenen.” Ze benadrukt dat de samenwerking tussen commerciële en sociale organisaties essentieel is: “Van elkaar kunnen we heel veel leren en alleen samen kunnen we een groot verschil maken.” 💪🏽
.

Aldus Rosa Duran. Rosa, alumna BBA (2014) & FTMSc (2016) vertrok als vrijwilligster naar het Griekse eiland Lesbos om te helpen bij de opvang van vluchtelingen. Nu is ze coördinator bij hulporganisatie Movement on the Ground. 🌍
.
.
.
.
Lees meer: https://www.nyenrode.nl/nieuws/n/buiten-gebaande-paden
#Nyenrode #Stewardship #RewardForLife #BBA #msc",2020-02-24 15:12:58,7
2723428895925213476,False,61,,,,https://www.instagram.com/p/CXLkCbIqBkk/,1,"Luister naar de derde aflevering van de Ondernemend Nyenrode Podcast “Verspil geen tijd, start direct met ondernemen”. Daarin vertelt Fokke de Jong, founder SuitSupply zijn verhaal over hoe hij met een Nederlands modemerk de bestaande pakkenwereld opschudde door een vernieuwende manier van werken. 

➡️ Lees het artikel: www.nyenrode.nl/nieuws

Ondernemend Nyenrode Podcast, een joviale podcast waarin nieuwsgierige studenten willen leren van ondernemers en CEO’s. 

#OndernemendNyenrodePodcast #studenten #Nyenrode #rewardforlife",2021-12-07 11:54:08,3
2522588328807092397,False,186,,,,https://www.instagram.com/p/CMCCLhFF9Ct/,2,"Shannon Kenedy and Thao Nguyen are halfway through their one-year Full-time MBA and share with us their experience at Nyenrode and their lives in Amsterdam. 🙂

➡️ Read the article at Nyenrode.nl/news

#nyenrode #mba #leadership #amsterdam #studyinholland #nyenrodeftmba",2021-03-05 09:19:44,1
2326997931012670969,True,147,593.466,2595.0,Nyenrode Bites: De crisis als versneller voor verandering en innovatie,https://www.instagram.com/p/CBLKEoPFEX5/,1,"Organisaties staan in deze tijd van crisis op een brandend platform. Prof. dr. Désirée van Gorp, hoogleraar International Business neemt je in deze Nyenrode bite aan de hand van 3 bouwstenen mee. Hoe kan jij de crisis gebruiken als versneller voor verandering en innovatie?
#nyenrode #bite #crisis",2020-06-08 12:41:15,1
2304385559718879537,False,195,,,,https://www.instagram.com/p/B_60nUYlWEx/,3,"Ter gelegenheid van Moederdag brengen drie studenten van de BSc in Business Administration – Alec Inden, Jasper Laarhoven en Axl Dreesen – een ode aan hun moeders die in het verleden ook alle drie op Nyenrode gestudeerd hebben. Hoe is hun band? Wat hebben zij van hun moeders geleerd? Lees het hier ➡️ nyenrode.nl/nieuws •
•
•
•
#moederdag #10mei #bscba #nyenrode",2020-05-08 07:49:47,0
2460466203342519222,False,115,,,,https://www.instagram.com/p/CIlVPnQFbu2/,3,"“Giving the next generation the chances they deserve” 🌍

On November 3rd, Nyenrode welcomed Loek van den Boog Founder and Chairman of Net4Kids as part of the Nyenrode Online Breakfast Session. 🙂 

Follow @net4kids to learn more on their impact on children’s lives in Asia and Africa. 📚

➡️ Read the full article at: Nyenrode.nl/news

#nyenrode #responsible #leadership #impact #youth #net4kids #studyinholland",2020-12-09 16:14:09,0
2505870544022660972,False,626,,,,https://www.instagram.com/p/CLGo_utleds/,4,"Ook landgoed Nijenrode is bedekt onder een mooie deken van sneeuw! 

Heb jij ook een mooie sneeuwfoto? Deel en tag @nyenrodebu Dan delen wij jouw foto in onze story! 

#sneeuw #ijspret #amsterdam #nyenrode #winterwonderland",2021-02-10 07:44:28,3
2410346526574699836,False,172,,,,https://www.instagram.com/p/CFzRWU2FOU8/,1,"Times of new Leadership, Entrepreneurship and Stewardship are coming! Today Professor Koen Becking has his official first working day (from home) at Nyenrode as chairman and rector magnificus of our university. 

Koen Becking, we wish you a warm digital welcome at the Nyenrode community and hope to welcome you soon on our estate in Breukelen, which is surrounded by beautiful autumn colors.

We are very thankful to Professor Miša Džoljić for eight great years of leading our wonderful university and sharing his experience and inspiration in education and research. 

The ceremonial handover of the Rectorate will take place on November 20th, our 74th Dies Natalis.
.
.
.
.
#Nyenrode #businessschool #leadership #entrepreneurship #stewardship #ceo",2020-10-01 12:35:18,1
2307499329857246696,False,246,,,,https://www.instagram.com/p/CAF4mozl9Xo/,2,"“Er hangt een erg ondernemend sfeertje op Nyenrode”, vindt oud-student Roderick Rutters. “Ik zou mijn tijd op Nyenrode omschrijven als erg levendig. Je gaat heel intensief om met anderen. Tijdens de BSc in Business Administration heb ik mijzelf dan ook goed leren kennen. Ik weet nu waar ik goed in ben en waar ik minder goed in ben, wat ik precies wil en wie ik ben”, vertelt Roderick vanuit Nederland waar hij vanwege de strenge lockdown in Singapore weer terug heen moest. Lees meer over zijn ervaringen ➡️ nyenrode.nl/nieuws
•
•
•
•
#alumnus #nyenrode #bscba #bachelor #bedrijfskunde #businessadministration",2020-05-12 14:56:17,3
2542185732791213216,True,134,199.833,2921.0,Nyenrode B&B a resort for life?.... 1 april!,https://www.instagram.com/p/CNHqHR0Fhyg/,1,"Misschien ben je er in getrapt, misschien had je het meteen door. Het klinkt natuurlijk fantastisch om je een keer kasteel heer of- dame te wanen. Maar het kasteel van Nyenrode wordt geen toeristische attractie. 

Het bekostigen van de renovatie van het kasteel is echter geen grap: we doen er alles aan om dit 750 jaar oude monument te behouden. Lees hier hoe je een steentje kan bijdragen. ➡️ nyenrode.nl/fundering-kasteel

En had je interesse getoond? Niet getreurd, we maken het goed met je. Binnenkort ontvang je van ons bericht.  

#1april #nyenrodebusinessuniversiteit",2021-04-01 10:18:03,2
2281296214959202591,False,282,,,,https://www.instagram.com/p/B-oytIYFiEf/,2,"“Het netwerk dat je tijdens je studie opbouwt is heel waardevol voor de toekomst. Om die reden zou ik de BSc in Business Administration ook aanraden aan anderen. Ik denk dat ik op Nyenrode mijn beste vrienden heb gevonden”, vertelt BScBA-alumna Isabella Houtakkers vanuit haar ouderlijk huis in Nederland waar ze abrupt heen moest vanwege de lockdown in Barcelona. Lees meer ➡️
Nyenrode.nl/nieuws
•
•
•
•
#nyenrode #alumna #bachelor #businessadministration",2020-04-06 11:15:22,6
2568227757230805162,False,209,,,,https://www.instagram.com/p/COkLYnEClCq/,1,"Tiny housing en biobased bouwen; het lijkt het hapklare antwoord op de vraag hoe we ons klimaat beschermen en de huidige bouwdoelstellingen behalen. Vier vooruitstrevende studenten BSc in Business Administration, Dylan Quatfass, Hanna Cohen Jehoram, Annique Ultee en Ole Nijst komen met een oplossing die hout snijdt in een tijd dat veel mensen tegen een muur van woningnood aanlopen. 

➡️ Lees hier het volledige artikel: Nyenrode.nl/nieuws",2021-05-07 08:37:13,0
2237920770490970023,True,128,3.433,2669.0,,https://www.instagram.com/p/B8OsRVwlS-n/,1,🥊💪🏼 Have a nice and sporty Thursday evening! #sport #bscba #boxing #girlpower,2020-02-06 15:06:03,1
2537170664282295918,True,295,31.966,2973.0,,https://www.instagram.com/p/CM110bTFo5u/,1,"Waan je een paar dagen kasteelheer of -dame aan de Vecht. Dit voorjaar opent Nyenrode de kasteeldeuren voor een weekendje weg op een bijzondere locatie. De opbrengst gaat geheel naar de renovatie van de fundering van het 750 jaar oude monument. 

➡️ www.nyenrode.nl/bnb

#monument #weekendjeweg #resortforlife #nyenrodebusinessuniversiteit",2021-03-25 12:12:37,6
2599344424020505079,False,117,,,,https://www.instagram.com/p/CQSuftSonH3/,1,"Tot 15 september 2021 is op Nyenrode de kunsttentoonstelling 'Andy Warhol, The Business Artist' te zien met 33 originele, door Warhol gesigneerde, zeefdrukken uit de collectie van alumnus Lodewijk den Hengst, beter bekend als radio dj Lex Harding.

'Andy Warhol, The Business Artist' is de vijftiende tentoonstelling van Art Fund Nyenrode.

Lees hier het volledige bericht. 
➡️ Nyenrode.nl/nieuws

#andywarhol #nyenrode",2021-06-19 07:00:27,4
2465321158163329788,False,170,,,,https://www.instagram.com/p/CI2lIgRlHL8/,2,"Beth Salas and Albert Maouad joined our Full-time MBA program in September and they share with us their journey to Nyenrode and their new lives in Amsterdam. 🙂

➡️ Read the article at: Nyenrode.nl/news

#nyenrode #mba #leadership #amsterdam #studyinholland #nyenrodeftmba",2020-12-16 09:00:05,7
2279319070335001421,True,196,233.533,2298.0,Message from Rector Magnificus Miša Džoljić,https://www.instagram.com/p/B-hxJ49F2NN/,1,"Because we are not allowed to physically meet, our Rector Magnificus, Miša Džoljić, has recorded a message for you to inform you about what is going on at the estate.
#Nyenrode",2020-04-03 18:07:59,7
2456119333598256604,False,202,,,,https://www.instagram.com/p/CIV44VVF93c/,1,"""Thanks to a revolving scholarship provided by the class of 1958, I was able to start the Master program. The conversations with the donors of my scholarship are a lot of fun and educational, as I learn a lot from their life experiences.""

In this article, Ilke Hellendoorn - Full-time Master (MSc) in Management student - shares more about the revolving scholarship, studying at Nyenrode and her plans for the future.

➡️ link to article in bio.",2020-12-03 16:17:42,2
2719158449394525029,False,51,,,,https://www.instagram.com/p/CW8ZDP4KaNl/,1,"Hoe zorg je dat je scherp blijft? Wat betekent leiderschap en vanuit welke visie wordt Nyenrode geleid? Rector Magnificus Koen Becking schoof aan bij Bazenradio, de podcast van Bregje Spijkerman om te praten over onderwijs en leiderschap. Nieuwsgierig?
 
Klik op de link voor de podcast op Spotify: https://spoti.fi/3lr3rQL

#university #business #podcast #leiderschapsontwikkeling #leiderschap #Nyenrodebusinessuniversiteit",2021-12-01 14:29:34,0
2445121818790977973,False,119,,,,https://www.instagram.com/p/CHu0Vbhl-G1/,1,"“Be the change you want to see in the world.” 🌏 

International MBA alumna Andreea Bulisache looks back at her time at Nyenrode and talks about the Young&Bold platform she co-founded with fellow alumni who believe in the power of communities in having a global impact. 

Follow @youngboldorg for their latest interviews with inspirational speakers. 🙂

➡️ Read the full article at: Nyenrode.nl/news

#nyenrode #mba #impact #youth #transformation #empowerment #youngandbold #studyinholland",2020-11-18 12:07:36,0
2729791671096160341,False,100,,,,https://www.instagram.com/p/CXiKw_SgbBV/,1,"Did you miss the Online Open Evening?

On 7 December, we hosted the Full-time MSc in Management Open Evening via Microsoft Teams. Did you not have the opportunity to participate this Online Open Evening? Contact us to receive the tape!

ftmsc@nyenrode.nl | Nyenrode.nl/ftmsc

#nyenrode #nyenrodebusinessuniversiteit #openday #masterinmanagement #masterofscienceinmanagement #openevening #opendaymasterofmanagement",2021-12-16 06:35:47,3
2337886427982161524,False,233,,,,https://www.instagram.com/p/CBx11HRFWZ0/,1,"Een strategisch marketingplan opzetten bij O’Neill of een waterinstallatie op een school in Gambia van de grond tillen – dat klinkt niet als een doorsnee bachelor Bedrijfskunde. “We leren studenten om vanuit hun eigen kracht een koers te bepalen. Want naast theoretische kennis gaat het ook om leren wie je bent, wat je kan en wat je diepste ambities zijn”, vertelt docent en coach Herman van der Meulen over wat deze studie zo bijzonder maakt. Lees verder ➡️ nyenrode.nl/nieuws
•
•
•
•
#nyenrode #bachelor #businessadministration #bedrijfskunde #bsc #praktijkgericht #oldphoto",2020-06-23 13:10:01,4
2723522626867411557,False,76,,,,https://www.instagram.com/p/CXL5WY4K7pl/,1,"The Financial Times has published its annual rankings for European business schools. This list, compiled for the 18th time this year, is a global benchmark for business schools. The full-time MBA and Master of Science in Management programs of Nyenrode Business Universiteit moved up several places in this ranking. Nyenrode retained its 41st place in the European ranking.

➡️ Read the article at Nyenrode.nl/news

#businessschool #financialtimes #ranking",2021-12-07 15:00:23,0
